@relation ./ML-assignments/Assignment6/databases_disc/databases_EWD3_arff/ecoli-0-1_vs_5/EWD3ecoli-0-1_vs_5-5-1tra.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute Class {' negative'}
@data
0,0.0,0.0,9.0,7.0,3.0,4.0,' negativ
1,6.0,0.0,9.0,6.0,4.0,4.0,' negativ
2,7.0,6.0,9.0,6.0,4.0,3.0,' negativ
3,2.0,3.0,9.0,7.0,2.0,3.0,' negativ
4,8.0,4.0,9.0,4.0,4.0,4.0,' negativ
5,3.0,3.0,9.0,5.0,2.0,3.0,' negativ
6,2.0,4.0,9.0,6.0,3.0,3.0,' negativ
7,0.0,5.0,9.0,6.0,5.0,5.0,' negativ
8,3.0,6.0,9.0,5.0,1.0,2.0,' negativ
9,4.0,3.0,9.0,6.0,2.0,3.0,' negativ
10,6.0,0.0,9.0,6.0,3.0,3.0,' negativ
11,3.0,0.0,9.0,6.0,4.0,5.0,' negativ
12,4.0,5.0,9.0,4.0,2.0,3.0,' negativ
13,5.0,3.0,9.0,7.0,5.0,5.0,' negativ
14,2.0,0.0,9.0,5.0,3.0,3.0,' negativ
15,4.0,7.0,9.0,5.0,2.0,3.0,' negativ
16,0.0,5.0,9.0,4.0,2.0,0.0,' negativ
17,6.0,6.0,9.0,5.0,3.0,4.0,' negativ
18,0.0,1.0,9.0,7.0,1.0,2.0,' negativ
19,4.0,4.0,9.0,6.0,2.0,2.0,' negativ
20,2.0,6.0,9.0,0.0,3.0,4.0,' negativ
21,5.0,4.0,9.0,7.0,3.0,4.0,' negativ
22,5.0,4.0,9.0,6.0,3.0,4.0,' negativ
23,6.0,4.0,9.0,5.0,2.0,3.0,' negativ
24,6.0,6.0,9.0,4.0,4.0,4.0,' negativ
25,0.0,3.0,9.0,5.0,3.0,4.0,' negativ
26,3.0,6.0,9.0,5.0,3.0,3.0,' negativ
27,7.0,6.0,9.0,7.0,0.0,0.0,' negativ
28,3.0,5.0,9.0,4.0,3.0,3.0,' negativ
29,4.0,5.0,9.0,6.0,2.0,2.0,' negativ
30,3.0,5.0,9.0,6.0,3.0,4.0,' negativ
31,0.0,4.0,9.0,7.0,4.0,4.0,' negativ
32,3.0,4.0,9.0,0.0,3.0,4.0,' negativ
33,7.0,5.0,9.0,6.0,3.0,4.0,' negativ
34,2.0,4.0,9.0,5.0,4.0,0.0,' negativ
35,5.0,4.0,9.0,7.0,6.0,6.0,' negativ
36,5.0,0.0,9.0,5.0,3.0,3.0,' negativ
37,5.0,4.0,9.0,7.0,1.0,2.0,' negativ
38,2.0,4.0,9.0,5.0,3.0,4.0,' negativ
39,4.0,6.0,9.0,5.0,4.0,3.0,' negativ
40,3.0,0.0,9.0,5.0,0.0,1.0,' negativ
41,2.0,4.0,9.0,4.0,4.0,4.0,' negativ
42,2.0,7.0,9.0,4.0,5.0,5.0,' negativ
43,5.0,6.0,9.0,2.0,1.0,2.0,' negativ
44,6.0,6.0,9.0,3.0,3.0,4.0,' negativ
45,0.0,4.0,9.0,5.0,3.0,4.0,' negativ
46,5.0,4.0,9.0,0.0,3.0,4.0,' negativ
47,5.0,4.0,9.0,7.0,3.0,4.0,' negativ
48,5.0,7.0,9.0,0.0,5.0,5.0,' negativ
49,2.0,0.0,9.0,6.0,2.0,3.0,' negativ
50,5.0,3.0,9.0,6.0,3.0,4.0,' negativ
51,2.0,5.0,9.0,7.0,5.0,5.0,' negativ
52,3.0,4.0,9.0,5.0,3.0,4.0,' negativ
53,6.0,7.0,9.0,5.0,5.0,5.0,' negativ
54,3.0,4.0,9.0,5.0,2.0,3.0,' negativ
55,4.0,6.0,9.0,7.0,0.0,4.0,' negativ
56,3.0,3.0,9.0,4.0,2.0,3.0,' negativ
57,5.0,6.0,9.0,6.0,2.0,3.0,' negativ
58,4.0,0.0,9.0,5.0,3.0,4.0,' negativ
