@relation ./ML-assignments/Assignment6/databases_disc/databases_KBN3_arff/kr-vs-k-zero_vs_fifteen/KBN3kr-vs-k-zero_vs_fifteen-5-4tst.dat

@attribute attr0 numeric
@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attrClass {' negative',' positive'}
@data
0.0,0.0,0.0,0.0,0.0,2.0,' negativ
0.0,0.0,0.0,0.0,0.0,2.0,' negativ
0.0,0.0,0.0,0.0,0.0,3.0,' negativ
0.0,0.0,0.0,1.0,0.0,1.0,' negativ
0.0,0.0,0.0,1.0,0.0,2.0,' negativ
0.0,0.0,0.0,2.0,1.0,2.0,' negativ
0.0,0.0,0.0,2.0,0.0,2.0,' negativ
0.0,0.0,0.0,3.0,1.0,1.0,' negativ
0.0,0.0,0.0,4.0,1.0,2.0,' negativ
0.0,0.0,0.0,4.0,0.0,2.0,' negativ
0.0,0.0,0.0,4.0,2.0,1.0,' negativ
0.0,0.0,0.0,4.0,1.0,1.0,' negativ
0.0,0.0,0.0,4.0,0.0,1.0,' negativ
0.0,0.0,0.0,0.0,2.0,1.0,' negativ
0.0,0.0,0.0,0.0,2.0,0.0,' negativ
0.0,0.0,0.0,0.0,1.0,1.0,' negativ
0.0,0.0,0.0,0.0,0.0,1.0,' negativ
0.0,0.0,0.0,0.0,0.0,3.0,' negativ
0.0,0.0,0.0,0.0,0.0,2.0,' negativ
0.0,0.0,0.0,0.0,0.0,2.0,' negativ
0.0,0.0,0.0,1.0,0.0,1.0,' negativ
0.0,0.0,0.0,1.0,0.0,2.0,' negativ
0.0,0.0,0.0,1.0,0.0,3.0,' negativ
0.0,0.0,0.0,1.0,3.0,3.0,' negativ
0.0,0.0,0.0,2.0,1.0,2.0,' negativ
0.0,0.0,0.0,2.0,0.0,2.0,' negativ
0.0,0.0,0.0,2.0,0.0,3.0,' negativ
0.0,0.0,0.0,2.0,3.0,2.0,' negativ
