%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 11     Instances: 66
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute '6' numeric
@attribute '7' numeric
@attribute '8' numeric
@attribute 'y' {' negative'}

@data
0,3.0,3.0,6.0,3.0,6.0,5.0,3.0,0.0,0.0,' negative'
1,6.0,6.0,7.0,1.0,3.0,0.0,5.0,0.0,0.0,' negative'
2,6.0,3.0,7.0,2.0,4.0,0.0,6.0,0.0,0.0,' negative'
3,3.0,4.0,6.0,3.0,5.0,2.0,3.0,0.0,2.0,' negative'
4,3.0,3.0,6.0,3.0,7.0,2.0,2.0,0.0,0.0,' negative'
5,3.0,3.0,5.0,4.0,5.0,3.0,3.0,0.0,0.0,' negative'
6,4.0,4.0,5.0,3.0,4.0,3.0,4.0,0.0,0.0,' negative'
7,0.0,3.0,5.0,3.0,6.0,4.0,3.0,0.0,4.0,' negative'
8,5.0,5.0,6.0,4.0,3.0,0.0,3.0,1.0,0.0,' negative'
9,3.0,5.0,6.0,4.0,5.0,1.0,2.0,0.0,0.0,' negative'
10,3.0,2.0,6.0,3.0,7.0,3.0,4.0,0.0,0.0,' negative'
11,3.0,4.0,5.0,3.0,6.0,2.0,3.0,0.0,0.0,' negative'
12,6.0,5.0,7.0,2.0,3.0,0.0,5.0,0.0,0.0,' negative'
13,3.0,2.0,5.0,4.0,6.0,3.0,3.0,0.0,0.0,' negative'
14,4.0,7.0,6.0,4.0,4.0,2.0,3.0,0.0,0.0,' negative'
15,3.0,2.0,6.0,4.0,6.0,4.0,3.0,0.0,0.0,' negative'
16,3.0,2.0,6.0,4.0,6.0,2.0,4.0,0.0,0.0,' negative'
17,3.0,2.0,5.0,3.0,6.0,5.0,4.0,0.0,0.0,' negative'
18,4.0,3.0,4.0,4.0,6.0,2.0,4.0,0.0,0.0,' negative'
19,6.0,3.0,6.0,2.0,4.0,0.0,5.0,0.0,2.0,' negative'
20,2.0,2.0,6.0,5.0,6.0,5.0,2.0,0.0,3.0,' negative'
21,3.0,3.0,6.0,6.0,5.0,2.0,3.0,0.0,1.0,' negative'
22,3.0,3.0,5.0,4.0,5.0,3.0,3.0,0.0,0.0,' negative'
23,3.0,4.0,7.0,3.0,6.0,3.0,2.0,0.0,0.0,' negative'
24,6.0,3.0,6.0,2.0,4.0,0.0,5.0,0.0,2.0,' negative'
25,3.0,4.0,6.0,3.0,7.0,2.0,2.0,0.0,0.0,' negative'
26,2.0,2.0,5.0,5.0,7.0,5.0,2.0,0.0,3.0,' negative'
27,3.0,2.0,5.0,4.0,6.0,2.0,3.0,0.0,0.0,' negative'
28,4.0,3.0,5.0,3.0,5.0,2.0,4.0,0.0,2.0,' negative'
29,3.0,3.0,6.0,4.0,6.0,2.0,3.0,0.0,2.0,' negative'
30,3.0,2.0,6.0,3.0,7.0,2.0,3.0,0.0,0.0,' negative'
31,3.0,5.0,5.0,4.0,6.0,3.0,3.0,0.0,0.0,' negative'
32,3.0,2.0,5.0,4.0,7.0,3.0,3.0,0.0,1.0,' negative'
33,3.0,2.0,5.0,3.0,6.0,4.0,4.0,0.0,4.0,' negative'
34,7.0,4.0,6.0,2.0,4.0,0.0,6.0,0.0,1.0,' negative'
35,6.0,4.0,8.0,3.0,3.0,0.0,4.0,0.0,0.0,' negative'
36,3.0,2.0,6.0,5.0,5.0,2.0,3.0,0.0,3.0,' negative'
37,6.0,6.0,7.0,1.0,3.0,0.0,5.0,0.0,0.0,' negative'
38,8.0,5.0,7.0,2.0,3.0,0.0,5.0,0.0,2.0,' negative'
39,4.0,3.0,5.0,4.0,4.0,3.0,4.0,0.0,2.0,' negative'
40,2.0,4.0,6.0,5.0,6.0,1.0,2.0,0.0,0.0,' negative'
41,3.0,2.0,6.0,4.0,7.0,2.0,3.0,0.0,0.0,' negative'
42,3.0,2.0,6.0,4.0,7.0,2.0,3.0,0.0,0.0,' negative'
43,3.0,4.0,4.0,3.0,6.0,2.0,4.0,0.0,0.0,' negative'
44,6.0,3.0,6.0,2.0,4.0,0.0,5.0,0.0,2.0,' negative'
45,3.0,3.0,6.0,3.0,7.0,2.0,2.0,0.0,0.0,' negative'
46,3.0,2.0,6.0,4.0,7.0,2.0,3.0,0.0,2.0,' negative'
47,3.0,2.0,6.0,4.0,5.0,3.0,4.0,0.0,0.0,' negative'
48,3.0,2.0,6.0,4.0,7.0,3.0,4.0,0.0,2.0,' negative'
49,3.0,2.0,5.0,3.0,7.0,3.0,3.0,0.0,0.0,' negative'
50,4.0,4.0,6.0,3.0,5.0,0.0,4.0,0.0,0.0,' negative'
51,3.0,3.0,7.0,4.0,5.0,2.0,2.0,0.0,0.0,' negative'
52,2.0,4.0,5.0,3.0,5.0,2.0,3.0,0.0,0.0,' negative'
53,6.0,6.0,7.0,2.0,2.0,0.0,5.0,0.0,0.0,' negative'
54,5.0,8.0,7.0,0.0,4.0,0.0,4.0,0.0,0.0,' negative'
55,3.0,3.0,4.0,4.0,6.0,2.0,4.0,0.0,5.0,' negative'
56,6.0,7.0,7.0,2.0,2.0,0.0,4.0,0.0,0.0,' negative'
57,4.0,4.0,5.0,4.0,4.0,2.0,4.0,0.0,0.0,' negative'
58,2.0,5.0,3.0,8.0,0.0,7.0,0.0,2.0,0.0,' negative'
59,1.0,3.0,0.0,7.0,1.0,8.0,1.0,0.0,0.0,' negative'
60,6.0,0.0,1.0,5.0,7.0,2.0,7.0,0.0,0.0,' negative'
61,2.0,2.0,0.0,6.0,8.0,6.0,6.0,0.0,0.0,' negative'
62,7.0,4.0,0.0,5.0,4.0,1.0,8.0,0.0,0.0,' negative'
63,5.0,4.0,0.0,4.0,4.0,1.0,9.0,0.0,0.0,' negative'
64,6.0,1.0,2.0,5.0,6.0,1.0,7.0,0.0,0.0,' negative'
65,4.0,2.0,2.0,6.0,5.0,3.0,6.0,0.0,0.0,' negative'
