%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 8     Instances: 59
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute 'y' {' negative',' positive'}

@data
0,1.0,3.0,1.0,6.0,4.0,5.0,' negative'
1,5.0,2.0,1.0,6.0,4.0,6.0,' negative'
2,4.0,3.0,1.0,4.0,3.0,5.0,' negative'
3,6.0,1.0,1.0,4.0,5.0,5.0,' negative'
4,6.0,4.0,1.0,3.0,4.0,5.0,' negative'
5,3.0,5.0,1.0,5.0,5.0,6.0,' negative'
6,7.0,5.0,1.0,4.0,5.0,6.0,' negative'
7,2.0,0.0,1.0,4.0,1.0,2.0,' negative'
8,6.0,3.0,1.0,3.0,4.0,6.0,' negative'
9,1.0,4.0,1.0,3.0,5.0,7.0,' negative'
10,6.0,6.0,1.0,3.0,7.0,9.0,' negative'
11,2.0,2.0,1.0,2.0,4.0,5.0,' negative'
12,1.0,4.0,1.0,2.0,4.0,6.0,' negative'
13,6.0,4.0,1.0,4.0,4.0,5.0,' negative'
14,0.0,5.0,1.0,2.0,3.0,5.0,' negative'
15,8.0,6.0,1.0,2.0,6.0,4.0,' negative'
16,4.0,2.0,1.0,6.0,2.0,4.0,' negative'
17,5.0,3.0,1.0,2.0,7.0,8.0,' negative'
18,3.0,3.0,1.0,4.0,1.0,4.0,' negative'
19,5.0,5.0,1.0,6.0,0.0,5.0,' negative'
20,1.0,4.0,1.0,5.0,3.0,5.0,' negative'
21,4.0,5.0,1.0,3.0,6.0,7.0,' negative'
22,2.0,0.0,1.0,7.0,4.0,6.0,' negative'
23,0.0,4.0,1.0,6.0,3.0,5.0,' negative'
24,1.0,3.0,1.0,3.0,4.0,6.0,' negative'
25,5.0,3.0,1.0,3.0,8.0,9.0,' negative'
26,8.0,9.0,1.0,2.0,6.0,5.0,' negative'
27,9.0,8.0,1.0,6.0,8.0,5.0,' negative'
28,9.0,9.0,1.0,1.0,9.0,3.0,' negative'
29,8.0,6.0,1.0,5.0,6.0,6.0,' negative'
30,7.0,0.0,1.0,2.0,8.0,8.0,' negative'
31,7.0,9.0,1.0,0.0,6.0,3.0,' negative'
32,9.0,9.0,1.0,0.0,9.0,5.0,' negative'
33,8.0,1.0,1.0,4.0,9.0,4.0,' negative'
34,7.0,8.0,1.0,0.0,5.0,6.0,' negative'
35,7.0,9.0,1.0,4.0,5.0,1.0,' negative'
36,6.0,6.0,1.0,3.0,6.0,1.0,' negative'
37,7.0,1.0,1.0,3.0,6.0,6.0,' negative'
38,9.0,8.0,1.0,2.0,8.0,8.0,' negative'
39,7.0,8.0,1.0,5.0,5.0,5.0,' positive'
40,9.0,6.0,1.0,9.0,8.0,0.0,' positive'
41,9.0,8.0,1.0,8.0,9.0,2.0,' positive'
42,8.0,7.0,1.0,8.0,1.0,1.0,' positive'
43,9.0,7.0,1.0,9.0,1.0,4.0,' positive'
44,7.0,7.0,1.0,7.0,6.0,4.0,' positive'
45,8.0,9.0,1.0,8.0,1.0,4.0,' positive'
46,8.0,9.0,1.0,8.0,9.0,6.0,' positive'
47,9.0,1.0,1.0,6.0,8.0,4.0,' positive'
48,9.0,9.0,1.0,9.0,9.0,4.0,' positive'
49,9.0,8.0,1.0,9.0,9.0,1.0,' positive'
50,8.0,8.0,1.0,9.0,7.0,4.0,' positive'
51,6.0,7.0,1.0,8.0,5.0,7.0,' positive'
52,8.0,5.0,1.0,7.0,9.0,5.0,' positive'
53,6.0,9.0,1.0,8.0,6.0,6.0,' positive'
54,7.0,6.0,1.0,0.0,5.0,4.0,' positive'
55,0.0,8.0,0.0,8.0,9.0,8.0,' positive'
56,8.0,6.0,1.0,8.0,6.0,3.0,' positive'
57,7.0,5.0,1.0,8.0,7.0,4.0,' positive'
58,9.0,7.0,1.0,7.0,7.0,5.0,' positive'
