@relation ./ML-assignments/Assignment6/databases_disc/databases_KBN2_arff/vehicle1/KBN2vehicle1-5-2tst.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute Class {' negative',' positive'}
@data
0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,4.0,3.0,' negativ
1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,' positiv
2,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,' negativ
3,2.0,3.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,3.0,2.0,' negativ
4,2.0,4.0,4.0,3.0,3.0,3.0,3.0,0.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,0.0,1.0,2.0,' negativ
5,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,' negativ
6,3.0,2.0,3.0,3.0,2.0,1.0,2.0,0.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,0.0,3.0,1.0,' negativ
7,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,' negativ
8,4.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,3.0,4.0,3.0,3.0,4.0,1.0,4.0,0.0,2.0,3.0,' positiv
9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,' positiv
10,1.0,2.0,3.0,0.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,' negativ
11,2.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,' negativ
12,2.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,' negativ
13,1.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,' negativ
14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,' negativ
15,1.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,' negativ
16,0.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,' negativ
17,4.0,4.0,4.0,2.0,0.0,1.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,0.0,0.0,' negativ
18,1.0,1.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,' negativ
19,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,' negativ
20,3.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,3.0,4.0,3.0,3.0,4.0,2.0,0.0,1.0,2.0,2.0,' positiv
21,0.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,' negativ
22,1.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,2.0,' negativ
23,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,2.0,' negativ
24,3.0,3.0,4.0,4.0,3.0,4.0,3.0,0.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,' positiv
25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,' positiv
26,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,' negativ
27,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,2.0,' positiv
28,1.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,' positiv
29,2.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,' negativ
30,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,' negativ
31,3.0,3.0,4.0,3.0,1.0,4.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,4.0,2.0,4.0,' negativ
32,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,' negativ
33,2.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,0.0,2.0,2.0,' negativ
34,3.0,3.0,4.0,4.0,2.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,2.0,2.0,3.0,' positiv
35,2.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,' negativ
36,4.0,3.0,4.0,3.0,1.0,4.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,0.0,2.0,2.0,' positiv
37,2.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,' negativ
38,3.0,3.0,4.0,3.0,2.0,4.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,2.0,3.0,' negativ
