@relation ./ML-assignments/Assignment6/databases_disc/databases_KBN2_arff/ecoli-0-1-4-6_vs_5/KBN2ecoli-0-1-4-6_vs_5-5-1tra.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute Class {' negative'}
@data
0,0.0,0.0,1.0,3.0,1.0,2.0,' negativ
1,3.0,0.0,1.0,2.0,1.0,2.0,' negativ
2,3.0,3.0,1.0,3.0,2.0,1.0,' negativ
3,1.0,1.0,1.0,3.0,1.0,1.0,' negativ
4,3.0,2.0,1.0,1.0,1.0,2.0,' negativ
5,1.0,1.0,1.0,3.0,1.0,1.0,' negativ
6,0.0,2.0,1.0,2.0,2.0,2.0,' negativ
7,2.0,0.0,1.0,3.0,0.0,0.0,' negativ
8,2.0,1.0,1.0,2.0,1.0,1.0,' negativ
9,2.0,0.0,1.0,2.0,1.0,1.0,' negativ
10,1.0,0.0,1.0,2.0,2.0,2.0,' negativ
11,1.0,2.0,1.0,1.0,1.0,1.0,' negativ
12,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
13,2.0,3.0,1.0,1.0,1.0,1.0,' negativ
14,1.0,1.0,1.0,4.0,0.0,0.0,' negativ
15,2.0,3.0,1.0,2.0,1.0,2.0,' negativ
16,0.0,0.0,1.0,3.0,0.0,1.0,' negativ
17,1.0,2.0,1.0,2.0,2.0,2.0,' negativ
18,1.0,0.0,1.0,2.0,1.0,2.0,' negativ
19,1.0,3.0,1.0,0.0,1.0,2.0,' negativ
20,2.0,2.0,1.0,3.0,1.0,2.0,' negativ
21,2.0,2.0,1.0,2.0,1.0,2.0,' negativ
22,2.0,2.0,1.0,2.0,1.0,1.0,' negativ
23,1.0,1.0,1.0,1.0,1.0,2.0,' negativ
24,0.0,1.0,1.0,2.0,1.0,2.0,' negativ
25,1.0,3.0,1.0,2.0,1.0,2.0,' negativ
26,1.0,2.0,1.0,1.0,1.0,1.0,' negativ
27,1.0,2.0,1.0,2.0,1.0,1.0,' negativ
28,1.0,2.0,1.0,3.0,1.0,2.0,' negativ
29,0.0,2.0,1.0,3.0,2.0,2.0,' negativ
30,0.0,0.0,1.0,2.0,2.0,2.0,' negativ
31,1.0,2.0,1.0,0.0,1.0,2.0,' negativ
32,0.0,2.0,1.0,2.0,2.0,0.0,' negativ
33,2.0,1.0,1.0,3.0,0.0,1.0,' negativ
34,1.0,1.0,1.0,2.0,1.0,2.0,' negativ
35,1.0,3.0,1.0,2.0,2.0,1.0,' negativ
36,1.0,3.0,1.0,1.0,2.0,2.0,' negativ
37,2.0,3.0,1.0,1.0,0.0,1.0,' negativ
38,2.0,3.0,1.0,1.0,1.0,2.0,' negativ
39,2.0,2.0,1.0,1.0,1.0,2.0,' negativ
40,0.0,1.0,1.0,2.0,1.0,2.0,' negativ
41,2.0,2.0,1.0,3.0,1.0,2.0,' negativ
42,2.0,3.0,1.0,0.0,2.0,2.0,' negativ
43,2.0,1.0,1.0,2.0,1.0,1.0,' negativ
44,1.0,2.0,1.0,2.0,2.0,2.0,' negativ
45,2.0,1.0,1.0,3.0,1.0,2.0,' negativ
46,1.0,2.0,1.0,3.0,2.0,2.0,' negativ
47,1.0,2.0,1.0,2.0,1.0,2.0,' negativ
48,2.0,3.0,1.0,2.0,2.0,2.0,' negativ
49,1.0,2.0,1.0,2.0,1.0,1.0,' negativ
50,1.0,3.0,1.0,3.0,0.0,2.0,' negativ
51,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
52,2.0,3.0,1.0,2.0,1.0,1.0,' negativ
53,1.0,0.0,1.0,2.0,1.0,2.0,' negativ
54,2.0,2.0,1.0,2.0,1.0,0.0,' negativ
55,2.0,0.0,1.0,2.0,1.0,1.0,' negativ
56,2.0,2.0,1.0,2.0,1.0,1.0,' negativ
57,2.0,3.0,1.0,3.0,2.0,2.0,' negativ
58,2.0,1.0,1.0,2.0,1.0,1.0,' negativ
59,1.0,2.0,1.0,2.0,1.0,2.0,' negativ
60,1.0,1.0,1.0,2.0,1.0,2.0,' negativ
61,2.0,2.0,1.0,2.0,1.0,2.0,' negativ
62,1.0,3.0,1.0,2.0,1.0,1.0,' negativ
63,1.0,3.0,1.0,3.0,1.0,2.0,' negativ
64,1.0,3.0,1.0,2.0,2.0,2.0,' negativ
65,0.0,2.0,1.0,3.0,2.0,2.0,' negativ
66,0.0,3.0,1.0,2.0,2.0,2.0,' negativ
67,2.0,2.0,1.0,1.0,1.0,2.0,' negativ
68,0.0,3.0,1.0,1.0,1.0,1.0,' negativ
69,2.0,2.0,1.0,0.0,1.0,1.0,' negativ
70,0.0,2.0,1.0,1.0,1.0,1.0,' negativ
71,2.0,2.0,1.0,0.0,1.0,1.0,' negativ
72,1.0,3.0,1.0,1.0,1.0,1.0,' negativ
73,3.0,4.0,1.0,2.0,1.0,1.0,' negativ
74,1.0,2.0,1.0,0.0,1.0,2.0,' negativ
75,3.0,3.0,1.0,1.0,1.0,1.0,' negativ
76,3.0,3.0,1.0,1.0,1.0,1.0,' negativ
77,1.0,0.0,1.0,4.0,1.0,1.0,' negativ
78,1.0,3.0,1.0,3.0,0.0,1.0,' negativ
79,1.0,0.0,1.0,2.0,1.0,2.0,' negativ
80,2.0,3.0,1.0,1.0,1.0,0.0,' negativ
81,2.0,1.0,1.0,1.0,2.0,2.0,' negativ
82,2.0,2.0,1.0,2.0,0.0,0.0,' negativ
83,2.0,1.0,1.0,3.0,0.0,1.0,' negativ
84,1.0,1.0,1.0,0.0,0.0,0.0,' negativ
85,1.0,1.0,1.0,3.0,2.0,2.0,' negativ
86,1.0,1.0,1.0,2.0,0.0,1.0,' negativ
87,1.0,2.0,1.0,2.0,0.0,1.0,' negativ
88,2.0,3.0,1.0,3.0,0.0,1.0,' negativ
89,1.0,2.0,1.0,2.0,1.0,2.0,' negativ
90,2.0,3.0,1.0,3.0,0.0,1.0,' negativ
91,1.0,3.0,1.0,1.0,2.0,0.0,' negativ
92,1.0,1.0,1.0,1.0,1.0,2.0,' negativ
93,1.0,2.0,1.0,2.0,1.0,1.0,' negativ
94,0.0,1.0,1.0,2.0,1.0,1.0,' negativ
95,3.0,1.0,1.0,2.0,1.0,2.0,' negativ
96,1.0,3.0,1.0,2.0,1.0,2.0,' negativ
97,1.0,1.0,1.0,2.0,1.0,1.0,' negativ
98,0.0,2.0,1.0,2.0,1.0,2.0,' negativ
99,1.0,2.0,1.0,2.0,2.0,2.0,' negativ
100,0.0,2.0,1.0,2.0,2.0,2.0,' negativ
101,2.0,1.0,1.0,1.0,1.0,2.0,' negativ
102,0.0,2.0,1.0,2.0,1.0,1.0,' negativ
103,1.0,2.0,1.0,3.0,1.0,2.0,' negativ
104,0.0,2.0,1.0,2.0,0.0,0.0,' negativ
105,1.0,0.0,1.0,1.0,1.0,1.0,' negativ
106,1.0,2.0,1.0,1.0,1.0,2.0,' negativ
107,0.0,4.0,1.0,2.0,4.0,1.0,' negativ
108,3.0,3.0,1.0,3.0,4.0,4.0,' negativ
109,1.0,3.0,1.0,3.0,4.0,4.0,' negativ
110,1.0,3.0,1.0,3.0,4.0,0.0,' negativ
111,2.0,0.0,1.0,3.0,3.0,3.0,' negativ
112,2.0,4.0,1.0,2.0,4.0,4.0,' negativ
113,1.0,1.0,1.0,3.0,4.0,3.0,' negativ
114,2.0,2.0,1.0,4.0,3.0,3.0,' negativ
115,0.0,4.0,1.0,4.0,3.0,3.0,' negativ
116,0.0,0.0,1.0,4.0,4.0,4.0,' negativ
117,4.0,1.0,1.0,3.0,4.0,4.0,' negativ
118,4.0,2.0,1.0,2.0,3.0,3.0,' negativ
119,2.0,3.0,1.0,0.0,4.0,4.0,' negativ
120,2.0,2.0,1.0,3.0,0.0,4.0,' negativ
121,0.0,4.0,1.0,1.0,4.0,4.0,' negativ
122,4.0,2.0,1.0,3.0,3.0,0.0,' negativ
123,1.0,3.0,1.0,1.0,4.0,0.0,' negativ
124,3.0,3.0,1.0,2.0,4.0,3.0,' negativ
125,2.0,3.0,1.0,3.0,4.0,4.0,' negativ
126,2.0,3.0,1.0,3.0,4.0,3.0,' negativ
127,3.0,0.0,1.0,3.0,4.0,4.0,' negativ
128,2.0,2.0,1.0,3.0,4.0,4.0,' negativ
129,1.0,0.0,1.0,3.0,4.0,4.0,' negativ
130,4.0,2.0,1.0,3.0,4.0,4.0,' negativ
131,1.0,2.0,1.0,2.0,4.0,4.0,' negativ
132,3.0,0.0,1.0,4.0,0.0,3.0,' negativ
133,0.0,2.0,1.0,4.0,3.0,3.0,' negativ
134,3.0,3.0,1.0,3.0,3.0,3.0,' negativ
135,0.0,4.0,1.0,3.0,3.0,3.0,' negativ
136,4.0,2.0,1.0,4.0,3.0,3.0,' negativ
137,3.0,3.0,1.0,4.0,4.0,4.0,' negativ
138,0.0,0.0,1.0,3.0,4.0,4.0,' negativ
139,0.0,0.0,0.0,3.0,4.0,0.0,' negativ
140,0.0,3.0,1.0,1.0,2.0,2.0,' negativ
141,4.0,0.0,1.0,4.0,3.0,3.0,' negativ
142,0.0,2.0,1.0,3.0,4.0,4.0,' negativ
143,4.0,3.0,1.0,3.0,3.0,3.0,' negativ
144,0.0,2.0,1.0,3.0,4.0,3.0,' negativ
145,0.0,2.0,1.0,4.0,0.0,3.0,' negativ
146,3.0,3.0,1.0,3.0,3.0,2.0,' negativ
147,1.0,2.0,1.0,2.0,3.0,3.0,' negativ
148,3.0,4.0,1.0,4.0,3.0,3.0,' negativ
149,2.0,3.0,1.0,3.0,3.0,3.0,' negativ
150,1.0,4.0,1.0,3.0,4.0,3.0,' negativ
151,3.0,1.0,1.0,3.0,4.0,4.0,' negativ
152,2.0,0.0,1.0,3.0,3.0,3.0,' negativ
153,0.0,3.0,1.0,4.0,3.0,3.0,' negativ
154,0.0,2.0,1.0,2.0,4.0,4.0,' negativ
155,3.0,3.0,1.0,3.0,0.0,3.0,' negativ
156,1.0,3.0,1.0,3.0,3.0,3.0,' negativ
157,2.0,2.0,1.0,3.0,3.0,3.0,' negativ
158,1.0,3.0,1.0,4.0,3.0,3.0,' negativ
159,3.0,4.0,1.0,2.0,4.0,4.0,' negativ
160,2.0,3.0,1.0,3.0,4.0,3.0,' negativ
161,0.0,0.0,1.0,3.0,3.0,3.0,' negativ
162,1.0,1.0,1.0,3.0,4.0,4.0,' negativ
163,3.0,2.0,1.0,3.0,4.0,3.0,' negativ
164,2.0,3.0,1.0,4.0,4.0,3.0,' negativ
165,0.0,3.0,1.0,1.0,3.0,2.0,' negativ
166,0.0,3.0,1.0,2.0,3.0,1.0,' negativ
167,0.0,3.0,1.0,2.0,3.0,1.0,' negativ
168,3.0,3.0,1.0,0.0,0.0,1.0,' negativ
169,3.0,4.0,1.0,4.0,3.0,3.0,' negativ
170,3.0,3.0,1.0,4.0,0.0,4.0,' negativ
171,4.0,2.0,1.0,4.0,4.0,4.0,' negativ
172,4.0,3.0,1.0,4.0,4.0,3.0,' negativ
173,3.0,2.0,1.0,3.0,3.0,3.0,' negativ
174,4.0,1.0,1.0,2.0,4.0,0.0,' negativ
175,4.0,1.0,1.0,3.0,4.0,3.0,' negativ
176,4.0,2.0,1.0,4.0,0.0,3.0,' negativ
177,3.0,1.0,1.0,4.0,3.0,3.0,' negativ
178,3.0,2.0,1.0,3.0,3.0,3.0,' negativ
179,3.0,3.0,1.0,3.0,0.0,3.0,' negativ
180,3.0,2.0,1.0,2.0,3.0,3.0,' negativ
181,4.0,4.0,1.0,0.0,3.0,3.0,' negativ
182,4.0,3.0,1.0,3.0,4.0,3.0,' negativ
183,4.0,3.0,1.0,3.0,4.0,3.0,' negativ
184,4.0,2.0,1.0,2.0,3.0,3.0,' negativ
185,3.0,0.0,1.0,3.0,3.0,3.0,' negativ
186,3.0,2.0,1.0,3.0,4.0,4.0,' negativ
187,4.0,2.0,1.0,3.0,4.0,0.0,' negativ
188,4.0,3.0,1.0,3.0,4.0,4.0,' negativ
189,4.0,3.0,1.0,4.0,4.0,3.0,' negativ
190,2.0,2.0,1.0,4.0,3.0,3.0,' negativ
191,4.0,2.0,1.0,0.0,3.0,3.0,' negativ
192,0.0,3.0,1.0,0.0,4.0,4.0,' negativ
193,3.0,2.0,1.0,4.0,3.0,3.0,' negativ
194,4.0,3.0,1.0,3.0,4.0,0.0,' negativ
195,4.0,1.0,1.0,3.0,3.0,3.0,' negativ
196,2.0,4.0,0.0,3.0,3.0,3.0,' negativ
197,4.0,2.0,1.0,3.0,3.0,3.0,' negativ
198,4.0,3.0,1.0,4.0,4.0,0.0,' negativ
199,4.0,3.0,1.0,4.0,4.0,4.0,' negativ
200,4.0,3.0,1.0,0.0,3.0,3.0,' negativ
201,3.0,2.0,1.0,0.0,2.0,1.0,' negativ
202,4.0,2.0,1.0,2.0,3.0,3.0,' negativ
203,4.0,3.0,0.0,1.0,2.0,0.0,' negativ
204,3.0,3.0,0.0,3.0,2.0,1.0,' negativ
205,3.0,2.0,0.0,3.0,3.0,0.0,' negativ
206,3.0,3.0,0.0,4.0,2.0,1.0,' negativ
