%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 13     Instances: 195
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute '6' numeric
@attribute '7' numeric
@attribute '8' numeric
@attribute '9' numeric
@attribute '10' numeric
@attribute 'y' {' negative',' positive'}

@data
0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,' negative'
1,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,3.0,' negative'
2,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,' negative'
3,0.0,2.0,3.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,' negative'
4,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,' negative'
5,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,' negative'
6,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,' negative'
7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,' negative'
8,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,' positive'
9,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,4.0,2.0,1.0,' negative'
10,1.0,0.0,2.0,0.0,3.0,2.0,1.0,2.0,3.0,4.0,1.0,' negative'
11,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,' negative'
12,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,' negative'
13,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,' negative'
14,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,' negative'
15,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,' negative'
16,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,' negative'
17,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,' positive'
18,1.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,' negative'
19,0.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,' negative'
20,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,' negative'
21,3.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,' negative'
22,2.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,' negative'
23,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,' negative'
24,1.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,' negative'
25,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,' negative'
26,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,4.0,' negative'
27,2.0,2.0,3.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,' negative'
28,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,' negative'
29,2.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,0.0,' negative'
30,2.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,' negative'
31,1.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,' negative'
32,1.0,1.0,2.0,0.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,' negative'
33,1.0,0.0,2.0,2.0,3.0,0.0,1.0,3.0,2.0,1.0,0.0,' negative'
34,2.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,' negative'
35,3.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,' negative'
36,2.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,' negative'
37,1.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,' negative'
38,3.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,' negative'
39,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,' negative'
40,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,' negative'
41,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,' negative'
42,2.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,' negative'
43,2.0,3.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,' negative'
44,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,' negative'
45,2.0,3.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,' negative'
46,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,' negative'
47,2.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,' negative'
48,2.0,0.0,4.0,4.0,3.0,2.0,2.0,4.0,1.0,1.0,0.0,' negative'
49,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,' negative'
50,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,' negative'
51,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,' negative'
52,2.0,0.0,4.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,' negative'
53,3.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,' negative'
54,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,' negative'
55,3.0,0.0,3.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,' negative'
56,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,' negative'
57,2.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,' negative'
58,2.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,' negative'
59,2.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,' negative'
60,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,' negative'
61,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,2.0,' negative'
62,2.0,1.0,2.0,4.0,3.0,1.0,2.0,4.0,1.0,1.0,0.0,' negative'
63,1.0,1.0,1.0,0.0,2.0,3.0,2.0,3.0,3.0,2.0,0.0,' positive'
64,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,2.0,' negative'
65,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,' negative'
66,2.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,' negative'
