,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,y
0,8.0,8.0,0.0,0.0,0.0,9.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,1.0,8.0,0.0,8.0,2.0,4.0, negative
1,9.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,5.0,5.0,3.0,8.0,2.0, negative
2,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,8.0,0.0,9.0,0.0, negative
3,7.0,7.0,0.0,0.0,0.0,4.0,3.0,6.0,5.0,0.0,1.0,1.0,0.0,5.0,3.0,8.0,0.0,8.0,3.0, negative
4,6.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,8.0,0.0,0.0,6.0, negative
5,8.0,8.0,0.0,0.0,0.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,7.0,2.0,0.0,9.0,4.0,4.0,9.0, negative
6,5.0,2.0,0.0,0.0,0.0,9.0,9.0,7.0,9.0,3.0,1.0,3.0,3.0,2.0,6.0,7.0,3.0,9.0,0.0, negative
7,8.0,5.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,6.0,5.0,6.0,6.0,3.0,6.0,5.0,6.0,2.0,1.0, negative
8,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,9.0,0.0,0.0,9.0, negative
9,4.0,5.0,0.0,0.0,0.0,6.0,5.0,1.0,4.0,4.0,3.0,5.0,4.0,1.0,7.0,5.0,5.0,7.0,1.0, negative
10,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,9.0,0.0,0.0,9.0, negative
11,9.0,9.0,0.0,1.0,0.0,6.0,8.0,7.0,7.0,3.0,1.0,1.0,4.0,3.0,0.0,9.0,3.0,8.0,9.0, negative
12,6.0,2.0,0.0,0.0,0.0,9.0,9.0,5.0,6.0,7.0,7.0,7.0,7.0,1.0,8.0,1.0,7.0,2.0,3.0, negative
13,9.0,4.0,0.0,0.0,0.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,8.0,0.0,9.0,1.0, negative
14,6.0,9.0,0.0,0.0,0.0,9.0,7.0,9.0,9.0,8.0,8.0,8.0,8.0,1.0,8.0,2.0,8.0,1.0,1.0, negative
15,2.0,5.0,0.0,0.0,0.0,9.0,8.0,2.0,3.0,6.0,4.0,6.0,6.0,2.0,6.0,5.0,6.0,3.0,1.0, negative
16,5.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,3.0,9.0,9.0,9.0,9.0,0.0,9.0,4.0,9.0,0.0,0.0, negative
17,7.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,5.0,9.0,9.0,9.0,9.0,1.0,7.0,5.0,9.0,0.0,0.0, negative
18,8.0,6.0,0.0,1.0,0.0,7.0,6.0,9.0,9.0,7.0,8.0,7.0,7.0,4.0,5.0,4.0,7.0,0.0,4.0, negative
19,8.0,6.0,0.0,0.0,0.0,4.0,3.0,9.0,9.0,7.0,7.0,7.0,7.0,3.0,7.0,3.0,7.0,1.0,4.0, negative
20,2.0,5.0,0.0,0.0,0.0,8.0,8.0,5.0,7.0,4.0,3.0,7.0,4.0,0.0,8.0,2.0,6.0,8.0,1.0, negative
21,7.0,2.0,0.0,0.0,0.0,9.0,7.0,4.0,5.0,3.0,1.0,3.0,3.0,4.0,4.0,6.0,3.0,7.0,3.0, negative
22,8.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,5.0,5.0,3.0,8.0,3.0, negative
23,1.0,8.0,0.0,0.0,0.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,6.0,4.0,0.0,9.0,3.0,6.0,9.0, negative
24,6.0,8.0,0.0,0.0,0.0,7.0,8.0,9.0,9.0,7.0,7.0,7.0,7.0,1.0,7.0,6.0,7.0,1.0,0.0, negative
25,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,9.0,0.0,0.0,9.0, negative
26,9.0,8.0,0.0,0.0,0.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,1.0,9.0,0.0,8.0,2.0,3.0, negative
27,7.0,9.0,0.0,0.0,0.0,9.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,1.0,8.0,0.0,8.0,2.0,3.0, negative
28,2.0,9.0,0.0,0.0,0.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,1.0,9.0,0.0,8.0,2.0,3.0, negative
29,1.0,8.0,0.0,0.0,0.0,5.0,5.0,9.0,9.0,7.0,7.0,7.0,7.0,2.0,7.0,4.0,7.0,1.0,2.0, negative
30,6.0,6.0,0.0,0.0,0.0,2.0,2.0,7.0,8.0,0.0,0.0,2.0,1.0,4.0,4.0,8.0,2.0,9.0,1.0, negative
31,7.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,8.0,0.0,9.0,3.0, negative
32,9.0,8.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,3.0,3.0,3.0,5.0,4.0,0.0,9.0,3.0,4.0,9.0, negative
33,9.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,3.0,9.0,9.0,9.0,9.0,0.0,9.0,5.0,9.0,0.0,0.0, negative
34,6.0,6.0,0.0,0.0,0.0,9.0,9.0,2.0,4.0,7.0,7.0,7.0,7.0,2.0,7.0,4.0,7.0,2.0,2.0, negative
35,3.0,9.0,0.0,0.0,0.0,9.0,7.0,7.0,6.0,8.0,8.0,8.0,8.0,0.0,9.0,0.0,8.0,1.0,2.0, negative
36,1.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,6.0,3.0,7.0,2.0,9.0,6.0, positive
37,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,9.0,0.0,0.0,9.0, negative
38,0.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,7.0,0.0,9.0,1.0, negative
39,4.0,9.0,0.0,0.0,0.0,7.0,7.0,5.0,6.0,3.0,3.0,3.0,6.0,3.0,0.0,9.0,3.0,5.0,9.0, negative
40,2.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,5.0,3.0,8.0,0.0,9.0,2.0, negative
41,4.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,5.0,4.0,6.0,5.0,2.0,7.0,4.0,6.0,6.0,2.0, negative
42,3.0,3.0,0.0,0.0,0.0,7.0,9.0,7.0,8.0,3.0,1.0,4.0,3.0,2.0,5.0,8.0,3.0,9.0,0.0, negative
43,3.0,4.0,0.0,1.0,0.0,3.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,8.0,3.0,4.0,4.0,3.0,6.0, positive
44,2.0,9.0,0.0,0.0,0.0,5.0,6.0,3.0,5.0,3.0,3.0,3.0,6.0,4.0,0.0,9.0,3.0,6.0,9.0, negative
45,6.0,9.0,0.0,0.0,0.0,5.0,5.0,6.0,5.0,3.0,3.0,3.0,5.0,4.0,0.0,9.0,3.0,5.0,9.0, negative
46,8.0,9.0,0.0,0.0,0.0,4.0,5.0,8.0,7.0,7.0,7.0,7.0,7.0,2.0,7.0,3.0,7.0,1.0,3.0, negative
47,6.0,2.0,0.0,0.0,0.0,7.0,5.0,2.0,5.0,8.0,8.0,7.0,8.0,6.0,4.0,4.0,7.0,0.0,5.0, negative
48,5.0,0.0,0.0,0.0,0.0,9.0,9.0,4.0,5.0,9.0,9.0,9.0,9.0,1.0,8.0,0.0,9.0,1.0,3.0, negative
49,5.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,4.0,9.0,9.0,9.0,9.0,0.0,9.0,3.0,9.0,0.0,0.0, negative
50,6.0,4.0,0.0,0.0,0.0,4.0,6.0,4.0,4.0,8.0,8.0,8.0,8.0,1.0,8.0,1.0,8.0,2.0,2.0, negative
51,8.0,3.0,0.0,0.0,0.0,4.0,5.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0,5.0,5.0,3.0,8.0,2.0, negative
52,8.0,9.0,0.0,0.0,0.0,6.0,6.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,0.0,9.0,3.0,6.0,9.0, negative
53,5.0,8.0,0.0,0.0,0.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,7.0,2.0,0.0,9.0,5.0,3.0,9.0, negative
54,8.0,7.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,8.0,0.0,9.0,4.0, negative
55,7.0,9.0,0.0,1.0,0.0,8.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,1.0,8.0,1.0,3.0, negative
56,9.0,9.0,0.0,0.0,0.0,7.0,5.0,7.0,8.0,3.0,3.0,3.0,5.0,3.0,0.0,9.0,3.0,6.0,9.0, negative
57,7.0,1.0,0.0,0.0,0.0,7.0,8.0,5.0,5.0,8.0,8.0,8.0,8.0,2.0,8.0,1.0,8.0,1.0,4.0, negative
58,2.0,9.0,0.0,0.0,0.0,7.0,7.0,6.0,8.0,3.0,3.0,3.0,5.0,3.0,0.0,9.0,3.0,6.0,9.0, negative
59,2.0,8.0,0.0,1.0,0.0,6.0,6.0,7.0,7.0,5.0,4.0,4.0,7.0,4.0,0.0,9.0,4.0,1.0,9.0, negative
60,1.0,9.0,0.0,0.0,0.0,6.0,5.0,6.0,5.0,3.0,3.0,3.0,5.0,4.0,0.0,9.0,3.0,3.0,9.0, negative
61,0.0,1.0,0.0,0.0,0.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,6.0,5.0,4.0,4.0,5.0,5.0, positive
62,7.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,9.0,9.0,9.0,9.0,0.0,8.0,4.0,9.0,0.0,0.0, negative
63,3.0,9.0,0.0,0.0,0.0,7.0,7.0,8.0,7.0,4.0,4.0,4.0,7.0,2.0,0.0,9.0,5.0,5.0,9.0, negative
64,7.0,1.0,0.0,0.0,0.0,3.0,5.0,2.0,2.0,9.0,9.0,9.0,9.0,0.0,9.0,0.0,9.0,2.0,1.0, negative
65,1.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,2.0,6.0,5.0,4.0, positive
66,0.0,9.0,0.0,0.0,0.0,7.0,9.0,8.0,9.0,3.0,3.0,3.0,4.0,5.0,0.0,9.0,3.0,3.0,9.0, negative
67,2.0,9.0,0.0,0.0,0.0,7.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,1.0,9.0,0.0,8.0,2.0,3.0, negative
68,2.0,2.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,4.0,4.0,7.0,0.0,9.0,2.0, negative
69,7.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,9.0,9.0,9.0,9.0,0.0,9.0,2.0,9.0,0.0,0.0, negative
70,2.0,7.0,0.0,0.0,0.0,1.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,7.0,1.0,8.0,0.0,0.0,2.0, negative
71,2.0,5.0,0.0,0.0,0.0,9.0,8.0,8.0,8.0,7.0,4.0,7.0,6.0,0.0,8.0,2.0,7.0,6.0,2.0, negative
