,0,1,2,3,4,5,y
0,0.0,0.0,9.0,7.0,3.0,4.0, negative
1,6.0,6.0,9.0,7.0,4.0,3.0, negative
2,2.0,4.0,9.0,7.0,2.0,3.0, negative
3,7.0,5.0,9.0,4.0,3.0,4.0, negative
4,0.0,5.0,9.0,6.0,5.0,5.0, negative
5,4.0,0.0,9.0,7.0,1.0,0.0, negative
6,4.0,2.0,9.0,7.0,2.0,3.0, negative
7,2.0,6.0,9.0,5.0,1.0,2.0, negative
8,5.0,0.0,9.0,6.0,3.0,3.0, negative
9,2.0,5.0,9.0,6.0,1.0,2.0, negative
10,3.0,5.0,9.0,5.0,2.0,3.0, negative
11,4.0,3.0,9.0,7.0,5.0,5.0, negative
12,2.0,0.0,9.0,5.0,2.0,3.0, negative
13,0.0,5.0,9.0,5.0,2.0,0.0, negative
14,3.0,2.0,9.0,9.0,0.0,1.0, negative
15,5.0,7.0,9.0,5.0,3.0,4.0, negative
16,0.0,1.0,9.0,7.0,1.0,2.0, negative
17,4.0,5.0,9.0,6.0,2.0,2.0, negative
18,3.0,4.0,9.0,6.0,4.0,5.0, negative
19,2.0,0.0,9.0,6.0,3.0,4.0, negative
20,2.0,6.0,9.0,0.0,3.0,4.0, negative
21,4.0,4.0,9.0,7.0,3.0,4.0, negative
22,4.0,5.0,9.0,6.0,3.0,4.0, negative
23,5.0,4.0,9.0,5.0,2.0,3.0, negative
24,3.0,4.0,9.0,5.0,3.0,4.0, negative
25,0.0,3.0,9.0,5.0,3.0,4.0, negative
26,2.0,4.0,9.0,4.0,1.0,3.0, negative
27,4.0,7.0,9.0,5.0,3.0,4.0, negative
28,3.0,6.0,9.0,5.0,3.0,3.0, negative
29,7.0,6.0,9.0,7.0,0.0,0.0, negative
30,3.0,5.0,9.0,7.0,3.0,4.0, negative
31,0.0,0.0,9.0,6.0,4.0,4.0, negative
32,3.0,4.0,9.0,0.0,3.0,4.0, negative
33,6.0,5.0,9.0,6.0,3.0,4.0, negative
34,1.0,4.0,9.0,6.0,4.0,0.0, negative
35,4.0,4.0,9.0,7.0,5.0,6.0, negative
36,4.0,0.0,9.0,5.0,2.0,3.0, negative
37,4.0,4.0,9.0,7.0,1.0,2.0, negative
38,2.0,4.0,9.0,5.0,3.0,4.0, negative
39,4.0,6.0,9.0,5.0,4.0,3.0, negative
40,3.0,0.0,9.0,6.0,0.0,1.0, negative
41,2.0,4.0,9.0,4.0,4.0,4.0, negative
42,6.0,6.0,9.0,3.0,3.0,4.0, negative
43,5.0,4.0,9.0,4.0,3.0,4.0, negative
44,0.0,4.0,9.0,6.0,3.0,4.0, negative
45,4.0,4.0,9.0,7.0,3.0,4.0, negative
46,5.0,4.0,9.0,5.0,2.0,3.0, negative
47,4.0,5.0,9.0,6.0,4.0,5.0, negative
48,2.0,0.0,9.0,6.0,2.0,3.0, negative
49,2.0,5.0,9.0,7.0,5.0,5.0, negative
50,2.0,4.0,9.0,5.0,3.0,4.0, negative
51,5.0,7.0,9.0,5.0,4.0,5.0, negative
52,2.0,4.0,9.0,5.0,2.0,3.0, negative
53,3.0,6.0,9.0,7.0,0.0,4.0, negative
54,2.0,3.0,9.0,4.0,2.0,3.0, negative
55,4.0,6.0,9.0,6.0,2.0,3.0, negative
56,4.0,0.0,9.0,5.0,3.0,4.0, negative
57,4.0,5.0,9.0,5.0,2.0,0.0, negative
58,2.0,5.0,9.0,5.0,2.0,3.0, negative
59,4.0,0.0,9.0,6.0,2.0,3.0, negative
60,5.0,5.0,9.0,6.0,2.0,3.0, negative
61,4.0,6.0,9.0,6.0,4.0,5.0, negative
62,4.0,3.0,9.0,5.0,2.0,3.0, negative
63,3.0,5.0,9.0,6.0,3.0,4.0, negative
64,3.0,3.0,9.0,5.0,3.0,4.0, negative
65,4.0,5.0,9.0,6.0,3.0,4.0, negative
66,3.0,7.0,9.0,7.0,3.0,4.0, negative
67,4.0,7.0,9.0,5.0,4.0,5.0, negative
68,0.0,5.0,9.0,7.0,5.0,5.0, negative
69,0.0,6.0,9.0,6.0,4.0,5.0, negative
70,5.0,5.0,9.0,5.0,3.0,4.0, negative
71,5.0,5.0,9.0,2.0,3.0,3.0, negative
72,3.0,5.0,9.0,7.0,3.0,4.0, negative
73,0.0,5.0,9.0,5.0,2.0,2.0, negative
74,4.0,5.0,9.0,0.0,2.0,2.0, negative
75,0.0,5.0,9.0,4.0,2.0,3.0, negative
76,3.0,6.0,9.0,3.0,2.0,3.0, negative
77,3.0,4.0,9.0,0.0,3.0,4.0, negative
78,6.0,7.0,9.0,5.0,2.0,3.0, negative
79,7.0,7.0,9.0,4.0,3.0,2.0, negative
80,5.0,5.0,9.0,7.0,3.0,4.0, negative
81,2.0,7.0,9.0,8.0,3.0,4.0, negative
82,3.0,6.0,9.0,7.0,1.0,2.0, negative
83,2.0,4.0,9.0,5.0,0.0,0.0, negative
84,4.0,4.0,9.0,4.0,4.0,5.0, negative
85,5.0,3.0,9.0,7.0,0.0,2.0, negative
86,3.0,4.0,9.0,0.0,0.0,0.0, negative
87,3.0,4.0,9.0,6.0,5.0,5.0, negative
88,3.0,4.0,9.0,6.0,0.0,2.0, negative
89,4.0,0.0,9.0,5.0,3.0,3.0, negative
90,4.0,5.0,9.0,5.0,0.0,3.0, negative
91,4.0,6.0,9.0,7.0,0.0,3.0, negative
92,5.0,6.0,9.0,7.0,1.0,2.0, negative
93,2.0,6.0,9.0,5.0,4.0,0.0, negative
94,2.0,5.0,9.0,6.0,2.0,3.0, negative
95,1.0,5.0,9.0,7.0,0.0,3.0, negative
96,0.0,3.0,9.0,5.0,3.0,3.0, negative
97,3.0,6.0,9.0,5.0,3.0,4.0, negative
98,3.0,4.0,9.0,6.0,2.0,3.0, negative
99,0.0,5.0,9.0,5.0,3.0,4.0, negative
100,2.0,4.0,9.0,5.0,2.0,3.0, negative
101,0.0,4.0,9.0,5.0,5.0,5.0, negative
102,4.0,3.0,9.0,5.0,3.0,4.0, negative
103,1.0,6.0,9.0,6.0,3.0,4.0, negative
104,4.0,5.0,9.0,7.0,3.0,4.0, negative
105,0.0,4.0,9.0,5.0,1.0,0.0, negative
106,2.0,0.0,9.0,4.0,2.0,3.0, negative
107,0.0,5.0,9.0,7.0,2.0,3.0, negative
108,2.0,4.0,9.0,5.0,3.0,3.0, negative
109,4.0,4.0,9.0,5.0,5.0,5.0, negative
110,3.0,5.0,9.0,5.0,3.0,4.0, negative
111,1.0,5.0,9.0,7.0,2.0,3.0, negative
112,0.0,8.0,9.0,6.0,9.0,3.0, negative
113,7.0,6.0,9.0,6.0,8.0,8.0, negative
114,2.0,6.0,9.0,7.0,9.0,8.0, negative
115,3.0,6.0,9.0,7.0,9.0,0.0, negative
116,4.0,0.0,9.0,7.0,7.0,7.0, negative
117,5.0,8.0,9.0,6.0,9.0,8.0, negative
118,5.0,5.0,9.0,8.0,7.0,7.0, negative
119,3.0,6.0,9.0,9.0,6.0,6.0, negative
120,1.0,8.0,9.0,9.0,6.0,6.0, negative
121,0.0,0.0,9.0,8.0,8.0,8.0, negative
122,8.0,4.0,9.0,7.0,9.0,9.0, negative
123,9.0,5.0,9.0,6.0,7.0,7.0, negative
124,5.0,5.0,9.0,0.0,8.0,0.0, negative
125,0.0,8.0,9.0,4.0,9.0,9.0, negative
126,8.0,5.0,9.0,6.0,6.0,0.0, negative
127,5.0,7.0,9.0,7.0,7.0,7.0, negative
128,3.0,7.0,9.0,4.0,8.0,0.0, negative
129,7.0,7.0,9.0,6.0,8.0,7.0, negative
130,6.0,7.0,9.0,7.0,8.0,8.0, negative
131,5.0,7.0,9.0,7.0,8.0,7.0, negative
132,7.0,0.0,9.0,7.0,9.0,8.0, negative
133,5.0,5.0,9.0,7.0,8.0,8.0, negative
134,8.0,5.0,9.0,7.0,9.0,8.0, negative
135,3.0,5.0,9.0,6.0,9.0,8.0, negative
136,5.0,0.0,9.0,8.0,7.0,7.0, negative
137,7.0,0.0,9.0,9.0,0.0,7.0, negative
138,0.0,4.0,9.0,8.0,6.0,6.0, negative
139,7.0,6.0,9.0,7.0,6.0,6.0, negative
140,9.0,4.0,9.0,8.0,7.0,7.0, negative
141,3.0,6.0,9.0,9.0,0.0,0.0, negative
142,7.0,7.0,9.0,8.0,8.0,8.0, negative
143,0.0,0.0,0.0,7.0,8.0,0.0, negative
144,8.0,0.0,9.0,8.0,6.0,6.0, negative
145,9.0,7.0,9.0,6.0,7.0,7.0, negative
146,0.0,5.0,9.0,7.0,8.0,7.0, negative
147,1.0,5.0,9.0,8.0,0.0,7.0, negative
148,6.0,6.0,9.0,7.0,7.0,5.0, negative
149,4.0,6.0,9.0,7.0,7.0,7.0, negative
150,3.0,8.0,9.0,7.0,8.0,7.0, negative
151,6.0,4.0,9.0,7.0,9.0,8.0, negative
