,0,1,2,3,4,5,6,7,8,9,10,11,12,y
0,0.0,0.0,0.0,4.0,7.0,5.0,6.0,0.0,5.0,7.0,5.0,9.0,4.0, negative
1,0.0,0.0,0.0,5.0,3.0,3.0,6.0,4.0,9.0,2.0,7.0,2.0,4.0, negative
2,0.0,0.0,0.0,8.0,3.0,0.0,2.0,1.0,8.0,1.0,7.0,1.0,5.0, negative
3,0.0,0.0,0.0,8.0,3.0,0.0,2.0,2.0,8.0,1.0,7.0,2.0,5.0, negative
4,0.0,0.0,0.0,7.0,7.0,2.0,5.0,0.0,6.0,4.0,3.0,8.0,1.0, negative
5,0.0,0.0,0.0,2.0,7.0,7.0,8.0,0.0,4.0,2.0,8.0,9.0,5.0, negative
6,0.0,0.0,0.0,3.0,6.0,1.0,8.0,5.0,8.0,1.0,7.0,6.0,3.0, negative
7,0.0,0.0,0.0,3.0,5.0,1.0,4.0,1.0,8.0,2.0,9.0,8.0,4.0, negative
8,0.0,0.0,0.0,3.0,5.0,0.0,8.0,6.0,8.0,3.0,6.0,8.0,0.0, negative
9,0.0,0.0,0.0,7.0,5.0,1.0,4.0,0.0,7.0,1.0,8.0,7.0,2.0, negative
10,0.0,0.0,0.0,3.0,2.0,3.0,9.0,4.0,8.0,3.0,5.0,4.0,0.0, positive
11,0.0,0.0,0.0,4.0,7.0,3.0,4.0,0.0,5.0,8.0,5.0,9.0,4.0, negative
12,0.0,1.0,0.0,9.0,3.0,2.0,0.0,5.0,5.0,5.0,5.0,6.0,4.0, negative
13,0.0,1.0,0.0,6.0,4.0,7.0,1.0,3.0,5.0,4.0,3.0,8.0,5.0, negative
14,0.0,1.0,0.0,9.0,2.0,2.0,0.0,3.0,7.0,9.0,7.0,8.0,5.0, negative
15,0.0,1.0,0.0,7.0,8.0,6.0,1.0,1.0,3.0,3.0,5.0,8.0,3.0, negative
16,0.0,1.0,0.0,9.0,2.0,2.0,1.0,4.0,5.0,5.0,6.0,6.0,5.0, negative
17,0.0,1.0,0.0,1.0,1.0,9.0,6.0,8.0,5.0,5.0,2.0,0.0,3.0, positive
18,0.0,1.0,0.0,6.0,8.0,6.0,2.0,1.0,1.0,3.0,4.0,9.0,5.0, negative
19,0.0,1.0,0.0,6.0,5.0,7.0,1.0,2.0,7.0,4.0,3.0,8.0,2.0, negative
20,0.0,1.0,0.0,7.0,9.0,1.0,0.0,2.0,2.0,7.0,3.0,8.0,0.0, negative
21,0.0,1.0,0.0,8.0,5.0,6.0,1.0,3.0,1.0,3.0,4.0,9.0,4.0, negative
22,0.0,1.0,0.0,0.0,9.0,7.0,2.0,2.0,6.0,7.0,5.0,5.0,7.0, negative
23,0.0,1.0,0.0,7.0,7.0,7.0,8.0,0.0,1.0,1.0,9.0,8.0,7.0, negative
24,0.0,1.0,0.0,9.0,1.0,0.0,5.0,3.0,9.0,7.0,8.0,0.0,2.0, positive
25,0.0,1.0,0.0,5.0,5.0,5.0,9.0,1.0,1.0,4.0,6.0,9.0,7.0, negative
26,0.0,1.0,0.0,7.0,4.0,3.0,8.0,1.0,7.0,2.0,9.0,8.0,3.0, negative
27,0.0,1.0,0.0,2.0,9.0,6.0,7.0,0.0,0.0,5.0,8.0,9.0,5.0, negative
28,0.0,1.0,0.0,9.0,5.0,5.0,7.0,1.0,3.0,2.0,9.0,6.0,6.0, negative
29,0.0,1.0,0.0,2.0,9.0,6.0,7.0,0.0,0.0,6.0,8.0,9.0,5.0, negative
30,0.0,1.0,0.0,4.0,6.0,5.0,9.0,0.0,5.0,3.0,7.0,9.0,2.0, negative
31,0.0,1.0,0.0,8.0,4.0,2.0,6.0,1.0,7.0,2.0,9.0,9.0,1.0, negative
32,0.0,1.0,0.0,9.0,5.0,2.0,6.0,1.0,5.0,3.0,7.0,7.0,6.0, negative
33,0.0,1.0,0.0,9.0,5.0,4.0,7.0,1.0,4.0,3.0,9.0,6.0,6.0, negative
34,0.0,1.0,0.0,9.0,1.0,0.0,5.0,3.0,9.0,8.0,9.0,0.0,1.0, positive
35,0.0,1.0,0.0,8.0,5.0,6.0,9.0,1.0,2.0,1.0,9.0,8.0,6.0, negative
36,0.0,2.0,0.0,9.0,0.0,0.0,2.0,4.0,8.0,8.0,9.0,8.0,3.0, positive
