%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 12     Instances: 316
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute '6' numeric
@attribute '7' numeric
@attribute '8' numeric
@attribute '9' numeric
@attribute 'y' {' negative',' positive'}

@data
0,1.0,3.0,0.0,3.0,4.0,4.0,3.0,3.0,1.0,4.0,' negative'
1,1.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,' negative'
2,3.0,3.0,1.0,2.0,0.0,2.0,4.0,3.0,4.0,2.0,' negative'
3,4.0,1.0,4.0,1.0,4.0,2.0,4.0,2.0,4.0,2.0,' positive'
4,3.0,0.0,1.0,0.0,3.0,3.0,1.0,3.0,4.0,0.0,' negative'
5,0.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,0.0,2.0,' negative'
6,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,3.0,1.0,' negative'
7,0.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,0.0,2.0,' negative'
8,1.0,0.0,0.0,3.0,0.0,0.0,4.0,3.0,4.0,0.0,' negative'
9,0.0,0.0,4.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,' negative'
10,3.0,1.0,4.0,1.0,0.0,3.0,3.0,3.0,0.0,1.0,' negative'
11,0.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,' negative'
12,1.0,4.0,3.0,4.0,4.0,4.0,0.0,4.0,3.0,4.0,' negative'
13,4.0,2.0,3.0,4.0,3.0,2.0,0.0,2.0,1.0,4.0,' negative'
14,3.0,3.0,0.0,4.0,1.0,3.0,3.0,4.0,1.0,4.0,' negative'
15,1.0,2.0,0.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,' negative'
16,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,' negative'
17,1.0,2.0,0.0,2.0,4.0,4.0,4.0,2.0,0.0,4.0,' negative'
18,4.0,3.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,' negative'
19,0.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,4.0,2.0,' negative'
20,1.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,1.0,4.0,' negative'
21,4.0,2.0,3.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,' negative'
22,0.0,3.0,4.0,0.0,3.0,0.0,4.0,3.0,1.0,0.0,' negative'
23,4.0,1.0,4.0,4.0,3.0,1.0,0.0,1.0,3.0,4.0,' negative'
24,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,' negative'
25,0.0,1.0,3.0,0.0,3.0,1.0,4.0,0.0,1.0,1.0,' negative'
26,4.0,3.0,1.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,' negative'
27,3.0,3.0,3.0,1.0,1.0,3.0,0.0,1.0,4.0,1.0,' negative'
28,1.0,2.0,4.0,2.0,0.0,4.0,4.0,4.0,3.0,2.0,' negative'
29,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,' negative'
30,3.0,2.0,4.0,2.0,0.0,4.0,3.0,4.0,4.0,4.0,' negative'
31,3.0,4.0,4.0,4.0,4.0,1.0,0.0,4.0,1.0,1.0,' negative'
32,4.0,3.0,1.0,3.0,1.0,0.0,3.0,0.0,3.0,3.0,' negative'
33,4.0,0.0,0.0,3.0,1.0,0.0,4.0,3.0,1.0,3.0,' negative'
34,3.0,3.0,3.0,0.0,4.0,3.0,4.0,0.0,1.0,3.0,' negative'
35,4.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,' negative'
36,1.0,2.0,3.0,2.0,1.0,4.0,4.0,2.0,0.0,4.0,' negative'
37,1.0,3.0,3.0,3.0,0.0,4.0,3.0,4.0,4.0,4.0,' negative'
38,0.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,0.0,4.0,' negative'
39,3.0,4.0,0.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,' negative'
40,4.0,2.0,1.0,2.0,0.0,1.0,4.0,1.0,0.0,2.0,' negative'
41,0.0,4.0,1.0,1.0,0.0,1.0,4.0,4.0,3.0,4.0,' negative'
42,0.0,1.0,3.0,1.0,1.0,3.0,0.0,3.0,4.0,3.0,' negative'
43,3.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,' negative'
44,1.0,2.0,0.0,3.0,0.0,2.0,3.0,3.0,1.0,3.0,' negative'
45,4.0,1.0,1.0,4.0,0.0,4.0,3.0,1.0,4.0,4.0,' negative'
46,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,' negative'
47,0.0,0.0,0.0,2.0,4.0,0.0,1.0,2.0,3.0,0.0,' negative'
48,4.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,' negative'
49,0.0,0.0,3.0,0.0,4.0,0.0,4.0,4.0,3.0,4.0,' negative'
50,3.0,3.0,0.0,1.0,4.0,1.0,3.0,1.0,4.0,3.0,' negative'
51,0.0,0.0,4.0,2.0,3.0,2.0,0.0,2.0,1.0,0.0,' negative'
52,3.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,' negative'
53,0.0,0.0,3.0,0.0,3.0,4.0,4.0,4.0,1.0,4.0,' negative'
54,1.0,4.0,0.0,1.0,3.0,4.0,1.0,1.0,4.0,1.0,' negative'
55,3.0,4.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,' negative'
56,3.0,3.0,4.0,4.0,3.0,4.0,1.0,4.0,1.0,3.0,' negative'
57,0.0,0.0,4.0,1.0,4.0,0.0,3.0,1.0,1.0,1.0,' negative'
58,4.0,3.0,0.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,' negative'
59,4.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,4.0,2.0,' negative'
60,3.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,' negative'
61,1.0,4.0,1.0,0.0,0.0,4.0,3.0,4.0,3.0,0.0,' negative'
62,4.0,1.0,4.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,' negative'
63,1.0,2.0,3.0,2.0,3.0,0.0,1.0,0.0,4.0,0.0,' negative'
64,1.0,0.0,4.0,2.0,4.0,0.0,1.0,2.0,3.0,2.0,' negative'
65,0.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0,1.0,1.0,' negative'
66,4.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,' negative'
67,4.0,2.0,0.0,0.0,3.0,2.0,4.0,0.0,1.0,0.0,' negative'
68,1.0,0.0,0.0,3.0,4.0,3.0,3.0,0.0,3.0,3.0,' negative'
69,4.0,4.0,0.0,4.0,1.0,4.0,0.0,4.0,3.0,4.0,' negative'
70,3.0,0.0,0.0,1.0,4.0,1.0,3.0,1.0,0.0,0.0,' negative'
71,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,' negative'
72,4.0,4.0,1.0,2.0,4.0,2.0,1.0,4.0,0.0,4.0,' negative'
73,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,1.0,' negative'
74,0.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,' negative'
75,4.0,4.0,3.0,4.0,1.0,4.0,3.0,2.0,1.0,2.0,' negative'
76,0.0,0.0,3.0,0.0,4.0,0.0,0.0,2.0,1.0,2.0,' negative'
77,1.0,0.0,4.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,' negative'
78,0.0,2.0,1.0,0.0,3.0,2.0,1.0,2.0,4.0,0.0,' negative'
79,3.0,1.0,0.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,' negative'
80,1.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,3.0,0.0,' negative'
81,1.0,2.0,4.0,4.0,0.0,4.0,4.0,2.0,3.0,2.0,' negative'
82,0.0,2.0,4.0,2.0,3.0,4.0,1.0,4.0,4.0,4.0,' negative'
83,3.0,4.0,3.0,3.0,0.0,4.0,4.0,4.0,4.0,3.0,' negative'
84,3.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,' negative'
85,1.0,1.0,3.0,1.0,3.0,3.0,0.0,3.0,4.0,3.0,' negative'
86,1.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,' negative'
87,4.0,0.0,1.0,4.0,4.0,4.0,3.0,4.0,1.0,0.0,' negative'
88,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,4.0,1.0,' negative'
89,0.0,2.0,1.0,2.0,4.0,2.0,3.0,0.0,0.0,0.0,' negative'
90,3.0,0.0,0.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0,' negative'
91,1.0,3.0,0.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,' negative'
92,0.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,0.0,2.0,' negative'
93,0.0,1.0,4.0,3.0,3.0,1.0,4.0,1.0,3.0,3.0,' negative'
94,3.0,2.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,2.0,' negative'
95,1.0,1.0,4.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,' negative'
96,1.0,4.0,1.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,' negative'
97,4.0,2.0,0.0,4.0,3.0,4.0,0.0,2.0,1.0,2.0,' negative'
98,4.0,3.0,1.0,3.0,0.0,4.0,3.0,4.0,0.0,3.0,' negative'
99,0.0,3.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,3.0,' negative'
100,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,2.0,' negative'
101,4.0,4.0,3.0,1.0,4.0,1.0,0.0,4.0,0.0,1.0,' negative'
102,4.0,3.0,1.0,3.0,0.0,4.0,3.0,4.0,4.0,4.0,' negative'
103,0.0,0.0,4.0,0.0,3.0,2.0,1.0,0.0,0.0,2.0,' negative'
104,4.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,' negative'
105,1.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,4.0,3.0,' negative'
106,4.0,1.0,0.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,' negative'
107,0.0,2.0,0.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,' negative'
108,3.0,0.0,4.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,' negative'
109,4.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0,' negative'
110,1.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,3.0,2.0,' negative'
111,3.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,' negative'
112,0.0,4.0,3.0,4.0,0.0,2.0,4.0,2.0,1.0,4.0,' negative'
113,1.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,' negative'
114,0.0,0.0,3.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,' negative'
115,4.0,4.0,3.0,4.0,4.0,0.0,0.0,4.0,3.0,0.0,' negative'
116,0.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,3.0,0.0,' negative'
117,0.0,0.0,4.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,' negative'
118,3.0,0.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,' negative'
119,1.0,0.0,1.0,3.0,0.0,3.0,4.0,3.0,0.0,0.0,' negative'
120,4.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,0.0,3.0,' negative'
121,4.0,2.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,' negative'
122,0.0,1.0,3.0,1.0,4.0,4.0,0.0,4.0,4.0,1.0,' negative'
123,0.0,4.0,3.0,2.0,0.0,2.0,4.0,4.0,3.0,4.0,' negative'
124,0.0,0.0,3.0,0.0,1.0,4.0,4.0,0.0,0.0,4.0,' negative'
125,0.0,4.0,0.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,' negative'
126,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,' negative'
127,1.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,0.0,2.0,' negative'
128,4.0,4.0,3.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,' negative'
129,0.0,1.0,3.0,1.0,1.0,3.0,0.0,3.0,4.0,1.0,' negative'
130,4.0,2.0,3.0,2.0,0.0,2.0,3.0,2.0,1.0,2.0,' negative'
131,0.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,' negative'
132,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,3.0,' negative'
133,4.0,3.0,4.0,2.0,3.0,3.0,0.0,3.0,0.0,2.0,' negative'
134,0.0,4.0,4.0,4.0,0.0,2.0,4.0,2.0,3.0,4.0,' negative'
135,0.0,2.0,1.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,' negative'
136,3.0,3.0,0.0,2.0,1.0,3.0,1.0,2.0,0.0,3.0,' negative'
137,1.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,4.0,1.0,' negative'
138,4.0,3.0,3.0,0.0,1.0,3.0,4.0,0.0,1.0,0.0,' negative'
139,4.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,' negative'
140,1.0,4.0,0.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,' negative'
141,4.0,1.0,4.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,' negative'
142,4.0,2.0,0.0,4.0,3.0,2.0,0.0,2.0,3.0,4.0,' negative'
143,0.0,1.0,4.0,3.0,1.0,3.0,4.0,1.0,0.0,3.0,' negative'
144,1.0,2.0,3.0,0.0,4.0,0.0,3.0,2.0,1.0,0.0,' negative'
145,0.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,0.0,2.0,' negative'
146,0.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,0.0,3.0,' negative'
147,1.0,0.0,3.0,0.0,0.0,0.0,3.0,4.0,1.0,4.0,' negative'
148,4.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,' negative'
149,4.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,' negative'
150,1.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,4.0,' negative'
151,4.0,4.0,1.0,0.0,3.0,4.0,3.0,0.0,0.0,4.0,' negative'
152,4.0,1.0,0.0,1.0,4.0,2.0,3.0,2.0,0.0,2.0,' negative'
153,4.0,2.0,0.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,' negative'
154,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,' negative'
155,3.0,2.0,0.0,4.0,4.0,2.0,1.0,2.0,1.0,4.0,' negative'
156,4.0,0.0,4.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,' negative'
157,3.0,3.0,4.0,2.0,1.0,2.0,4.0,3.0,1.0,3.0,' negative'
158,3.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,1.0,3.0,' negative'
159,3.0,4.0,0.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,' negative'
160,1.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,0.0,4.0,' negative'
161,1.0,2.0,3.0,2.0,3.0,2.0,0.0,2.0,4.0,2.0,' negative'
162,1.0,0.0,0.0,2.0,3.0,2.0,3.0,0.0,4.0,0.0,' negative'
163,3.0,0.0,0.0,3.0,4.0,3.0,1.0,0.0,3.0,3.0,' negative'
164,4.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,' negative'
165,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,' negative'
166,3.0,1.0,1.0,1.0,0.0,1.0,3.0,4.0,1.0,4.0,' negative'
167,3.0,4.0,1.0,4.0,4.0,2.0,0.0,4.0,0.0,2.0,' negative'
168,3.0,0.0,4.0,0.0,3.0,2.0,1.0,2.0,0.0,2.0,' negative'
169,3.0,0.0,0.0,4.0,3.0,4.0,0.0,0.0,4.0,0.0,' negative'
170,0.0,0.0,4.0,0.0,1.0,4.0,0.0,4.0,3.0,4.0,' negative'
171,1.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,0.0,3.0,' negative'
172,1.0,2.0,4.0,2.0,0.0,3.0,4.0,3.0,0.0,2.0,' negative'
173,3.0,3.0,0.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,' negative'
174,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,' negative'
