@relation ./ML-assignments/Assignment6/databases_disc/databases_EWD3_arff/poker-8_vs_6/EWD3poker-8_vs_6-5-4tra.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute Class {' negative'}
@data
0,9.0,9.0,3.0,9.0,9.0,5.0,6.0,5.0,0.0,9.0,' negativ
1,3.0,7.0,6.0,9.0,6.0,7.0,0.0,9.0,0.0,7.0,' negativ
2,0.0,0.0,9.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,' negativ
3,6.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,' negativ
4,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,' negativ
5,6.0,9.0,3.0,0.0,9.0,0.0,6.0,0.0,3.0,9.0,' negativ
6,9.0,0.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,' negativ
7,3.0,9.0,6.0,1.0,6.0,9.0,9.0,1.0,0.0,9.0,' negativ
8,0.0,9.0,0.0,8.0,3.0,9.0,9.0,9.0,3.0,8.0,' negativ
9,9.0,6.0,9.0,5.0,6.0,5.0,3.0,6.0,0.0,6.0,' negativ
10,3.0,7.0,0.0,7.0,9.0,9.0,6.0,7.0,3.0,9.0,' negativ
11,6.0,3.0,0.0,5.0,3.0,5.0,0.0,3.0,6.0,5.0,' negativ
12,6.0,8.0,6.0,7.0,0.0,7.0,9.0,8.0,3.0,7.0,' negativ
13,0.0,2.0,9.0,6.0,9.0,2.0,3.0,6.0,0.0,6.0,' negativ
14,3.0,9.0,6.0,0.0,9.0,0.0,0.0,9.0,3.0,0.0,' negativ
15,0.0,5.0,6.0,6.0,0.0,6.0,9.0,5.0,6.0,5.0,' negativ
16,6.0,4.0,0.0,4.0,3.0,4.0,9.0,5.0,3.0,5.0,' negativ
17,3.0,4.0,3.0,3.0,9.0,4.0,0.0,3.0,0.0,4.0,' negativ
18,0.0,7.0,0.0,0.0,3.0,0.0,6.0,7.0,9.0,7.0,' negativ
19,3.0,6.0,9.0,7.0,9.0,6.0,6.0,7.0,6.0,6.0,' negativ
20,0.0,7.0,9.0,7.0,6.0,7.0,3.0,5.0,6.0,5.0,' negativ
21,9.0,5.0,9.0,9.0,3.0,5.0,0.0,5.0,6.0,9.0,' negativ
22,6.0,9.0,6.0,5.0,3.0,9.0,3.0,5.0,9.0,9.0,' negativ
23,6.0,6.0,3.0,5.0,0.0,5.0,9.0,6.0,9.0,5.0,' negativ
24,0.0,5.0,0.0,4.0,3.0,4.0,3.0,5.0,6.0,5.0,' negativ
25,0.0,9.0,3.0,0.0,9.0,9.0,6.0,0.0,0.0,0.0,' negativ
26,9.0,4.0,6.0,1.0,6.0,4.0,0.0,1.0,0.0,4.0,' negativ
27,6.0,1.0,9.0,2.0,3.0,1.0,0.0,2.0,9.0,1.0,' negativ
28,6.0,9.0,0.0,9.0,3.0,6.0,9.0,9.0,0.0,6.0,' negativ
29,6.0,9.0,0.0,9.0,6.0,6.0,3.0,9.0,3.0,6.0,' negativ
30,6.0,9.0,9.0,9.0,3.0,9.0,3.0,0.0,9.0,0.0,' negativ
31,6.0,0.0,3.0,0.0,6.0,6.0,3.0,6.0,9.0,0.0,' negativ
32,9.0,9.0,0.0,9.0,3.0,9.0,0.0,9.0,9.0,9.0,' negativ
33,9.0,5.0,0.0,5.0,3.0,2.0,6.0,2.0,0.0,2.0,' negativ
34,6.0,9.0,9.0,1.0,3.0,1.0,0.0,9.0,6.0,1.0,' negativ
35,6.0,5.0,0.0,0.0,3.0,0.0,9.0,5.0,6.0,0.0,' negativ
36,3.0,8.0,9.0,4.0,0.0,4.0,0.0,8.0,3.0,4.0,' negativ
37,9.0,8.0,9.0,5.0,3.0,5.0,3.0,8.0,0.0,5.0,' negativ
38,6.0,7.0,3.0,7.0,9.0,9.0,0.0,7.0,6.0,9.0,' negativ
39,9.0,0.0,3.0,0.0,3.0,5.0,0.0,5.0,9.0,5.0,' negativ
40,0.0,9.0,6.0,9.0,3.0,0.0,0.0,0.0,3.0,9.0,' negativ
41,0.0,0.0,0.0,3.0,9.0,3.0,9.0,0.0,6.0,3.0,' negativ
42,6.0,9.0,0.0,9.0,3.0,2.0,9.0,9.0,9.0,2.0,' negativ
43,6.0,5.0,6.0,1.0,3.0,1.0,3.0,5.0,9.0,5.0,' negativ
44,9.0,7.0,6.0,7.0,0.0,0.0,0.0,7.0,3.0,0.0,' negativ
45,6.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,' negativ
46,0.0,0.0,6.0,0.0,3.0,0.0,9.0,9.0,6.0,9.0,' negativ
47,3.0,0.0,0.0,7.0,0.0,0.0,9.0,7.0,9.0,0.0,' negativ
48,9.0,3.0,6.0,3.0,3.0,3.0,3.0,7.0,9.0,7.0,' negativ
49,3.0,5.0,0.0,5.0,3.0,3.0,0.0,3.0,9.0,5.0,' negativ
50,9.0,8.0,9.0,3.0,3.0,8.0,0.0,8.0,3.0,3.0,' negativ
51,6.0,3.0,0.0,9.0,3.0,9.0,0.0,3.0,3.0,3.0,' negativ
52,6.0,2.0,3.0,2.0,9.0,7.0,3.0,7.0,9.0,2.0,' negativ
53,6.0,9.0,3.0,9.0,0.0,9.0,3.0,7.0,6.0,7.0,' negativ
54,0.0,0.0,9.0,5.0,6.0,0.0,3.0,5.0,9.0,0.0,' negativ
55,9.0,6.0,6.0,8.0,9.0,8.0,0.0,6.0,6.0,6.0,' negativ
56,6.0,4.0,6.0,0.0,3.0,4.0,0.0,0.0,9.0,4.0,' negativ
57,3.0,0.0,9.0,0.0,0.0,6.0,3.0,6.0,0.0,0.0,' negativ
58,6.0,6.0,0.0,9.0,9.0,9.0,3.0,6.0,0.0,6.0,' negativ
59,0.0,0.0,9.0,0.0,3.0,0.0,3.0,7.0,6.0,7.0,' negativ
60,6.0,4.0,3.0,4.0,6.0,5.0,9.0,4.0,0.0,5.0,' negativ
61,9.0,7.0,0.0,7.0,6.0,7.0,0.0,9.0,3.0,9.0,' negativ
62,0.0,9.0,3.0,9.0,0.0,2.0,9.0,2.0,6.0,2.0,' negativ
63,6.0,3.0,9.0,3.0,0.0,7.0,6.0,7.0,0.0,3.0,' negativ
64,3.0,9.0,6.0,9.0,3.0,7.0,6.0,7.0,0.0,7.0,' negativ
65,3.0,9.0,6.0,9.0,9.0,9.0,0.0,9.0,6.0,9.0,' negativ
66,9.0,5.0,6.0,8.0,6.0,5.0,0.0,5.0,3.0,8.0,' negativ
67,6.0,6.0,0.0,8.0,3.0,6.0,6.0,8.0,3.0,8.0,' negativ
68,9.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,' negativ
69,3.0,9.0,9.0,9.0,9.0,5.0,6.0,9.0,0.0,5.0,' negativ
70,3.0,5.0,0.0,5.0,6.0,9.0,6.0,5.0,9.0,9.0,' negativ
71,9.0,5.0,9.0,6.0,6.0,5.0,0.0,5.0,3.0,6.0,' negativ
72,6.0,9.0,3.0,5.0,9.0,5.0,0.0,9.0,3.0,9.0,' negativ
73,0.0,6.0,6.0,6.0,3.0,5.0,3.0,6.0,0.0,5.0,' negativ
74,3.0,3.0,0.0,4.0,3.0,4.0,9.0,3.0,0.0,3.0,' negativ
75,9.0,6.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,' negativ
76,0.0,5.0,3.0,5.0,9.0,5.0,3.0,1.0,0.0,1.0,' negativ
77,0.0,5.0,0.0,7.0,6.0,5.0,9.0,7.0,6.0,7.0,' negativ
78,0.0,6.0,9.0,6.0,3.0,5.0,6.0,6.0,9.0,5.0,' negativ
79,6.0,4.0,3.0,5.0,9.0,4.0,9.0,5.0,6.0,5.0,' negativ
80,3.0,0.0,6.0,9.0,0.0,9.0,0.0,0.0,3.0,9.0,' negativ
81,9.0,2.0,6.0,2.0,9.0,6.0,3.0,6.0,6.0,6.0,' negativ
82,0.0,5.0,0.0,9.0,9.0,9.0,6.0,9.0,9.0,5.0,' negativ
83,9.0,5.0,6.0,5.0,0.0,5.0,3.0,0.0,6.0,0.0,' negativ
84,3.0,5.0,0.0,5.0,0.0,0.0,3.0,0.0,6.0,5.0,' negativ
85,9.0,6.0,6.0,0.0,3.0,0.0,3.0,6.0,9.0,0.0,' negativ
86,9.0,3.0,9.0,8.0,6.0,3.0,0.0,3.0,6.0,8.0,' negativ
87,0.0,2.0,6.0,0.0,6.0,2.0,9.0,0.0,3.0,2.0,' negativ
88,0.0,5.0,3.0,5.0,0.0,1.0,6.0,5.0,9.0,1.0,' negativ
89,0.0,3.0,6.0,3.0,0.0,7.0,3.0,3.0,6.0,7.0,' negativ
90,9.0,3.0,3.0,5.0,0.0,3.0,6.0,3.0,0.0,5.0,' negativ
91,6.0,9.0,6.0,3.0,3.0,3.0,0.0,9.0,0.0,3.0,' negativ
92,9.0,9.0,0.0,9.0,3.0,0.0,6.0,0.0,3.0,9.0,' negativ
93,9.0,5.0,0.0,2.0,6.0,5.0,9.0,2.0,3.0,2.0,' negativ
94,9.0,0.0,0.0,5.0,3.0,0.0,9.0,5.0,6.0,5.0,' negativ
95,6.0,5.0,0.0,5.0,9.0,9.0,3.0,5.0,6.0,9.0,' negativ
96,0.0,9.0,6.0,9.0,6.0,2.0,9.0,2.0,3.0,9.0,' negativ
97,3.0,9.0,0.0,8.0,9.0,9.0,6.0,9.0,6.0,8.0,' negativ
98,3.0,9.0,9.0,9.0,3.0,7.0,0.0,7.0,9.0,7.0,' negativ
99,0.0,3.0,6.0,3.0,6.0,8.0,9.0,8.0,9.0,3.0,' negativ
100,0.0,5.0,6.0,9.0,9.0,9.0,0.0,9.0,9.0,5.0,' negativ
101,6.0,6.0,6.0,3.0,3.0,6.0,0.0,3.0,9.0,3.0,' negativ
102,3.0,4.0,9.0,4.0,0.0,9.0,9.0,9.0,6.0,4.0,' negativ
103,0.0,2.0,9.0,2.0,6.0,2.0,0.0,0.0,9.0,0.0,' negativ
104,6.0,0.0,3.0,7.0,3.0,0.0,0.0,0.0,6.0,7.0,' negativ
105,3.0,0.0,0.0,0.0,6.0,0.0,6.0,8.0,9.0,8.0,' negativ
106,6.0,3.0,9.0,1.0,0.0,3.0,3.0,3.0,0.0,1.0,' negativ
107,9.0,3.0,3.0,5.0,0.0,3.0,9.0,5.0,3.0,3.0,' negativ
108,0.0,5.0,9.0,5.0,6.0,1.0,9.0,1.0,3.0,5.0,' negativ
109,9.0,5.0,6.0,5.0,6.0,0.0,0.0,0.0,3.0,0.0,' negativ
110,0.0,5.0,0.0,0.0,3.0,5.0,9.0,5.0,9.0,0.0,' negativ
111,3.0,3.0,0.0,2.0,9.0,3.0,9.0,2.0,3.0,2.0,' negativ
112,6.0,1.0,0.0,1.0,6.0,5.0,9.0,5.0,3.0,1.0,' negativ
113,3.0,8.0,6.0,8.0,9.0,8.0,0.0,0.0,3.0,0.0,' negativ
114,3.0,5.0,0.0,2.0,6.0,2.0,6.0,5.0,0.0,5.0,' negativ
115,9.0,9.0,6.0,4.0,9.0,4.0,0.0,9.0,3.0,4.0,' negativ
116,3.0,4.0,6.0,0.0,0.0,4.0,9.0,4.0,3.0,0.0,' negativ
117,0.0,2.0,3.0,5.0,0.0,5.0,6.0,2.0,6.0,5.0,' negativ
118,0.0,1.0,3.0,1.0,6.0,8.0,0.0,8.0,9.0,8.0,' negativ
119,0.0,4.0,6.0,0.0,3.0,4.0,9.0,4.0,9.0,0.0,' negativ
120,0.0,7.0,3.0,7.0,6.0,5.0,9.0,5.0,6.0,7.0,' negativ
121,3.0,0.0,6.0,6.0,9.0,0.0,0.0,6.0,6.0,0.0,' negativ
122,0.0,7.0,9.0,1.0,6.0,7.0,3.0,7.0,3.0,1.0,' negativ
123,6.0,5.0,9.0,5.0,0.0,9.0,6.0,9.0,9.0,9.0,' negativ
124,9.0,5.0,3.0,1.0,6.0,5.0,0.0,1.0,3.0,5.0,' negativ
125,3.0,9.0,6.0,9.0,3.0,5.0,0.0,5.0,9.0,9.0,' negativ
126,6.0,8.0,9.0,8.0,9.0,3.0,0.0,8.0,3.0,3.0,' negativ
127,6.0,7.0,9.0,2.0,9.0,7.0,6.0,2.0,3.0,7.0,' negativ
128,6.0,3.0,3.0,3.0,0.0,3.0,3.0,5.0,9.0,5.0,' negativ
129,9.0,7.0,3.0,7.0,3.0,0.0,6.0,0.0,6.0,7.0,' negativ
130,9.0,7.0,3.0,3.0,6.0,7.0,6.0,3.0,3.0,7.0,' negativ
131,9.0,1.0,0.0,7.0,3.0,1.0,9.0,7.0,3.0,7.0,' negativ
132,9.0,7.0,6.0,1.0,3.0,7.0,3.0,1.0,0.0,1.0,' negativ
133,3.0,0.0,3.0,2.0,9.0,0.0,6.0,2.0,9.0,2.0,' negativ
134,3.0,5.0,6.0,5.0,3.0,8.0,9.0,5.0,0.0,8.0,' negativ
135,6.0,4.0,0.0,0.0,3.0,0.0,0.0,4.0,6.0,0.0,' negativ
136,0.0,6.0,3.0,4.0,0.0,4.0,9.0,6.0,9.0,4.0,' negativ
137,3.0,7.0,6.0,7.0,0.0,9.0,6.0,9.0,9.0,9.0,' negativ
138,6.0,9.0,0.0,7.0,6.0,7.0,3.0,9.0,3.0,7.0,' negativ
139,9.0,0.0,9.0,9.0,6.0,9.0,3.0,0.0,6.0,0.0,' negativ
140,0.0,6.0,9.0,9.0,6.0,6.0,9.0,6.0,0.0,9.0,' negativ
141,9.0,0.0,6.0,0.0,0.0,8.0,6.0,8.0,3.0,0.0,' negativ
142,9.0,1.0,9.0,5.0,3.0,5.0,0.0,1.0,3.0,1.0,' negativ
143,9.0,6.0,6.0,0.0,3.0,6.0,6.0,6.0,9.0,0.0,' negativ
144,3.0,6.0,6.0,6.0,0.0,3.0,9.0,3.0,0.0,6.0,' negativ
145,6.0,9.0,0.0,9.0,9.0,9.0,6.0,0.0,0.0,0.0,' negativ
146,0.0,9.0,9.0,7.0,3.0,7.0,6.0,7.0,9.0,9.0,' negativ
147,0.0,5.0,9.0,5.0,6.0,4.0,0.0,4.0,3.0,5.0,' negativ
148,9.0,4.0,0.0,4.0,0.0,6.0,9.0,6.0,6.0,4.0,' negativ
149,6.0,4.0,9.0,4.0,0.0,8.0,3.0,4.0,9.0,8.0,' negativ
150,3.0,0.0,6.0,0.0,6.0,1.0,9.0,1.0,0.0,1.0,' negativ
151,3.0,0.0,3.0,3.0,9.0,3.0,0.0,0.0,6.0,3.0,' negativ
152,0.0,3.0,9.0,6.0,3.0,3.0,3.0,6.0,6.0,3.0,' negativ
153,9.0,5.0,3.0,5.0,0.0,3.0,9.0,3.0,0.0,5.0,' negativ
154,0.0,9.0,3.0,2.0,0.0,2.0,9.0,9.0,6.0,9.0,' negativ
155,0.0,2.0,9.0,6.0,6.0,6.0,6.0,2.0,3.0,2.0,' negativ
156,6.0,7.0,0.0,2.0,3.0,2.0,9.0,2.0,9.0,7.0,' negativ
157,6.0,8.0,9.0,8.0,6.0,9.0,3.0,9.0,0.0,9.0,' negativ
158,9.0,0.0,0.0,0.0,0.0,3.0,9.0,3.0,6.0,0.0,' negativ
159,6.0,7.0,0.0,2.0,3.0,7.0,6.0,2.0,9.0,2.0,' negativ
160,3.0,9.0,3.0,0.0,6.0,0.0,6.0,9.0,9.0,0.0,' negativ
161,0.0,3.0,6.0,3.0,3.0,7.0,0.0,7.0,9.0,7.0,' negativ
162,9.0,9.0,6.0,9.0,9.0,6.0,6.0,6.0,3.0,9.0,' negativ
163,6.0,5.0,9.0,5.0,6.0,0.0,0.0,5.0,9.0,0.0,' negativ
164,3.0,5.0,3.0,4.0,9.0,4.0,9.0,5.0,0.0,5.0,' negativ
165,6.0,0.0,3.0,2.0,0.0,0.0,9.0,0.0,0.0,2.0,' negativ
166,9.0,5.0,0.0,5.0,6.0,5.0,6.0,5.0,0.0,5.0,' negativ
167,6.0,0.0,0.0,7.0,0.0,0.0,3.0,7.0,9.0,0.0,' negativ
168,0.0,9.0,9.0,4.0,0.0,4.0,6.0,9.0,6.0,4.0,' negativ
169,3.0,4.0,0.0,6.0,0.0,4.0,6.0,6.0,3.0,6.0,' negativ
170,9.0,1.0,0.0,6.0,9.0,6.0,3.0,6.0,0.0,1.0,' negativ
171,0.0,5.0,3.0,6.0,9.0,6.0,6.0,6.0,9.0,5.0,' negativ
172,6.0,9.0,9.0,3.0,0.0,9.0,3.0,9.0,0.0,3.0,' negativ
173,0.0,9.0,3.0,4.0,6.0,4.0,6.0,9.0,9.0,9.0,' negativ
174,6.0,4.0,6.0,0.0,9.0,0.0,0.0,4.0,9.0,4.0,' negativ
175,9.0,2.0,3.0,8.0,0.0,8.0,6.0,2.0,9.0,8.0,' negativ
176,3.0,0.0,3.0,2.0,9.0,0.0,0.0,0.0,0.0,2.0,' negativ
177,0.0,1.0,6.0,1.0,9.0,1.0,9.0,7.0,0.0,7.0,' negativ
