@relation ./ML-assignments/Assignment6/databases_disc/databases_EWD3_arff/ecoli-0-2-3-4_vs_5/EWD3ecoli-0-2-3-4_vs_5-5-4tra.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute Class {' negative'}
@data
0,6.0,0.0,9.0,9.0,6.0,3.0,5.0,' negativ
1,6.0,6.0,9.0,9.0,6.0,4.0,4.0,' negativ
2,2.0,3.0,9.0,9.0,7.0,2.0,3.0,' negativ
3,2.0,4.0,9.0,9.0,6.0,2.0,4.0,' negativ
4,0.0,5.0,9.0,9.0,5.0,5.0,6.0,' negativ
5,4.0,0.0,9.0,9.0,7.0,1.0,0.0,' negativ
6,4.0,2.0,9.0,9.0,7.0,2.0,4.0,' negativ
7,2.0,6.0,9.0,9.0,5.0,1.0,3.0,' negativ
8,4.0,3.0,9.0,9.0,5.0,2.0,3.0,' negativ
9,2.0,5.0,9.0,9.0,6.0,1.0,3.0,' negativ
10,2.0,0.0,9.0,9.0,5.0,4.0,5.0,' negativ
11,3.0,5.0,9.0,9.0,4.0,2.0,3.0,' negativ
12,2.0,0.0,9.0,9.0,5.0,2.0,4.0,' negativ
13,4.0,7.0,9.0,9.0,5.0,2.0,3.0,' negativ
14,0.0,5.0,9.0,9.0,4.0,2.0,0.0,' negativ
15,3.0,2.0,9.0,9.0,9.0,0.0,1.0,' negativ
16,5.0,6.0,9.0,9.0,5.0,3.0,4.0,' negativ
17,0.0,1.0,9.0,9.0,7.0,1.0,2.0,' negativ
18,4.0,4.0,9.0,9.0,6.0,2.0,2.0,' negativ
19,3.0,4.0,9.0,9.0,6.0,4.0,5.0,' negativ
20,2.0,0.0,9.0,9.0,6.0,3.0,4.0,' negativ
21,2.0,6.0,9.0,9.0,0.0,3.0,4.0,' negativ
22,4.0,4.0,9.0,9.0,6.0,3.0,5.0,' negativ
23,4.0,4.0,9.0,9.0,6.0,3.0,4.0,' negativ
24,0.0,3.0,9.0,9.0,5.0,3.0,5.0,' negativ
25,4.0,6.0,9.0,9.0,5.0,4.0,5.0,' negativ
26,3.0,6.0,9.0,9.0,5.0,3.0,4.0,' negativ
27,7.0,6.0,9.0,9.0,7.0,0.0,0.0,' negativ
28,3.0,5.0,9.0,9.0,4.0,2.0,4.0,' negativ
29,4.0,5.0,9.0,9.0,6.0,2.0,3.0,' negativ
30,3.0,5.0,9.0,9.0,6.0,3.0,4.0,' negativ
31,0.0,4.0,9.0,9.0,7.0,4.0,5.0,' negativ
32,0.0,0.0,9.0,9.0,5.0,4.0,5.0,' negativ
33,6.0,5.0,9.0,9.0,6.0,3.0,4.0,' negativ
34,1.0,4.0,9.0,9.0,5.0,4.0,0.0,' negativ
35,5.0,4.0,9.0,9.0,7.0,5.0,6.0,' negativ
36,4.0,4.0,9.0,9.0,7.0,1.0,3.0,' negativ
37,2.0,4.0,9.0,9.0,5.0,3.0,4.0,' negativ
38,4.0,6.0,9.0,9.0,5.0,4.0,4.0,' negativ
39,3.0,0.0,9.0,9.0,5.0,0.0,1.0,' negativ
40,6.0,6.0,9.0,9.0,3.0,3.0,4.0,' negativ
41,5.0,4.0,9.0,9.0,4.0,3.0,5.0,' negativ
42,4.0,4.0,9.0,9.0,7.0,3.0,4.0,' negativ
43,5.0,7.0,9.0,9.0,0.0,4.0,6.0,' negativ
44,5.0,4.0,9.0,9.0,5.0,2.0,4.0,' negativ
45,4.0,5.0,9.0,9.0,6.0,5.0,6.0,' negativ
46,2.0,0.0,9.0,9.0,5.0,2.0,3.0,' negativ
47,5.0,3.0,9.0,9.0,6.0,3.0,4.0,' negativ
48,2.0,5.0,9.0,9.0,7.0,5.0,6.0,' negativ
49,2.0,4.0,9.0,9.0,5.0,3.0,4.0,' negativ
50,5.0,7.0,9.0,9.0,5.0,5.0,6.0,' negativ
51,3.0,6.0,9.0,9.0,7.0,0.0,5.0,' negativ
52,2.0,3.0,9.0,9.0,4.0,2.0,3.0,' negativ
53,5.0,6.0,9.0,9.0,6.0,2.0,4.0,' negativ
54,5.0,5.0,9.0,9.0,5.0,2.0,0.0,' negativ
55,4.0,0.0,9.0,9.0,6.0,2.0,4.0,' negativ
56,5.0,5.0,9.0,9.0,5.0,2.0,3.0,' negativ
57,4.0,6.0,9.0,9.0,6.0,4.0,5.0,' negativ
58,5.0,3.0,9.0,9.0,5.0,2.0,4.0,' negativ
59,3.0,5.0,9.0,9.0,6.0,4.0,5.0,' negativ
60,3.0,3.0,9.0,9.0,5.0,3.0,5.0,' negativ
61,4.0,5.0,9.0,9.0,5.0,3.0,4.0,' negativ
62,3.0,6.0,9.0,9.0,5.0,2.0,3.0,' negativ
63,3.0,7.0,9.0,9.0,7.0,3.0,4.0,' negativ
64,4.0,7.0,9.0,9.0,5.0,4.0,6.0,' negativ
65,0.0,5.0,9.0,9.0,6.0,5.0,6.0,' negativ
66,0.0,6.0,9.0,9.0,6.0,4.0,6.0,' negativ
67,5.0,5.0,9.0,9.0,4.0,3.0,4.0,' negativ
68,6.0,5.0,9.0,9.0,1.0,3.0,4.0,' negativ
69,0.0,5.0,9.0,9.0,4.0,2.0,3.0,' negativ
70,4.0,5.0,9.0,9.0,0.0,2.0,2.0,' negativ
71,0.0,5.0,9.0,9.0,4.0,2.0,3.0,' negativ
72,7.0,9.0,9.0,9.0,5.0,3.0,4.0,' negativ
73,3.0,4.0,9.0,9.0,0.0,3.0,4.0,' negativ
74,6.0,6.0,9.0,9.0,4.0,2.0,3.0,' negativ
75,7.0,7.0,9.0,9.0,4.0,3.0,3.0,' negativ
76,3.0,6.0,9.0,9.0,6.0,1.0,3.0,' negativ
77,2.0,4.0,9.0,9.0,4.0,0.0,0.0,' negativ
78,2.0,0.0,9.0,9.0,5.0,3.0,4.0,' negativ
79,5.0,6.0,9.0,9.0,5.0,4.0,0.0,' negativ
