%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 8     Instances: 71
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute 'y' {' negative',' positive'}

@data
0,1.0,0.0,1.0,1.0,1.0,1.0,' negative'
1,0.0,1.0,1.0,1.0,0.0,1.0,' negative'
2,0.0,1.0,1.0,1.0,0.0,1.0,' negative'
3,1.0,0.0,1.0,1.0,2.0,2.0,' negative'
4,0.0,1.0,1.0,1.0,0.0,0.0,' negative'
5,1.0,1.0,1.0,1.0,0.0,0.0,' negative'
6,2.0,1.0,1.0,1.0,1.0,1.0,' negative'
7,0.0,1.0,1.0,1.0,0.0,1.0,' negative'
8,1.0,1.0,1.0,1.0,1.0,1.0,' negative'
9,2.0,1.0,1.0,1.0,0.0,0.0,' negative'
10,2.0,1.0,1.0,1.0,1.0,1.0,' negative'
11,1.0,1.0,1.0,1.0,2.0,2.0,' negative'
12,1.0,0.0,1.0,1.0,1.0,1.0,' negative'
13,1.0,0.0,1.0,1.0,0.0,0.0,' negative'
14,0.0,1.0,1.0,1.0,1.0,1.0,' negative'
15,1.0,1.0,1.0,0.0,1.0,1.0,' negative'
16,0.0,0.0,1.0,1.0,1.0,1.0,' negative'
17,0.0,1.0,1.0,1.0,1.0,1.0,' negative'
18,1.0,1.0,1.0,1.0,1.0,1.0,' negative'
19,0.0,1.0,1.0,1.0,0.0,1.0,' negative'
20,1.0,1.0,1.0,1.0,1.0,1.0,' negative'
21,0.0,1.0,1.0,2.0,1.0,1.0,' negative'
22,1.0,0.0,1.0,1.0,0.0,1.0,' negative'
23,0.0,1.0,1.0,1.0,0.0,0.0,' negative'
24,1.0,0.0,1.0,1.0,1.0,1.0,' negative'
25,1.0,0.0,1.0,0.0,1.0,0.0,' negative'
26,0.0,1.0,1.0,1.0,0.0,1.0,' negative'
27,0.0,1.0,1.0,1.0,1.0,1.0,' negative'
28,0.0,0.0,1.0,2.0,1.0,1.0,' negative'
29,0.0,1.0,1.0,1.0,1.0,1.0,' negative'
30,0.0,1.0,1.0,1.0,0.0,1.0,' negative'
31,0.0,1.0,1.0,1.0,1.0,1.0,' negative'
32,1.0,1.0,1.0,1.0,2.0,2.0,' negative'
33,0.0,1.0,1.0,1.0,1.0,1.0,' negative'
34,1.0,1.0,1.0,1.0,1.0,1.0,' negative'
35,1.0,1.0,1.0,2.0,2.0,2.0,' negative'
36,2.0,1.0,1.0,1.0,2.0,0.0,' negative'
37,1.0,1.0,1.0,0.0,2.0,0.0,' negative'
38,1.0,1.0,1.0,1.0,2.0,2.0,' negative'
39,1.0,0.0,1.0,2.0,2.0,2.0,' negative'
40,1.0,1.0,1.0,2.0,0.0,0.0,' negative'
41,2.0,1.0,1.0,1.0,0.0,2.0,' negative'
42,1.0,1.0,1.0,1.0,2.0,2.0,' negative'
43,1.0,1.0,1.0,0.0,2.0,2.0,' negative'
44,2.0,1.0,1.0,2.0,2.0,2.0,' negative'
45,1.0,1.0,1.0,1.0,2.0,0.0,' negative'
46,1.0,1.0,1.0,1.0,2.0,0.0,' negative'
47,2.0,1.0,1.0,2.0,2.0,2.0,' negative'
48,2.0,1.0,1.0,1.0,2.0,0.0,' negative'
49,2.0,1.0,1.0,2.0,2.0,2.0,' negative'
50,2.0,1.0,0.0,2.0,2.0,0.0,' negative'
51,2.0,2.0,1.0,2.0,0.0,1.0,' positive'
52,2.0,2.0,1.0,1.0,1.0,1.0,' positive'
53,2.0,2.0,1.0,2.0,2.0,1.0,' positive'
54,2.0,0.0,1.0,1.0,2.0,1.0,' positive'
55,2.0,2.0,1.0,2.0,0.0,1.0,' positive'
56,2.0,2.0,1.0,2.0,1.0,1.0,' positive'
57,2.0,2.0,1.0,2.0,2.0,1.0,' positive'
58,2.0,2.0,1.0,2.0,2.0,0.0,' positive'
59,2.0,1.0,1.0,2.0,2.0,0.0,' positive'
60,2.0,2.0,1.0,2.0,2.0,0.0,' positive'
61,2.0,2.0,1.0,2.0,1.0,1.0,' positive'
62,2.0,2.0,1.0,2.0,1.0,1.0,' positive'
63,2.0,1.0,1.0,2.0,2.0,1.0,' positive'
64,1.0,2.0,1.0,2.0,1.0,1.0,' positive'
65,2.0,1.0,1.0,0.0,1.0,1.0,' positive'
66,0.0,2.0,0.0,2.0,2.0,1.0,' positive'
67,2.0,1.0,1.0,2.0,1.0,0.0,' positive'
68,2.0,1.0,1.0,2.0,1.0,1.0,' positive'
69,2.0,2.0,1.0,2.0,1.0,1.0,' positive'
70,2.0,2.0,1.0,2.0,0.0,0.0,' positive'
