,0,1,2,3,4,5,y
0,0.0,0.0,9.0,6.0,5.0,7.0, negative
1,7.0,5.0,9.0,5.0,7.0,5.0, negative
2,8.0,4.0,9.0,3.0,6.0,7.0, negative
3,2.0,0.0,9.0,5.0,7.0,8.0, negative
4,3.0,2.0,9.0,8.0,0.0,2.0, negative
5,2.0,3.0,9.0,3.0,2.0,5.0, negative
6,0.0,4.0,9.0,6.0,6.0,8.0, negative
7,3.0,4.0,9.0,0.0,5.0,7.0, negative
8,2.0,3.0,9.0,4.0,5.0,7.0, negative
9,5.0,5.0,9.0,2.0,2.0,4.0, negative
10,6.0,4.0,9.0,3.0,5.0,7.0, negative
11,2.0,4.0,9.0,6.0,8.0,9.0, negative
12,5.0,0.0,9.0,5.0,4.0,5.0, negative
13,5.0,5.0,9.0,5.0,7.0,8.0, negative
14,4.0,6.0,9.0,4.0,7.0,8.0, negative
15,0.0,5.0,9.0,5.0,7.0,8.0, negative
16,0.0,5.0,9.0,2.0,3.0,5.0, negative
17,0.0,4.0,9.0,4.0,4.0,4.0, negative
18,4.0,4.0,9.0,0.0,5.0,7.0, negative
19,7.0,6.0,9.0,4.0,4.0,5.0, negative
20,2.0,6.0,9.0,7.0,5.0,7.0, negative
21,5.0,5.0,9.0,4.0,6.0,0.0, negative
22,6.0,4.0,9.0,5.0,0.0,0.0, negative
23,5.0,2.0,9.0,6.0,0.0,4.0, negative
24,4.0,3.0,9.0,5.0,8.0,9.0, negative
25,4.0,0.0,9.0,4.0,4.0,6.0, negative
26,1.0,4.0,9.0,5.0,0.0,6.0, negative
27,4.0,5.0,9.0,4.0,6.0,7.0, negative
28,0.0,4.0,9.0,5.0,3.0,5.0, negative
29,1.0,4.0,9.0,6.0,4.0,6.0, negative
30,8.0,5.0,0.0,6.0,9.0,5.0, negative
31,8.0,9.0,9.0,6.0,8.0,3.0, negative
32,7.0,6.0,9.0,4.0,7.0,5.0, negative
33,8.0,9.0,9.0,4.0,7.0,5.0, negative
34,8.0,8.0,9.0,0.0,0.0,6.0, negative
35,8.0,9.0,9.0,4.0,7.0,0.0, negative
36,8.0,7.0,9.0,0.0,6.0,3.0, negative
37,8.0,8.0,9.0,4.0,0.0,5.0, negative
38,8.0,6.0,9.0,5.0,7.0,8.0, negative
39,7.0,6.0,9.0,4.0,7.0,6.0, negative
40,9.0,7.0,9.0,9.0,0.0,4.0, positive
41,8.0,9.0,9.0,8.0,9.0,6.0, positive
42,9.0,9.0,9.0,9.0,9.0,4.0, positive
43,9.0,8.0,9.0,7.0,7.0,5.0, positive
44,8.0,7.0,9.0,7.0,6.0,4.0, positive
45,8.0,9.0,9.0,8.0,0.0,4.0, positive
46,7.0,8.0,9.0,5.0,5.0,5.0, positive
47,9.0,0.0,9.0,6.0,8.0,4.0, positive
48,9.0,8.0,9.0,9.0,9.0,0.0, positive
49,9.0,6.0,9.0,9.0,8.0,0.0, positive
50,9.0,8.0,9.0,8.0,9.0,2.0, positive
51,8.0,8.0,9.0,9.0,7.0,4.0, positive
52,7.0,7.0,9.0,8.0,5.0,7.0, positive
53,8.0,5.0,9.0,7.0,9.0,5.0, positive
54,6.0,9.0,9.0,8.0,6.0,6.0, positive
55,8.0,6.0,9.0,0.0,5.0,4.0, positive
56,0.0,8.0,0.0,8.0,9.0,8.0, positive
57,8.0,6.0,9.0,8.0,6.0,3.0, positive
58,8.0,5.0,9.0,8.0,7.0,4.0, positive
59,8.0,7.0,9.0,8.0,0.0,0.0, positive
