%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 9     Instances: 60
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute '6' numeric
@attribute 'y' {' negative'}

@data
0,1.0,1.0,0.0,0.0,3.0,4.0,4.0,' negative'
1,1.0,2.0,0.0,0.0,3.0,4.0,3.0,' negative'
2,2.0,0.0,0.0,0.0,3.0,3.0,3.0,' negative'
3,2.0,3.0,0.0,0.0,2.0,4.0,4.0,' negative'
4,1.0,0.0,0.0,0.0,2.0,3.0,3.0,' negative'
5,2.0,0.0,0.0,0.0,3.0,2.0,2.0,' negative'
6,1.0,1.0,0.0,0.0,4.0,1.0,2.0,' negative'
7,0.0,4.0,0.0,0.0,4.0,1.0,2.0,' negative'
8,2.0,2.0,0.0,0.0,3.0,3.0,3.0,' negative'
9,4.0,0.0,0.0,0.0,2.0,4.0,4.0,' negative'
10,4.0,1.0,0.0,0.0,2.0,2.0,2.0,' negative'
11,2.0,1.0,0.0,0.0,3.0,3.0,3.0,' negative'
12,3.0,2.0,0.0,0.0,1.0,4.0,4.0,' negative'
13,2.0,0.0,0.0,0.0,2.0,4.0,4.0,' negative'
14,2.0,4.0,0.0,0.0,1.0,4.0,4.0,' negative'
15,4.0,1.0,0.0,0.0,2.0,2.0,2.0,' negative'
16,1.0,3.0,0.0,0.0,1.0,3.0,3.0,' negative'
17,3.0,3.0,0.0,0.0,2.0,3.0,2.0,' negative'
18,3.0,3.0,0.0,0.0,2.0,3.0,3.0,' negative'
19,2.0,0.0,0.0,0.0,2.0,3.0,3.0,' negative'
20,1.0,1.0,0.0,0.0,2.0,4.0,4.0,' negative'
21,2.0,0.0,0.0,0.0,3.0,3.0,3.0,' negative'
22,4.0,0.0,0.0,0.0,4.0,2.0,2.0,' negative'
23,2.0,0.0,0.0,0.0,3.0,1.0,2.0,' negative'
24,3.0,2.0,0.0,0.0,3.0,2.0,2.0,' negative'
25,3.0,3.0,0.0,0.0,2.0,2.0,2.0,' negative'
26,4.0,0.0,0.0,0.0,3.0,2.0,2.0,' negative'
27,3.0,2.0,0.0,0.0,3.0,3.0,3.0,' negative'
28,4.0,0.0,0.0,0.0,2.0,4.0,3.0,' negative'
29,3.0,2.0,1.0,0.0,2.0,3.0,3.0,' negative'
30,0.0,2.0,0.0,0.0,1.0,0.0,1.0,' negative'
31,4.0,4.0,0.0,0.0,3.0,1.0,2.0,' negative'
32,4.0,1.0,0.0,0.0,2.0,3.0,2.0,' negative'
33,0.0,1.0,0.0,0.0,3.0,2.0,2.0,' negative'
34,3.0,2.0,0.0,0.0,2.0,2.0,1.0,' negative'
35,1.0,0.0,0.0,0.0,2.0,1.0,2.0,' negative'
36,3.0,4.0,0.0,0.0,3.0,2.0,2.0,' negative'
37,2.0,2.0,0.0,0.0,2.0,3.0,3.0,' negative'
38,1.0,4.0,0.0,0.0,2.0,3.0,3.0,' negative'
39,3.0,0.0,0.0,0.0,2.0,4.0,3.0,' negative'
40,3.0,3.0,0.0,0.0,2.0,3.0,3.0,' negative'
41,2.0,0.0,0.0,0.0,3.0,1.0,2.0,' negative'
42,2.0,3.0,0.0,0.0,4.0,1.0,2.0,' negative'
43,3.0,1.0,0.0,0.0,2.0,3.0,3.0,' negative'
44,1.0,1.0,0.0,0.0,2.0,2.0,2.0,' negative'
45,1.0,0.0,0.0,0.0,2.0,2.0,2.0,' negative'
46,1.0,2.0,0.0,0.0,3.0,2.0,2.0,' negative'
47,1.0,1.0,0.0,0.0,2.0,3.0,3.0,' negative'
48,2.0,2.0,0.0,0.0,2.0,3.0,2.0,' negative'
49,0.0,2.0,0.0,0.0,3.0,2.0,2.0,' negative'
50,1.0,0.0,0.0,0.0,3.0,4.0,4.0,' negative'
51,4.0,2.0,0.0,0.0,4.0,3.0,3.0,' negative'
52,4.0,0.0,0.0,0.0,3.0,3.0,3.0,' negative'
53,2.0,3.0,0.0,0.0,1.0,3.0,0.0,' negative'
54,1.0,1.0,0.0,0.0,1.0,3.0,0.0,' negative'
55,0.0,2.0,0.0,0.0,1.0,2.0,1.0,' negative'
56,1.0,2.0,0.0,0.0,1.0,1.0,0.0,' negative'
57,3.0,1.0,0.0,0.0,0.0,3.0,0.0,' negative'
58,3.0,4.0,0.0,0.0,3.0,2.0,2.0,' negative'
59,4.0,2.0,0.0,0.0,3.0,4.0,4.0,' negative'
