,0,1,2,3,4,5,6,Class
0,3.0,1.0,0.0,0.0,2.0,3.0,3.0, negative
1,1.0,1.0,0.0,0.0,3.0,4.0,4.0, negative
2,1.0,1.0,0.0,0.0,3.0,4.0,3.0, negative
3,2.0,0.0,0.0,0.0,3.0,3.0,3.0, negative
4,2.0,3.0,0.0,0.0,1.0,4.0,4.0, negative
5,1.0,0.0,0.0,0.0,2.0,3.0,3.0, negative
6,2.0,0.0,0.0,0.0,4.0,2.0,2.0, negative
7,2.0,1.0,0.0,0.0,3.0,3.0,3.0, negative
8,0.0,4.0,0.0,0.0,4.0,1.0,2.0, negative
9,4.0,0.0,0.0,0.0,2.0,4.0,4.0, negative
10,2.0,1.0,0.0,0.0,3.0,3.0,3.0, negative
11,2.0,1.0,0.0,0.0,1.0,4.0,4.0, negative
12,2.0,0.0,0.0,0.0,2.0,4.0,4.0, negative
13,2.0,3.0,0.0,0.0,0.0,4.0,4.0, negative
14,4.0,1.0,0.0,0.0,2.0,2.0,2.0, negative
15,2.0,2.0,0.0,0.0,3.0,2.0,2.0, negative
16,2.0,2.0,0.0,0.0,3.0,3.0,3.0, negative
17,2.0,3.0,0.0,0.0,2.0,3.0,3.0, negative
18,3.0,1.0,0.0,0.0,3.0,4.0,4.0, negative
19,2.0,0.0,0.0,0.0,2.0,3.0,3.0, negative
20,1.0,1.0,0.0,0.0,3.0,4.0,4.0, negative
21,4.0,1.0,0.0,0.0,2.0,4.0,4.0, negative
22,2.0,0.0,0.0,0.0,3.0,3.0,3.0, negative
23,2.0,0.0,0.0,0.0,4.0,1.0,2.0, negative
24,3.0,3.0,0.0,0.0,2.0,2.0,2.0, negative
25,4.0,0.0,0.0,0.0,3.0,2.0,2.0, negative
26,1.0,2.0,0.0,0.0,4.0,4.0,4.0, negative
27,4.0,0.0,0.0,0.0,3.0,4.0,3.0, negative
28,0.0,2.0,0.0,0.0,0.0,0.0,1.0, negative
29,4.0,4.0,0.0,0.0,4.0,1.0,2.0, negative
30,0.0,1.0,0.0,0.0,3.0,3.0,3.0, negative
31,4.0,2.0,0.0,0.0,2.0,2.0,3.0, negative
32,4.0,1.0,0.0,0.0,3.0,3.0,2.0, negative
33,0.0,1.0,0.0,0.0,4.0,2.0,2.0, negative
34,3.0,2.0,0.0,0.0,2.0,2.0,1.0, negative
35,1.0,0.0,0.0,0.0,1.0,1.0,2.0, negative
36,3.0,3.0,0.0,0.0,4.0,2.0,2.0, negative
37,2.0,2.0,0.0,0.0,2.0,3.0,3.0, negative
38,1.0,4.0,0.0,0.0,2.0,3.0,3.0, negative
39,3.0,0.0,0.0,0.0,3.0,4.0,3.0, negative
40,3.0,2.0,0.0,0.0,2.0,3.0,3.0, negative
41,2.0,0.0,0.0,0.0,3.0,1.0,2.0, negative
42,2.0,2.0,0.0,0.0,4.0,1.0,2.0, negative
43,1.0,1.0,0.0,0.0,0.0,3.0,3.0, negative
44,3.0,2.0,0.0,0.0,3.0,2.0,2.0, negative
45,1.0,1.0,0.0,0.0,2.0,2.0,2.0, negative
46,1.0,2.0,0.0,0.0,3.0,2.0,2.0, negative
47,1.0,1.0,0.0,0.0,2.0,3.0,3.0, negative
48,3.0,3.0,0.0,0.0,1.0,4.0,4.0, negative
49,2.0,1.0,0.0,0.0,2.0,3.0,2.0, negative
50,1.0,0.0,0.0,0.0,3.0,4.0,4.0, negative
51,3.0,2.0,0.0,0.0,4.0,3.0,3.0, negative
52,4.0,0.0,0.0,0.0,3.0,3.0,3.0, negative
53,2.0,2.0,0.0,0.0,3.0,3.0,3.0, negative
54,2.0,3.0,0.0,0.0,0.0,3.0,0.0, negative
55,1.0,1.0,0.0,0.0,0.0,3.0,0.0, negative
56,0.0,2.0,0.0,0.0,0.0,2.0,1.0, negative
57,0.0,1.0,0.0,0.0,1.0,2.0,0.0, negative
58,1.0,2.0,0.0,0.0,1.0,1.0,1.0, negative
59,3.0,4.0,0.0,0.0,4.0,2.0,2.0, negative
60,4.0,2.0,0.0,0.0,4.0,4.0,4.0, negative
