%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 20     Instances: 343
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute '6' numeric
@attribute '7' numeric
@attribute '8' numeric
@attribute '9' numeric
@attribute '10' numeric
@attribute '11' numeric
@attribute '12' numeric
@attribute '13' numeric
@attribute '14' numeric
@attribute '15' numeric
@attribute '16' numeric
@attribute '17' numeric
@attribute 'y' {' positive',' negative'}

@data
0,5.0,3.0,4.0,4.0,2.0,0.0,2.0,5.0,1.0,3.0,2.0,2.0,3.0,0.0,6.0,0.0,9.0,8.0,' positive'
1,4.0,6.0,5.0,6.0,3.0,0.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,1.0,3.0,0.0,8.0,6.0,' positive'
2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,' negative'
3,8.0,8.0,8.0,6.0,2.0,1.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,0.0,7.0,4.0,6.0,' negative'
4,6.0,4.0,6.0,4.0,2.0,1.0,2.0,5.0,2.0,4.0,2.0,2.0,4.0,1.0,8.0,1.0,6.0,6.0,' negative'
5,3.0,5.0,5.0,2.0,2.0,1.0,2.0,5.0,2.0,6.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,4.0,' negative'
6,0.0,1.0,2.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,' negative'
7,8.0,7.0,8.0,7.0,2.0,1.0,6.0,1.0,5.0,6.0,5.0,5.0,6.0,0.0,0.0,0.0,5.0,7.0,' negative'
8,4.0,4.0,6.0,6.0,2.0,1.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,1.0,0.0,1.0,6.0,5.0,' positive'
9,5.0,6.0,6.0,7.0,3.0,1.0,5.0,2.0,4.0,4.0,4.0,4.0,6.0,2.0,2.0,1.0,7.0,5.0,' positive'
10,4.0,0.0,3.0,1.0,0.0,1.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,' negative'
11,3.0,2.0,6.0,2.0,1.0,1.0,2.0,5.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,4.0,4.0,6.0,' negative'
12,4.0,5.0,6.0,3.0,2.0,1.0,2.0,5.0,2.0,5.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,5.0,' negative'
13,8.0,7.0,8.0,6.0,2.0,1.0,7.0,1.0,6.0,7.0,5.0,6.0,6.0,1.0,5.0,2.0,4.0,6.0,' negative'
14,0.0,1.0,4.0,2.0,1.0,0.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,8.0,5.0,1.0,2.0,' negative'
15,8.0,7.0,9.0,7.0,2.0,2.0,7.0,1.0,6.0,7.0,5.0,6.0,6.0,1.0,6.0,7.0,4.0,7.0,' negative'
16,5.0,4.0,6.0,4.0,2.0,1.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,1.0,4.0,3.0,6.0,6.0,' negative'
17,2.0,5.0,4.0,1.0,1.0,1.0,3.0,5.0,2.0,6.0,2.0,2.0,4.0,2.0,1.0,0.0,2.0,3.0,' negative'
18,3.0,0.0,5.0,4.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,4.0,9.0,9.0,' negative'
19,1.0,3.0,2.0,1.0,1.0,1.0,2.0,6.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,' positive'
20,3.0,2.0,4.0,4.0,2.0,1.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,6.0,6.0,' positive'
21,3.0,4.0,4.0,3.0,1.0,0.0,2.0,5.0,1.0,3.0,2.0,1.0,4.0,0.0,8.0,0.0,6.0,6.0,' negative'
22,5.0,1.0,5.0,5.0,2.0,1.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,0.0,4.0,5.0,8.0,8.0,' negative'
23,5.0,8.0,9.0,5.0,1.0,1.0,6.0,1.0,5.0,7.0,5.0,5.0,6.0,1.0,0.0,6.0,3.0,5.0,' negative'
24,7.0,8.0,7.0,4.0,1.0,1.0,7.0,1.0,6.0,7.0,5.0,6.0,5.0,1.0,0.0,8.0,3.0,6.0,' negative'
25,8.0,6.0,8.0,6.0,1.0,1.0,6.0,1.0,5.0,5.0,5.0,5.0,4.0,1.0,3.0,0.0,5.0,6.0,' negative'
26,4.0,5.0,6.0,2.0,2.0,1.0,2.0,5.0,2.0,6.0,2.0,1.0,4.0,1.0,4.0,3.0,3.0,5.0,' negative'
27,2.0,2.0,5.0,5.0,3.0,0.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,2.0,6.0,5.0,' positive'
28,1.0,1.0,6.0,4.0,1.0,1.0,4.0,3.0,3.0,1.0,4.0,3.0,1.0,1.0,2.0,9.0,5.0,6.0,' negative'
29,3.0,0.0,5.0,4.0,2.0,1.0,2.0,5.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,5.0,6.0,6.0,' negative'
30,4.0,3.0,4.0,2.0,1.0,1.0,2.0,5.0,1.0,3.0,2.0,1.0,3.0,1.0,7.0,0.0,4.0,4.0,' negative'
31,8.0,9.0,9.0,8.0,3.0,1.0,6.0,1.0,6.0,7.0,5.0,6.0,6.0,1.0,9.0,2.0,4.0,5.0,' negative'
32,9.0,8.0,8.0,4.0,0.0,1.0,7.0,1.0,6.0,7.0,6.0,6.0,5.0,1.0,7.0,1.0,5.0,6.0,' negative'
33,2.0,5.0,5.0,2.0,1.0,1.0,2.0,5.0,1.0,4.0,2.0,1.0,4.0,1.0,0.0,1.0,4.0,6.0,' negative'
34,4.0,4.0,5.0,4.0,2.0,1.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,1.0,1.0,2.0,5.0,6.0,' negative'
35,2.0,3.0,3.0,0.0,1.0,1.0,2.0,6.0,1.0,3.0,2.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,' positive'
36,2.0,4.0,3.0,2.0,2.0,1.0,2.0,5.0,1.0,3.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,2.0,' positive'
37,7.0,6.0,6.0,4.0,0.0,0.0,6.0,1.0,5.0,4.0,6.0,5.0,5.0,2.0,0.0,6.0,5.0,2.0,' positive'
38,2.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,1.0,0.0,8.0,1.0,8.0,7.0,' negative'
39,2.0,3.0,6.0,2.0,1.0,1.0,2.0,5.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,5.0,' negative'
40,2.0,2.0,3.0,2.0,1.0,0.0,2.0,5.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,' negative'
41,4.0,3.0,3.0,3.0,2.0,1.0,1.0,7.0,0.0,3.0,1.0,0.0,3.0,1.0,3.0,3.0,6.0,7.0,' negative'
42,4.0,5.0,6.0,3.0,2.0,2.0,2.0,5.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,5.0,' negative'
43,9.0,6.0,9.0,5.0,1.0,1.0,6.0,1.0,5.0,5.0,6.0,5.0,5.0,1.0,9.0,7.0,5.0,7.0,' negative'
44,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,1.0,1.0,' negative'
45,2.0,1.0,2.0,2.0,1.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,9.0,9.0,' negative'
46,8.0,9.0,9.0,4.0,0.0,1.0,9.0,0.0,9.0,7.0,9.0,9.0,7.0,3.0,1.0,5.0,1.0,1.0,' positive'
47,1.0,4.0,4.0,1.0,1.0,0.0,2.0,5.0,1.0,3.0,2.0,1.0,4.0,2.0,4.0,0.0,3.0,3.0,' positive'
48,2.0,2.0,3.0,1.0,1.0,1.0,1.0,7.0,0.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,' negative'
49,3.0,5.0,6.0,5.0,2.0,1.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,0.0,8.0,1.0,7.0,7.0,' negative'
50,2.0,0.0,1.0,1.0,1.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,3.0,8.0,4.0,1.0,1.0,' negative'
51,3.0,4.0,5.0,9.0,6.0,8.0,2.0,5.0,2.0,5.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,' negative'
52,1.0,0.0,3.0,1.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,2.0,2.0,' negative'
53,4.0,3.0,5.0,3.0,1.0,1.0,2.0,5.0,1.0,2.0,3.0,1.0,3.0,1.0,7.0,0.0,6.0,5.0,' negative'
54,2.0,4.0,3.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,' positive'
55,8.0,7.0,8.0,5.0,1.0,1.0,6.0,1.0,5.0,6.0,5.0,5.0,4.0,0.0,3.0,1.0,4.0,6.0,' negative'
56,5.0,7.0,9.0,7.0,2.0,1.0,5.0,2.0,5.0,6.0,5.0,4.0,7.0,1.0,6.0,5.0,6.0,7.0,' negative'
57,3.0,2.0,3.0,1.0,1.0,1.0,0.0,8.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0,4.0,' negative'
