%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 8     Instances: 71
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute 'y' {' negative',' positive'}

@data
0,2.0,1.0,4.0,3.0,1.0,2.0,' negative'
1,1.0,2.0,4.0,2.0,0.0,1.0,' negative'
2,1.0,2.0,4.0,2.0,0.0,1.0,' negative'
3,2.0,1.0,4.0,3.0,3.0,3.0,' negative'
4,0.0,2.0,4.0,2.0,1.0,0.0,' negative'
5,2.0,2.0,4.0,2.0,1.0,1.0,' negative'
6,3.0,2.0,4.0,1.0,2.0,2.0,' negative'
7,1.0,1.0,4.0,1.0,1.0,1.0,' negative'
8,1.0,2.0,4.0,2.0,1.0,2.0,' negative'
9,4.0,2.0,4.0,3.0,0.0,0.0,' negative'
10,3.0,2.0,4.0,2.0,2.0,2.0,' negative'
11,2.0,1.0,4.0,3.0,3.0,3.0,' negative'
12,2.0,0.0,4.0,2.0,1.0,2.0,' negative'
13,1.0,0.0,4.0,2.0,0.0,1.0,' negative'
14,1.0,1.0,4.0,1.0,2.0,2.0,' negative'
15,2.0,1.0,4.0,0.0,1.0,2.0,' negative'
16,1.0,0.0,4.0,2.0,1.0,2.0,' negative'
17,1.0,2.0,4.0,2.0,1.0,2.0,' negative'
18,2.0,2.0,4.0,2.0,2.0,2.0,' negative'
19,0.0,2.0,4.0,1.0,1.0,1.0,' negative'
20,3.0,2.0,4.0,3.0,1.0,2.0,' negative'
21,1.0,3.0,4.0,3.0,2.0,2.0,' negative'
22,2.0,1.0,4.0,3.0,0.0,1.0,' negative'
23,1.0,1.0,4.0,2.0,0.0,0.0,' negative'
24,2.0,0.0,4.0,2.0,1.0,2.0,' negative'
25,1.0,1.0,4.0,0.0,2.0,0.0,' negative'
26,0.0,2.0,4.0,2.0,0.0,2.0,' negative'
27,1.0,1.0,4.0,2.0,1.0,2.0,' negative'
28,1.0,0.0,4.0,4.0,1.0,2.0,' negative'
29,0.0,2.0,4.0,2.0,2.0,2.0,' negative'
30,0.0,2.0,4.0,3.0,1.0,2.0,' negative'
31,1.0,1.0,4.0,2.0,1.0,2.0,' negative'
32,2.0,1.0,4.0,2.0,3.0,3.0,' negative'
33,0.0,2.0,4.0,3.0,1.0,2.0,' negative'
34,2.0,2.0,4.0,2.0,2.0,3.0,' negative'
35,1.0,2.0,4.0,4.0,4.0,4.0,' negative'
36,3.0,2.0,4.0,3.0,4.0,0.0,' negative'
37,3.0,2.0,4.0,0.0,4.0,0.0,' negative'
38,2.0,3.0,4.0,3.0,4.0,4.0,' negative'
39,2.0,0.0,4.0,3.0,4.0,4.0,' negative'
40,2.0,2.0,4.0,3.0,0.0,0.0,' negative'
41,3.0,3.0,4.0,3.0,0.0,4.0,' negative'
42,2.0,2.0,4.0,2.0,4.0,4.0,' negative'
43,1.0,2.0,4.0,0.0,4.0,4.0,' negative'
44,4.0,2.0,4.0,4.0,4.0,4.0,' negative'
45,2.0,3.0,4.0,1.0,4.0,1.0,' negative'
46,2.0,2.0,4.0,2.0,4.0,1.0,' negative'
47,4.0,2.0,4.0,3.0,4.0,4.0,' negative'
48,4.0,2.0,4.0,2.0,4.0,0.0,' negative'
49,4.0,2.0,4.0,3.0,4.0,4.0,' negative'
50,4.0,3.0,0.0,3.0,3.0,0.0,' negative'
51,4.0,4.0,4.0,4.0,0.0,1.0,' positive'
52,3.0,4.0,4.0,2.0,1.0,2.0,' positive'
53,4.0,4.0,4.0,4.0,3.0,2.0,' positive'
54,4.0,0.0,4.0,3.0,3.0,1.0,' positive'
55,4.0,3.0,4.0,4.0,0.0,1.0,' positive'
56,4.0,3.0,4.0,3.0,2.0,1.0,' positive'
57,4.0,4.0,4.0,4.0,3.0,1.0,' positive'
58,4.0,4.0,4.0,4.0,3.0,0.0,' positive'
59,4.0,3.0,4.0,4.0,3.0,0.0,' positive'
60,4.0,4.0,4.0,4.0,3.0,0.0,' positive'
61,4.0,4.0,4.0,4.0,2.0,1.0,' positive'
62,3.0,3.0,4.0,4.0,2.0,2.0,' positive'
63,4.0,2.0,4.0,3.0,3.0,2.0,' positive'
64,3.0,4.0,4.0,4.0,2.0,2.0,' positive'
65,4.0,3.0,4.0,0.0,1.0,1.0,' positive'
66,0.0,4.0,0.0,4.0,3.0,3.0,' positive'
67,4.0,3.0,4.0,4.0,2.0,1.0,' positive'
68,4.0,2.0,4.0,4.0,2.0,1.0,' positive'
69,4.0,4.0,4.0,3.0,2.0,2.0,' positive'
70,4.0,3.0,4.0,4.0,0.0,0.0,' positive'
