%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 20     Instances: 337
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute '6' numeric
@attribute '7' numeric
@attribute '8' numeric
@attribute '9' numeric
@attribute '10' numeric
@attribute '11' numeric
@attribute '12' numeric
@attribute '13' numeric
@attribute '14' numeric
@attribute '15' numeric
@attribute '16' numeric
@attribute '17' numeric
@attribute 'y' {' negative',' positive'}

@data
0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,6.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,5.0,6.0,' negative'
1,3.0,1.0,4.0,2.0,3.0,4.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,5.0,6.0,' negative'
2,5.0,6.0,5.0,5.0,5.0,2.0,4.0,3.0,3.0,5.0,3.0,3.0,6.0,4.0,2.0,0.0,6.0,5.0,' negative'
3,6.0,8.0,8.0,5.0,4.0,4.0,6.0,1.0,5.0,6.0,5.0,5.0,9.0,4.0,2.0,0.0,3.0,4.0,' positive'
4,6.0,3.0,5.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,7.0,5.0,' negative'
5,8.0,8.0,8.0,4.0,3.0,4.0,7.0,1.0,6.0,7.0,5.0,6.0,7.0,4.0,2.0,2.0,2.0,4.0,' negative'
6,3.0,2.0,4.0,2.0,3.0,3.0,1.0,5.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,5.0,5.0,' negative'
7,7.0,4.0,6.0,4.0,3.0,2.0,5.0,1.0,4.0,3.0,4.0,5.0,3.0,5.0,2.0,1.0,6.0,3.0,' negative'
8,4.0,5.0,6.0,8.0,7.0,7.0,2.0,5.0,1.0,5.0,8.0,2.0,6.0,7.0,0.0,3.0,2.0,4.0,' negative'
9,7.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,8.0,9.0,' negative'
10,8.0,7.0,8.0,6.0,4.0,5.0,6.0,1.0,6.0,6.0,5.0,6.0,7.0,3.0,0.0,0.0,4.0,6.0,' positive'
11,6.0,8.0,8.0,6.0,4.0,5.0,7.0,1.0,7.0,8.0,6.0,7.0,7.0,4.0,2.0,3.0,3.0,4.0,' positive'
12,3.0,4.0,5.0,3.0,4.0,4.0,1.0,5.0,0.0,4.0,1.0,1.0,4.0,4.0,0.0,2.0,4.0,6.0,' negative'
13,6.0,9.0,9.0,6.0,4.0,5.0,7.0,1.0,7.0,9.0,5.0,7.0,7.0,4.0,4.0,6.0,3.0,5.0,' positive'
14,0.0,1.0,1.0,0.0,1.0,2.0,0.0,8.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,3.0,0.0,0.0,' positive'
15,3.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,1.0,2.0,1.0,1.0,4.0,5.0,0.0,0.0,1.0,1.0,' negative'
16,8.0,7.0,7.0,5.0,4.0,2.0,6.0,1.0,6.0,6.0,5.0,6.0,7.0,5.0,4.0,1.0,5.0,3.0,' negative'
17,4.0,4.0,3.0,0.0,0.0,3.0,2.0,5.0,1.0,4.0,2.0,1.0,5.0,6.0,2.0,1.0,0.0,0.0,' negative'
18,3.0,4.0,4.0,3.0,4.0,2.0,2.0,5.0,1.0,3.0,2.0,2.0,5.0,4.0,0.0,0.0,3.0,2.0,' negative'
19,4.0,3.0,6.0,5.0,5.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,6.0,6.0,' negative'
20,5.0,1.0,6.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,' positive'
21,8.0,7.0,8.0,4.0,2.0,4.0,5.0,1.0,5.0,5.0,4.0,5.0,8.0,4.0,4.0,2.0,4.0,5.0,' negative'
22,4.0,3.0,5.0,2.0,3.0,2.0,2.0,5.0,1.0,2.0,1.0,1.0,4.0,4.0,7.0,3.0,2.0,2.0,' negative'
23,3.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,1.0,3.0,2.0,1.0,3.0,4.0,1.0,2.0,3.0,3.0,' negative'
24,5.0,3.0,6.0,3.0,4.0,4.0,2.0,5.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0,1.0,6.0,7.0,' negative'
25,6.0,4.0,9.0,5.0,3.0,5.0,5.0,2.0,5.0,4.0,4.0,5.0,3.0,2.0,0.0,8.0,5.0,7.0,' positive'
26,3.0,2.0,5.0,2.0,2.0,3.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,4.0,0.0,4.0,2.0,3.0,' positive'
27,5.0,5.0,6.0,3.0,3.0,4.0,2.0,4.0,1.0,4.0,2.0,2.0,5.0,4.0,1.0,3.0,2.0,4.0,' negative'
28,7.0,4.0,8.0,5.0,4.0,3.0,6.0,1.0,5.0,4.0,6.0,5.0,5.0,4.0,2.0,1.0,4.0,4.0,' positive'
29,5.0,6.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,4.0,2.0,2.0,6.0,6.0,' negative'
30,7.0,5.0,7.0,5.0,4.0,3.0,5.0,1.0,5.0,4.0,4.0,5.0,6.0,4.0,3.0,2.0,5.0,4.0,' negative'
31,3.0,1.0,3.0,1.0,2.0,2.0,0.0,7.0,0.0,1.0,0.0,0.0,2.0,4.0,6.0,5.0,2.0,2.0,' negative'
32,7.0,4.0,6.0,3.0,3.0,5.0,3.0,4.0,2.0,6.0,2.0,2.0,4.0,4.0,8.0,0.0,4.0,4.0,' negative'
33,4.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,0.0,6.0,2.0,8.0,9.0,' negative'
34,5.0,1.0,3.0,3.0,4.0,3.0,1.0,6.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,7.0,5.0,7.0,' negative'
35,8.0,6.0,9.0,5.0,3.0,4.0,6.0,1.0,6.0,5.0,5.0,6.0,5.0,3.0,0.0,6.0,4.0,6.0,' negative'
36,6.0,8.0,9.0,4.0,2.0,4.0,6.0,1.0,6.0,7.0,5.0,6.0,7.0,4.0,0.0,6.0,3.0,4.0,' positive'
37,7.0,8.0,7.0,4.0,2.0,5.0,7.0,1.0,7.0,7.0,5.0,7.0,6.0,4.0,0.0,8.0,3.0,5.0,' positive'
38,9.0,6.0,9.0,4.0,2.0,5.0,6.0,1.0,6.0,6.0,5.0,6.0,5.0,3.0,8.0,0.0,4.0,5.0,' negative'
