%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 12     Instances: 3930
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute '6' numeric
@attribute '7' numeric
@attribute '8' numeric
@attribute '9' numeric
@attribute 'y' {' negative'}

@data
0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,' negative'
1,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,' negative'
2,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,' negative'
3,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,' negative'
4,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,' negative'
5,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,' negative'
6,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,' negative'
7,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,' negative'
8,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,' negative'
9,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,' negative'
10,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,' negative'
11,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,' negative'
12,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,' negative'
13,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,' negative'
14,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,' negative'
15,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,' negative'
16,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,' negative'
17,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,' negative'
18,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,' negative'
19,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,' negative'
20,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,' negative'
21,0.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,' negative'
22,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,' negative'
23,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,' negative'
24,2.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,' negative'
25,2.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,' negative'
26,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,' negative'
27,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,' negative'
28,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,' negative'
29,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,' negative'
30,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,' negative'
31,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negative'
32,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,' negative'
33,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,' negative'
34,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,' negative'
35,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negative'
36,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,' negative'
37,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,' negative'
38,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,' negative'
39,2.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,' negative'
40,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,' negative'
41,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,' negative'
42,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,' negative'
43,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,' negative'
44,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negative'
45,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,' negative'
46,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,' negative'
47,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,' negative'
48,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,' negative'
49,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,' negative'
50,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,' negative'
51,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negative'
52,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,' negative'
53,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,' negative'
54,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,' negative'
55,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,' negative'
56,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,' negative'
57,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,' negative'
