%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 13     Instances: 315
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute '6' numeric
@attribute '7' numeric
@attribute '8' numeric
@attribute '9' numeric
@attribute '10' numeric
@attribute 'y' {' negative',' positive'}

@data
0,4.0,9.0,1.0,0.0,2.0,0.0,3.0,3.0,2.0,3.0,2.0,' negative'
1,3.0,4.0,2.0,2.0,1.0,0.0,3.0,3.0,4.0,1.0,3.0,' negative'
2,3.0,0.0,4.0,2.0,2.0,0.0,3.0,4.0,5.0,3.0,3.0,' negative'
3,4.0,1.0,3.0,4.0,1.0,0.0,2.0,5.0,3.0,1.0,2.0,' negative'
4,4.0,1.0,3.0,4.0,1.0,0.0,2.0,5.0,3.0,1.0,2.0,' negative'
5,4.0,0.0,3.0,4.0,1.0,0.0,1.0,5.0,1.0,4.0,2.0,' negative'
6,3.0,7.0,3.0,2.0,1.0,0.0,2.0,4.0,4.0,1.0,1.0,' negative'
7,3.0,3.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,3.0,' negative'
8,4.0,3.0,4.0,9.0,1.0,1.0,3.0,8.0,2.0,3.0,1.0,' negative'
9,3.0,5.0,4.0,4.0,1.0,0.0,3.0,5.0,4.0,3.0,2.0,' negative'
10,4.0,4.0,2.0,3.0,0.0,0.0,2.0,3.0,3.0,2.0,4.0,' negative'
11,2.0,2.0,5.0,1.0,7.0,2.0,3.0,3.0,2.0,2.0,2.0,' negative'
12,3.0,7.0,3.0,0.0,0.0,0.0,1.0,3.0,5.0,7.0,4.0,' negative'
13,3.0,4.0,6.0,5.0,1.0,1.0,2.0,6.0,3.0,3.0,1.0,' negative'
14,2.0,1.0,5.0,1.0,0.0,0.0,2.0,1.0,7.0,2.0,6.0,' positive'
15,3.0,8.0,3.0,2.0,1.0,0.0,2.0,4.0,4.0,1.0,1.0,' negative'
16,3.0,1.0,5.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,4.0,' negative'
17,2.0,4.0,4.0,2.0,0.0,2.0,5.0,3.0,3.0,6.0,3.0,' negative'
18,3.0,3.0,5.0,6.0,1.0,1.0,4.0,6.0,3.0,3.0,2.0,' negative'
19,2.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,1.0,3.0,' negative'
20,3.0,4.0,7.0,5.0,1.0,2.0,3.0,6.0,3.0,3.0,1.0,' negative'
21,2.0,0.0,5.0,1.0,6.0,2.0,3.0,4.0,2.0,2.0,2.0,' negative'
22,2.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,5.0,4.0,4.0,' negative'
23,2.0,4.0,1.0,0.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,' negative'
24,1.0,0.0,2.0,1.0,1.0,0.0,2.0,3.0,5.0,1.0,2.0,' negative'
25,3.0,3.0,6.0,7.0,1.0,0.0,3.0,6.0,1.0,2.0,2.0,' negative'
26,3.0,5.0,4.0,4.0,1.0,0.0,3.0,5.0,4.0,4.0,2.0,' negative'
27,4.0,2.0,3.0,3.0,1.0,1.0,3.0,5.0,6.0,1.0,2.0,' negative'
28,3.0,5.0,5.0,8.0,2.0,1.0,4.0,7.0,3.0,5.0,1.0,' negative'
29,3.0,2.0,5.0,4.0,2.0,1.0,3.0,5.0,0.0,3.0,1.0,' negative'
30,3.0,1.0,5.0,8.0,1.0,1.0,2.0,8.0,4.0,2.0,1.0,' negative'
31,4.0,2.0,3.0,5.0,1.0,0.0,3.0,6.0,3.0,5.0,2.0,' negative'
32,2.0,1.0,3.0,5.0,1.0,1.0,3.0,5.0,5.0,2.0,2.0,' negative'
33,2.0,2.0,3.0,3.0,1.0,1.0,3.0,5.0,4.0,2.0,1.0,' negative'
34,4.0,3.0,2.0,1.0,1.0,0.0,2.0,3.0,4.0,2.0,4.0,' negative'
35,4.0,2.0,2.0,0.0,1.0,0.0,2.0,4.0,4.0,3.0,2.0,' negative'
36,2.0,1.0,6.0,5.0,1.0,1.0,4.0,5.0,3.0,4.0,2.0,' negative'
37,2.0,4.0,1.0,2.0,0.0,1.0,4.0,3.0,3.0,5.0,3.0,' negative'
38,2.0,3.0,3.0,7.0,1.0,1.0,4.0,6.0,4.0,3.0,2.0,' negative'
39,4.0,3.0,6.0,7.0,0.0,2.0,4.0,6.0,2.0,5.0,2.0,' negative'
40,5.0,4.0,8.0,6.0,1.0,0.0,4.0,6.0,2.0,6.0,3.0,' negative'
41,2.0,2.0,2.0,5.0,1.0,1.0,3.0,6.0,5.0,2.0,2.0,' negative'
42,3.0,2.0,5.0,9.0,1.0,1.0,3.0,8.0,1.0,3.0,2.0,' negative'
43,3.0,1.0,4.0,3.0,1.0,0.0,1.0,4.0,2.0,5.0,2.0,' negative'
44,2.0,2.0,3.0,6.0,0.0,1.0,3.0,6.0,5.0,2.0,2.0,' negative'
45,2.0,5.0,0.0,2.0,1.0,1.0,2.0,4.0,3.0,4.0,3.0,' negative'
46,4.0,3.0,3.0,0.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,' negative'
47,2.0,2.0,5.0,3.0,1.0,2.0,4.0,4.0,4.0,3.0,2.0,' negative'
48,2.0,2.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,3.0,1.0,' negative'
49,3.0,7.0,2.0,4.0,0.0,0.0,2.0,5.0,4.0,3.0,2.0,' negative'
50,3.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,6.0,5.0,8.0,' positive'
51,0.0,3.0,0.0,3.0,0.0,1.0,3.0,3.0,5.0,5.0,3.0,' negative'
52,8.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,' positive'
53,3.0,4.0,4.0,1.0,0.0,1.0,2.0,0.0,4.0,1.0,8.0,' positive'
54,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,2.0,' negative'
