,0,1,2,3,4,5,6,7,8,9,Class
0,9.0,8.0,9.0,3.0,3.0,8.0,6.0,8.0,0.0,3.0, negative
1,6.0,0.0,9.0,0.0,6.0,2.0,0.0,2.0,3.0,0.0, negative
2,6.0,3.0,3.0,3.0,6.0,0.0,3.0,0.0,9.0,0.0, negative
3,9.0,9.0,3.0,9.0,9.0,5.0,6.0,5.0,0.0,9.0, negative
4,3.0,7.0,6.0,9.0,6.0,7.0,0.0,9.0,0.0,7.0, negative
5,6.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0, negative
6,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0, negative
7,6.0,7.0,9.0,7.0,3.0,7.0,0.0,9.0,6.0,9.0, negative
8,3.0,0.0,3.0,6.0,6.0,6.0,0.0,0.0,9.0,0.0, negative
9,9.0,0.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0, negative
10,0.0,9.0,0.0,8.0,3.0,9.0,9.0,9.0,3.0,8.0, negative
11,9.0,6.0,9.0,5.0,6.0,5.0,3.0,6.0,0.0,6.0, negative
12,3.0,7.0,0.0,7.0,9.0,9.0,6.0,7.0,3.0,9.0, negative
13,6.0,3.0,0.0,5.0,3.0,5.0,0.0,3.0,6.0,5.0, negative
14,6.0,8.0,6.0,7.0,0.0,7.0,9.0,8.0,3.0,7.0, negative
15,0.0,2.0,9.0,6.0,9.0,2.0,3.0,6.0,0.0,6.0, negative
16,3.0,9.0,6.0,0.0,9.0,0.0,0.0,9.0,3.0,0.0, negative
17,9.0,9.0,6.0,9.0,6.0,9.0,0.0,9.0,9.0,9.0, negative
18,6.0,4.0,0.0,4.0,3.0,4.0,9.0,5.0,3.0,5.0, negative
19,0.0,7.0,0.0,0.0,3.0,0.0,6.0,7.0,9.0,7.0, negative
20,3.0,6.0,9.0,7.0,9.0,6.0,6.0,7.0,6.0,6.0, negative
21,9.0,5.0,9.0,9.0,3.0,5.0,0.0,5.0,6.0,9.0, negative
22,6.0,9.0,6.0,5.0,3.0,9.0,3.0,5.0,9.0,9.0, negative
23,6.0,6.0,3.0,5.0,0.0,5.0,9.0,6.0,9.0,5.0, negative
24,0.0,5.0,0.0,4.0,3.0,4.0,3.0,5.0,6.0,5.0, negative
25,0.0,9.0,6.0,0.0,6.0,9.0,3.0,0.0,0.0,0.0, negative
26,3.0,0.0,9.0,9.0,6.0,9.0,9.0,0.0,0.0,9.0, negative
27,6.0,1.0,9.0,2.0,3.0,1.0,0.0,2.0,9.0,1.0, negative
28,0.0,5.0,9.0,6.0,9.0,5.0,6.0,6.0,3.0,6.0, negative
29,6.0,9.0,9.0,9.0,3.0,9.0,3.0,0.0,9.0,0.0, negative
30,6.0,0.0,3.0,0.0,6.0,6.0,3.0,6.0,9.0,0.0, negative
31,0.0,9.0,9.0,5.0,6.0,5.0,9.0,9.0,0.0,5.0, negative
32,0.0,0.0,0.0,3.0,6.0,0.0,3.0,3.0,6.0,3.0, negative
33,9.0,9.0,0.0,9.0,3.0,9.0,0.0,9.0,9.0,9.0, negative
34,3.0,8.0,9.0,4.0,0.0,4.0,0.0,8.0,3.0,4.0, negative
35,9.0,8.0,9.0,5.0,3.0,5.0,3.0,8.0,0.0,5.0, negative
36,6.0,7.0,3.0,7.0,9.0,9.0,0.0,7.0,6.0,9.0, negative
37,0.0,8.0,9.0,8.0,6.0,8.0,3.0,5.0,0.0,5.0, negative
38,9.0,0.0,3.0,0.0,3.0,5.0,0.0,5.0,9.0,5.0, negative
39,0.0,9.0,6.0,9.0,3.0,0.0,0.0,0.0,3.0,9.0, negative
40,6.0,9.0,0.0,9.0,3.0,2.0,9.0,9.0,9.0,2.0, negative
41,6.0,5.0,6.0,1.0,3.0,1.0,3.0,5.0,9.0,5.0, negative
42,9.0,7.0,6.0,7.0,0.0,0.0,0.0,7.0,3.0,0.0, negative
43,6.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0, negative
44,0.0,0.0,6.0,0.0,3.0,0.0,9.0,9.0,6.0,9.0, negative
45,3.0,0.0,0.0,7.0,0.0,0.0,9.0,7.0,9.0,0.0, negative
46,3.0,5.0,0.0,5.0,3.0,3.0,0.0,3.0,9.0,5.0, negative
47,9.0,8.0,9.0,3.0,3.0,8.0,0.0,8.0,3.0,3.0, negative
48,6.0,3.0,0.0,9.0,3.0,9.0,0.0,3.0,3.0,3.0, negative
49,6.0,2.0,3.0,2.0,9.0,7.0,3.0,7.0,9.0,2.0, negative
50,6.0,9.0,3.0,9.0,0.0,9.0,3.0,7.0,6.0,7.0, negative
51,0.0,0.0,9.0,5.0,6.0,0.0,3.0,5.0,9.0,0.0, negative
52,0.0,3.0,3.0,5.0,6.0,3.0,3.0,3.0,6.0,5.0, negative
53,9.0,6.0,6.0,8.0,9.0,8.0,0.0,6.0,6.0,6.0, negative
54,6.0,4.0,6.0,0.0,3.0,4.0,0.0,0.0,9.0,4.0, negative
