%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 8     Instances: 63
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute 'y' {' negative',' positive'}

@data
0,0.0,0.0,1.0,2.0,1.0,2.0,' negative'
1,3.0,2.0,1.0,2.0,2.0,2.0,' negative'
2,0.0,2.0,1.0,1.0,3.0,3.0,' negative'
3,2.0,1.0,1.0,2.0,3.0,3.0,' negative'
4,0.0,2.0,1.0,1.0,1.0,0.0,' negative'
5,3.0,2.0,1.0,1.0,1.0,2.0,' negative'
6,2.0,1.0,1.0,2.0,1.0,1.0,' negative'
7,1.0,2.0,1.0,0.0,1.0,2.0,' negative'
8,2.0,1.0,1.0,2.0,1.0,2.0,' negative'
9,1.0,2.0,1.0,1.0,1.0,2.0,' negative'
10,4.0,2.0,1.0,3.0,0.0,0.0,' negative'
11,1.0,1.0,1.0,0.0,1.0,2.0,' negative'
12,2.0,1.0,1.0,2.0,3.0,3.0,' negative'
13,1.0,1.0,1.0,1.0,1.0,2.0,' negative'
14,1.0,0.0,1.0,1.0,0.0,0.0,' negative'
15,1.0,1.0,1.0,1.0,2.0,2.0,' negative'
16,0.0,1.0,1.0,1.0,1.0,2.0,' negative'
17,2.0,0.0,1.0,2.0,1.0,2.0,' negative'
18,2.0,1.0,1.0,1.0,1.0,2.0,' negative'
19,1.0,1.0,1.0,2.0,2.0,2.0,' negative'
20,2.0,2.0,1.0,3.0,1.0,2.0,' negative'
21,3.0,2.0,1.0,1.0,2.0,2.0,' negative'
22,2.0,2.0,1.0,0.0,1.0,1.0,' negative'
23,2.0,1.0,1.0,0.0,1.0,2.0,' negative'
24,2.0,2.0,1.0,2.0,0.0,1.0,' negative'
25,1.0,1.0,1.0,1.0,0.0,0.0,' negative'
26,2.0,2.0,1.0,1.0,2.0,2.0,' negative'
27,0.0,2.0,1.0,1.0,1.0,2.0,' negative'
28,2.0,1.0,1.0,1.0,3.0,3.0,' negative'
29,0.0,2.0,1.0,2.0,1.0,2.0,' negative'
30,2.0,2.0,1.0,3.0,4.0,0.0,' negative'
31,2.0,0.0,1.0,3.0,4.0,4.0,' negative'
32,3.0,1.0,1.0,3.0,4.0,4.0,' negative'
33,0.0,3.0,1.0,4.0,3.0,3.0,' negative'
34,0.0,0.0,1.0,3.0,4.0,4.0,' negative'
35,4.0,0.0,1.0,3.0,4.0,4.0,' negative'
36,0.0,0.0,0.0,2.0,4.0,0.0,' negative'
37,2.0,2.0,1.0,2.0,4.0,4.0,' negative'
38,2.0,3.0,1.0,2.0,4.0,4.0,' negative'
39,0.0,3.0,1.0,4.0,3.0,3.0,' negative'
40,1.0,2.0,1.0,0.0,4.0,4.0,' negative'
41,2.0,2.0,1.0,1.0,4.0,0.0,' negative'
42,4.0,4.0,1.0,3.0,4.0,3.0,' negative'
43,4.0,3.0,1.0,4.0,0.0,1.0,' positive'
44,4.0,3.0,1.0,3.0,2.0,1.0,' positive'
45,4.0,0.0,1.0,3.0,3.0,1.0,' positive'
46,4.0,3.0,1.0,4.0,2.0,1.0,' positive'
47,4.0,4.0,1.0,4.0,0.0,1.0,' positive'
48,3.0,4.0,1.0,2.0,1.0,1.0,' positive'
49,4.0,4.0,1.0,4.0,3.0,2.0,' positive'
50,4.0,4.0,1.0,4.0,3.0,1.0,' positive'
51,4.0,4.0,1.0,4.0,3.0,0.0,' positive'
52,4.0,3.0,1.0,4.0,3.0,0.0,' positive'
53,4.0,4.0,1.0,4.0,3.0,0.0,' positive'
54,4.0,4.0,1.0,4.0,2.0,1.0,' positive'
55,3.0,3.0,1.0,4.0,2.0,2.0,' positive'
56,4.0,2.0,1.0,3.0,3.0,1.0,' positive'
57,3.0,4.0,1.0,4.0,2.0,2.0,' positive'
58,4.0,3.0,1.0,0.0,1.0,1.0,' positive'
59,0.0,4.0,0.0,4.0,3.0,3.0,' positive'
60,4.0,2.0,1.0,4.0,2.0,1.0,' positive'
61,4.0,3.0,1.0,3.0,2.0,2.0,' positive'
62,4.0,3.0,1.0,4.0,0.0,0.0,' positive'
