@relation ./ML-assignments/Assignment6/databases_disc/databases_KBN2_arff/ecoli-0-6-7_vs_3-5/KBN2ecoli-0-6-7_vs_3-5-5-5tra.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute Class {' negative'}
@data
0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,' negativ
1,3.0,0.0,1.0,0.0,3.0,2.0,2.0,' negativ
2,3.0,2.0,1.0,0.0,3.0,3.0,2.0,' negativ
3,1.0,1.0,1.0,0.0,3.0,1.0,2.0,' negativ
4,4.0,2.0,1.0,0.0,1.0,2.0,2.0,' negativ
5,1.0,1.0,1.0,0.0,2.0,1.0,1.0,' negativ
6,0.0,2.0,1.0,0.0,2.0,3.0,3.0,' negativ
7,2.0,0.0,1.0,0.0,3.0,1.0,0.0,' negativ
8,2.0,1.0,1.0,0.0,3.0,1.0,2.0,' negativ
9,1.0,2.0,1.0,0.0,2.0,1.0,1.0,' negativ
10,2.0,1.0,1.0,0.0,2.0,1.0,2.0,' negativ
11,3.0,0.0,1.0,0.0,2.0,2.0,2.0,' negativ
12,1.0,2.0,1.0,0.0,3.0,1.0,1.0,' negativ
13,1.0,0.0,1.0,0.0,2.0,2.0,3.0,' negativ
14,2.0,2.0,1.0,0.0,1.0,1.0,2.0,' negativ
15,2.0,1.0,1.0,0.0,3.0,3.0,3.0,' negativ
16,1.0,0.0,1.0,0.0,2.0,1.0,2.0,' negativ
17,2.0,3.0,1.0,0.0,2.0,1.0,1.0,' negativ
18,0.0,2.0,1.0,0.0,1.0,1.0,0.0,' negativ
19,1.0,1.0,1.0,0.0,4.0,0.0,0.0,' negativ
20,2.0,2.0,1.0,0.0,3.0,1.0,1.0,' negativ
21,1.0,1.0,1.0,0.0,3.0,2.0,3.0,' negativ
22,1.0,0.0,1.0,0.0,2.0,2.0,2.0,' negativ
23,1.0,2.0,1.0,0.0,0.0,2.0,2.0,' negativ
24,2.0,2.0,1.0,0.0,2.0,1.0,2.0,' negativ
25,3.0,1.0,1.0,0.0,2.0,1.0,2.0,' negativ
26,3.0,2.0,1.0,0.0,1.0,2.0,2.0,' negativ
27,0.0,1.0,1.0,0.0,2.0,2.0,2.0,' negativ
28,1.0,1.0,1.0,0.0,1.0,1.0,1.0,' negativ
29,2.0,3.0,1.0,0.0,2.0,2.0,2.0,' negativ
30,1.0,3.0,1.0,0.0,2.0,1.0,2.0,' negativ
31,4.0,2.0,1.0,0.0,3.0,0.0,0.0,' negativ
32,2.0,2.0,1.0,0.0,1.0,1.0,2.0,' negativ
33,2.0,2.0,1.0,0.0,3.0,1.0,1.0,' negativ
34,2.0,2.0,1.0,0.0,3.0,2.0,2.0,' negativ
35,0.0,1.0,1.0,0.0,3.0,2.0,3.0,' negativ
36,0.0,0.0,1.0,0.0,2.0,2.0,2.0,' negativ
37,1.0,1.0,1.0,0.0,0.0,2.0,2.0,' negativ
38,4.0,2.0,1.0,0.0,3.0,2.0,2.0,' negativ
39,1.0,1.0,1.0,0.0,2.0,2.0,0.0,' negativ
40,2.0,0.0,1.0,0.0,2.0,1.0,2.0,' negativ
41,2.0,1.0,1.0,0.0,3.0,0.0,1.0,' negativ
42,1.0,1.0,1.0,0.0,2.0,2.0,2.0,' negativ
43,2.0,3.0,1.0,0.0,2.0,2.0,2.0,' negativ
44,1.0,0.0,1.0,0.0,2.0,0.0,0.0,' negativ
45,1.0,1.0,1.0,0.0,1.0,2.0,2.0,' negativ
46,1.0,3.0,1.0,0.0,1.0,3.0,3.0,' negativ
47,3.0,2.0,1.0,0.0,1.0,2.0,2.0,' negativ
48,3.0,1.0,1.0,0.0,1.0,2.0,2.0,' negativ
49,2.0,1.0,1.0,0.0,0.0,2.0,2.0,' negativ
50,2.0,1.0,1.0,0.0,3.0,2.0,2.0,' negativ
51,2.0,3.0,1.0,0.0,0.0,3.0,3.0,' negativ
52,3.0,1.0,1.0,0.0,2.0,1.0,2.0,' negativ
53,2.0,2.0,1.0,0.0,3.0,3.0,3.0,' negativ
54,1.0,0.0,1.0,0.0,2.0,1.0,2.0,' negativ
55,3.0,1.0,1.0,0.0,3.0,2.0,2.0,' negativ
56,1.0,2.0,1.0,0.0,3.0,3.0,3.0,' negativ
57,1.0,1.0,1.0,0.0,2.0,2.0,2.0,' negativ
58,3.0,3.0,1.0,0.0,2.0,3.0,3.0,' negativ
59,1.0,1.0,1.0,0.0,2.0,1.0,2.0,' negativ
60,2.0,2.0,1.0,0.0,3.0,0.0,3.0,' negativ
61,1.0,1.0,1.0,0.0,1.0,1.0,2.0,' negativ
62,2.0,2.0,1.0,0.0,2.0,1.0,2.0,' negativ
63,2.0,0.0,1.0,0.0,2.0,2.0,2.0,' negativ
64,1.0,2.0,1.0,0.0,1.0,1.0,2.0,' negativ
65,2.0,1.0,1.0,0.0,2.0,1.0,2.0,' negativ
66,1.0,2.0,1.0,0.0,3.0,2.0,2.0,' negativ
67,2.0,1.0,1.0,0.0,2.0,2.0,2.0,' negativ
68,2.0,2.0,1.0,0.0,2.0,1.0,2.0,' negativ
69,2.0,3.0,1.0,0.0,3.0,1.0,2.0,' negativ
70,0.0,2.0,1.0,0.0,1.0,1.0,1.0,' negativ
71,3.0,2.0,1.0,0.0,0.0,1.0,2.0,' negativ
