%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 9     Instances: 115
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute '6' numeric
@attribute 'y' {' negative',' positive'}

@data
0,2.0,5.0,6.0,6.0,0.0,4.0,0.0,' negative'
1,3.0,3.0,8.0,3.0,0.0,6.0,1.0,' negative'
2,4.0,5.0,5.0,3.0,0.0,5.0,0.0,' negative'
3,6.0,6.0,7.0,3.0,0.0,2.0,0.0,' negative'
4,2.0,2.0,8.0,0.0,0.0,5.0,6.0,' negative'
5,3.0,2.0,4.0,5.0,0.0,3.0,3.0,' negative'
6,3.0,3.0,6.0,3.0,0.0,4.0,1.0,' negative'
7,6.0,6.0,7.0,3.0,0.0,5.0,2.0,' negative'
8,4.0,3.0,5.0,8.0,0.0,4.0,8.0,' negative'
9,3.0,2.0,7.0,1.0,0.0,3.0,0.0,' negative'
10,3.0,3.0,8.0,4.0,0.0,3.0,0.0,' negative'
11,2.0,1.0,6.0,3.0,0.0,5.0,1.0,' negative'
12,4.0,4.0,6.0,2.0,0.0,3.0,1.0,' negative'
13,2.0,7.0,6.0,2.0,0.0,3.0,2.0,' negative'
14,6.0,4.0,7.0,1.0,0.0,3.0,1.0,' negative'
15,3.0,6.0,6.0,4.0,0.0,3.0,4.0,' negative'
16,6.0,4.0,4.0,7.0,0.0,5.0,8.0,' negative'
17,2.0,4.0,7.0,1.0,0.0,3.0,0.0,' negative'
18,4.0,3.0,8.0,2.0,0.0,5.0,3.0,' negative'
19,3.0,0.0,9.0,5.0,0.0,3.0,0.0,' negative'
20,5.0,5.0,6.0,3.0,0.0,4.0,3.0,' negative'
21,2.0,2.0,8.0,3.0,0.0,5.0,1.0,' negative'
22,2.0,1.0,8.0,3.0,0.0,5.0,2.0,' negative'
23,2.0,1.0,8.0,6.0,0.0,4.0,2.0,' negative'
24,4.0,1.0,7.0,4.0,0.0,3.0,1.0,' negative'
25,4.0,3.0,4.0,2.0,0.0,4.0,4.0,' negative'
26,5.0,3.0,5.0,3.0,0.0,5.0,0.0,' negative'
27,2.0,2.0,6.0,4.0,0.0,5.0,1.0,' negative'
28,1.0,4.0,4.0,1.0,0.0,0.0,1.0,' negative'
29,5.0,4.0,6.0,1.0,0.0,4.0,4.0,' negative'
30,4.0,6.0,6.0,4.0,0.0,5.0,0.0,' negative'
31,7.0,5.0,5.0,2.0,0.0,5.0,3.0,' negative'
32,2.0,3.0,4.0,3.0,0.0,5.0,2.0,' negative'
33,5.0,2.0,8.0,1.0,0.0,2.0,1.0,' negative'
34,5.0,2.0,7.0,1.0,0.0,5.0,2.0,' negative'
35,4.0,3.0,7.0,4.0,0.0,2.0,5.0,' negative'
36,3.0,2.0,7.0,4.0,0.0,4.0,0.0,' negative'
