@relation ./ML-assignments/Assignment6/databases_disc/databases_EWD2_arff/shuttle-2_vs_5/EWD2shuttle-2_vs_5-5-2tra.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute Class {' negative'}
@data
0,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
1,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
2,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
3,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
4,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
5,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
6,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
7,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
8,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
9,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
10,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
11,2.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
12,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
13,2.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
14,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
15,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
16,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
17,2.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
18,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
19,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
20,2.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
21,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
22,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
23,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
24,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
25,2.0,0.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,' negativ
26,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
27,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
28,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
29,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
30,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
31,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
32,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
33,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
34,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
35,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
36,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
37,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
38,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
39,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
40,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
41,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
42,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
43,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
44,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
45,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
46,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
47,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
48,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
49,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
50,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
51,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
52,2.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
53,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
54,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
55,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
56,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
57,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
58,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
59,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
60,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
61,2.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
62,2.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
63,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
64,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
65,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
66,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
67,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
68,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
69,2.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
70,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
71,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
72,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
73,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
74,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
75,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
76,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
77,2.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
78,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
79,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
80,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
81,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
82,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
83,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
84,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
85,2.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
86,2.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
87,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
88,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
89,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
90,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
91,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
92,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
93,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
94,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
95,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
96,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
97,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
98,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
99,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
100,2.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
101,2.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
102,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
103,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
104,2.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
105,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
106,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
107,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
108,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
109,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
110,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
111,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
112,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
113,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
114,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
115,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
116,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
117,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
118,2.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
119,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
120,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
121,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
122,3.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,' negativ
123,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
124,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
125,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
126,2.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
127,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
128,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
129,1.0,0.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,' negativ
