@relation ./ML-assignments/Assignment6/databases_disc/databases_KBN1_arff/ecoli-0-1-4-6_vs_5/KBN1ecoli-0-1-4-6_vs_5-5-5tst.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute Class {' negative',' positive'}
@data
0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
1,0.0,0.0,1.0,1.0,1.0,1.0,' negativ
2,0.0,1.0,1.0,0.0,1.0,1.0,' negativ
3,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
4,1.0,1.0,1.0,1.0,0.0,1.0,' negativ
5,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
6,1.0,1.0,1.0,1.0,0.0,0.0,' negativ
7,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
8,0.0,1.0,1.0,0.0,1.0,1.0,' negativ
9,0.0,1.0,1.0,1.0,1.0,1.0,' negativ
10,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
11,0.0,1.0,1.0,1.0,1.0,1.0,' negativ
12,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
13,1.0,1.0,1.0,1.0,0.0,1.0,' negativ
14,0.0,0.0,1.0,1.0,0.0,1.0,' negativ
15,1.0,0.0,1.0,1.0,0.0,1.0,' negativ
16,1.0,0.0,1.0,1.0,0.0,1.0,' negativ
17,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
18,1.0,1.0,1.0,0.0,1.0,1.0,' negativ
19,2.0,1.0,1.0,1.0,1.0,0.0,' negativ
20,1.0,1.0,1.0,1.0,0.0,0.0,' negativ
21,1.0,1.0,1.0,0.0,0.0,0.0,' negativ
22,1.0,1.0,1.0,1.0,0.0,0.0,' negativ
23,1.0,1.0,1.0,1.0,0.0,1.0,' negativ
24,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
25,0.0,1.0,1.0,1.0,1.0,1.0,' negativ
26,0.0,2.0,1.0,2.0,1.0,2.0,' negativ
27,2.0,1.0,1.0,1.0,2.0,2.0,' negativ
28,2.0,1.0,1.0,1.0,2.0,0.0,' negativ
29,1.0,1.0,1.0,1.0,2.0,0.0,' negativ
30,1.0,1.0,1.0,1.0,2.0,2.0,' negativ
31,1.0,1.0,1.0,1.0,2.0,2.0,' negativ
32,2.0,1.0,1.0,1.0,2.0,2.0,' negativ
33,0.0,0.0,1.0,1.0,2.0,2.0,' negativ
34,0.0,1.0,1.0,2.0,0.0,2.0,' negativ
35,1.0,1.0,1.0,1.0,2.0,2.0,' negativ
36,0.0,1.0,1.0,2.0,2.0,2.0,' negativ
37,1.0,1.0,1.0,2.0,2.0,2.0,' negativ
38,0.0,1.0,1.0,1.0,2.0,0.0,' negativ
39,2.0,1.0,1.0,2.0,0.0,2.0,' negativ
40,2.0,1.0,1.0,1.0,0.0,2.0,' negativ
41,2.0,2.0,1.0,0.0,2.0,2.0,' negativ
42,2.0,1.0,1.0,1.0,2.0,2.0,' negativ
43,2.0,1.0,1.0,1.0,2.0,2.0,' negativ
44,2.0,0.0,1.0,1.0,2.0,2.0,' negativ
45,2.0,1.0,1.0,1.0,2.0,0.0,' negativ
46,2.0,1.0,1.0,0.0,1.0,2.0,' negativ
47,1.0,2.0,0.0,1.0,2.0,2.0,' negativ
48,2.0,1.0,1.0,2.0,2.0,2.0,' negativ
49,2.0,1.0,0.0,1.0,1.0,1.0,' negativ
50,2.0,1.0,0.0,2.0,1.0,0.0,' negativ
51,2.0,2.0,1.0,2.0,1.0,0.0,' positiv
52,1.0,2.0,1.0,2.0,1.0,1.0,' positiv
53,1.0,2.0,1.0,2.0,1.0,1.0,' positiv
54,2.0,2.0,1.0,2.0,0.0,0.0,' positiv
55,2.0,2.0,1.0,2.0,0.0,0.0,' positiv
56,2.0,2.0,1.0,2.0,1.0,0.0,' positiv
57,2.0,2.0,1.0,2.0,0.0,0.0,' positiv
58,2.0,2.0,1.0,1.0,1.0,1.0,' positiv
59,2.0,2.0,1.0,2.0,1.0,1.0,' positiv
60,2.0,0.0,1.0,1.0,1.0,0.0,' positiv
61,2.0,2.0,1.0,2.0,1.0,0.0,' positiv
62,2.0,2.0,1.0,2.0,1.0,0.0,' positiv
63,2.0,1.0,1.0,2.0,1.0,0.0,' positiv
64,2.0,2.0,1.0,2.0,1.0,0.0,' positiv
65,2.0,1.0,1.0,2.0,1.0,1.0,' positiv
66,2.0,1.0,1.0,0.0,1.0,0.0,' positiv
67,0.0,2.0,0.0,2.0,1.0,1.0,' positiv
68,2.0,1.0,1.0,2.0,1.0,0.0,' positiv
69,2.0,1.0,1.0,2.0,1.0,0.0,' positiv
70,2.0,2.0,1.0,2.0,1.0,1.0,' positiv
