,0,1,2,3,4,5,6,7,8,Class
0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
1,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
2,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
3,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
4,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
5,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
6,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
7,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
8,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
9,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
10,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
11,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
12,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
13,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
14,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
15,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
16,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
17,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
18,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
19,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
20,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
21,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
22,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
23,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
24,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
25,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
26,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
27,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
28,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
29,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
30,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
31,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
32,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
33,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
34,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
35,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
36,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
37,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
38,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
39,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
40,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
41,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
42,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
43,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
44,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
45,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
46,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
47,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
48,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
49,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
50,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
51,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
52,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
53,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
54,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
55,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
56,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
57,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
58,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
59,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
60,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
61,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
62,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
63,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
64,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
65,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
66,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
67,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
68,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
69,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
70,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
71,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
72,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
73,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
74,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
75,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
76,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
77,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
78,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
79,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
80,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
81,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
82,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
83,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
84,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
85,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
86,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
87,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
88,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
89,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
90,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
91,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
92,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
93,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
94,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
95,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
96,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
97,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
98,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
99,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
100,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
101,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
102,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
103,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
104,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
105,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
106,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
107,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
108,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
109,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
110,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
111,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
112,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
113,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
114,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
115,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
116,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
117,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
118,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
119,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
120,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0, negative
121,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
122,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0, negative
