1.52212996, 14.20795, 3.82099, 0.46976, 71.77, 0.11178, 9.5726, 0.0, 0.0, negative
1.52222108, 13.21045, 3.7716, 0.79076, 71.9884, 0.13041, 10.2452, 0.0, 0.0, negative
1.52099096, 13.68925, 3.592, 1.12139, 71.9604, 0.08694, 9.40044, 0.0, 0.0, negative
1.51910022, 13.90205, 3.73119, 1.17917, 72.1228, 0.0621, 8.89472, 0.0, 0.0, negative
1.51746006, 12.83805, 3.5022, 1.14065, 73.2708, 0.5589, 8.5504, 0.0, 0.0, negative
1.5215149, 13.05085, 3.65037, 0.87101, 72.218, 0.19251, 9.85236, 0.0, 0.0867, negative
1.51595658, 12.7915, 3.60996, 1.61894, 72.9684, 0.63963, 8.0662, 0.0, 0.1326, negative
1.51777898, 13.21045, 3.38995, 1.33004, 72.7612, 0.58995, 8.59344, 0.0, 0.0, negative
1.51755118, 13.4831, 3.74017, 1.16954, 72.9908, 0.58995, 8.03392, 0.0, 0.0, negative
1.51910022, 13.88875, 3.52914, 1.32041, 71.8092, 0.50922, 8.77636, 0.11025, 0.0, negative
1.5229956, 13.3102, 3.57853, 0.81965, 71.9884, 0.11799, 10.17516, 0.0, 0.0153, negative
1.51750562, 12.8181, 3.55159, 1.49054, 72.75, 0.54027, 8.51812, 0.0, 0.0969, negative
1.51755118, 12.7117, 3.42138, 1.19843, 73.198, 0.58995, 8.63648, 0.0, 0.0, negative
1.51905466, 13.6028, 3.61894, 1.10855, 72.638, 0.14283, 8.75484, 0.0, 0.0, negative
1.5190091, 13.48975, 3.47975, 1.3493, 71.9492, 0.55269, 9.00232, 0.0, 0.0, negative
1.52725546, 13.8023, 3.15198, 0.65915, 70.5716, 0.08073, 11.63852, 0.0, 0.0, negative
1.51618438, 13.01095, 3.5022, 1.48091, 72.89, 0.60237, 8.12, 0.0, 0.0, negative
1.51743728, 12.19965, 3.25076, 1.15991, 73.5508, 0.621, 8.89472, 0.0, 0.1224, negative
1.52474966, 11.4482, 0.0, 1.87895, 72.19, 0.8073, 13.24176, 0.0, 0.1734, negative
1.51828014, 13.23705, 3.90181, 1.41029, 72.33, 0.55269, 8.31368, 0.0, 0.051, negative
1.51789288, 13.1905, 3.90181, 1.30115, 72.33, 0.55269, 8.4428, 0.0, 0.1428, negative
1.51613882, 13.922, 3.52016, 1.24979, 72.8788, 0.3726, 7.93708, 0.0, 0.0714, negative
1.51632106, 13.3368, 3.56955, 1.57079, 72.8676, 0.60858, 7.89404, 0.0, 0.0, negative
1.51572878, 14.85965, 3.66833, 1.74092, 71.8708, 0.16146, 7.35604, 0.0, 0.0612, negative
1.5170728, 13.4831, 3.47975, 1.70882, 72.5204, 0.621, 7.99088, 0.0, 0.0, negative
1.51568322, 13.23705, 3.48873, 1.47128, 73.2484, 0.37881, 8.03392, 0.0, 0.0, negative
1.5167311, 12.8713, 3.56057, 1.64141, 73.142, 0.65205, 7.99088, 0.0, 0.0, negative
1.53124196, 10.73, 0.0, 2.10044, 69.81, 0.57753, 13.29556, 3.15, 0.1428, negative
1.51609326, 13.33015, 3.52914, 1.33967, 72.6716, 0.5589, 8.3352, 0.0, 0.0, negative
1.52121876, 14.0284, 3.75813, 0.5789, 71.7924, 0.11178, 9.64792, 0.0, 0.0, negative
1.52210718, 14.188, 3.78058, 0.90953, 71.3612, 0.22977, 9.1422, 0.0, 0.1887, negative
1.51609326, 13.42325, 3.39893, 1.2209, 72.6884, 0.58995, 8.32444, 0.0, 0.0, negative
1.51768786, 13.64935, 3.65935, 1.10855, 72.7724, 0.11178, 8.6042, 0.0, 0.0, negative
1.51914578, 12.73165, 1.84988, 1.85969, 72.6884, 0.60237, 10.08908, 0.0, 0.0, positive
1.52042146, 13.3767, 0.0, 1.40066, 72.2516, 0.32913, 12.49932, 0.0, 0.0, positive
1.52171992, 11.56125, 1.88131, 1.56116, 72.862, 0.47196, 11.41256, 0.0, 0.0, positive
1.51916856, 14.1481, 0.0, 2.09081, 72.7388, 0.0, 10.88532, 0.0, 0.0, negative
1.51652608, 11.94695, 0.0, 1.1888, 75.1804, 2.70135, 8.927, 0.0, 0.0, negative
1.52064926, 14.3609, 0.0, 2.02019, 73.422, 0.0, 8.4428, 1.64115, 0.0, negative
1.5163894, 14.36755, 0.0, 2.73923, 72.8508, 0.0, 9.45424, 0.53865, 0.0, negative
1.51682222, 14.5604, 0.0, 1.97846, 73.2876, 0.0, 8.51812, 1.5687, 0.0357, negative
1.516845, 14.9195, 0.0, 1.9913, 73.58, 0.0, 8.39976, 1.59075, 0.0, negative
1.51732338, 14.95275, 0.0, 1.7987, 72.9908, 0.0, 8.61496, 1.5498, 0.0, negative
1.5196925, 12.63855, 0.0, 1.65104, 73.7524, 0.37881, 11.53092, 0.0, 0.0, positive
1.5151365, 14.00845, 2.68053, 3.5, 69.8884, 1.68291, 5.87116, 2.1987, 0.0, positive
1.51315464, 13.0176, 0.0, 3.04097, 70.482, 6.21, 6.95792, 0.0, 0.0, positive
1.52119598, 12.97105, 0.32777, 1.5098, 73.3884, 0.13041, 11.27268, 0.0, 0.1428, positive
1.5215149, 11.02925, 1.71069, 1.56116, 73.4388, 0.57753, 11.617, 0.0, 0.0, positive
1.5132002, 12.99765, 0.0, 3.0185, 70.7004, 6.21, 6.92564, 0.0, 0.0, positive
1.51666276, 12.858, 0.0, 1.8308, 73.8812, 0.96876, 10.17516, 0.0, 0.0, positive
1.523679, 13.4432, 0.0, 1.58042, 72.218, 0.32292, 12.24108, 0.0, 0.0, positive
1.51994308, 13.2703, 0.0, 1.76018, 73.03, 0.47196, 11.31572, 0.0, 0.0, positive
1.52058092, 12.85135, 1.61191, 2.17106, 72.1788, 0.75762, 9.70172, 0.2394, 0.2601, positive
