@relation ./ML-assignments/Assignment6/databases_disc/databases_KBN3_arff/ecoli-0-6-7_vs_5/KBN3ecoli-0-6-7_vs_5-5-4tra.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute Class {' negative'}
@data
0,1.0,0.0,1.0,7.0,5.0,7.0,' negativ
1,7.0,0.0,1.0,6.0,6.0,7.0,' negativ
2,7.0,5.0,1.0,6.0,7.0,5.0,' negativ
3,2.0,3.0,1.0,7.0,4.0,4.0,' negativ
4,8.0,4.0,1.0,4.0,6.0,7.0,' negativ
5,2.0,3.0,1.0,6.0,4.0,5.0,' negativ
6,0.0,5.0,1.0,6.0,8.0,9.0,' negativ
7,5.0,0.0,1.0,7.0,2.0,0.0,' negativ
8,5.0,2.0,1.0,7.0,4.0,5.0,' negativ
9,3.0,5.0,1.0,5.0,2.0,3.0,' negativ
10,5.0,3.0,1.0,6.0,3.0,4.0,' negativ
11,6.0,0.0,1.0,6.0,5.0,4.0,' negativ
12,3.0,0.0,1.0,6.0,7.0,8.0,' negativ
13,4.0,5.0,1.0,4.0,3.0,4.0,' negativ
14,4.0,2.0,1.0,9.0,0.0,1.0,' negativ
15,1.0,1.0,1.0,7.0,1.0,2.0,' negativ
16,4.0,4.0,1.0,6.0,3.0,2.0,' negativ
17,3.0,0.0,1.0,6.0,5.0,6.0,' negativ
18,2.0,5.0,1.0,0.0,5.0,6.0,' negativ
19,5.0,4.0,1.0,6.0,5.0,6.0,' negativ
20,6.0,4.0,1.0,5.0,4.0,5.0,' negativ
21,1.0,2.0,1.0,5.0,5.0,7.0,' negativ
22,3.0,3.0,1.0,3.0,2.0,3.0,' negativ
23,4.0,6.0,1.0,5.0,6.0,7.0,' negativ
24,3.0,6.0,1.0,5.0,4.0,5.0,' negativ
25,4.0,4.0,1.0,4.0,4.0,5.0,' negativ
26,4.0,5.0,1.0,6.0,3.0,3.0,' negativ
27,4.0,5.0,1.0,6.0,5.0,6.0,' negativ
28,1.0,4.0,1.0,7.0,7.0,7.0,' negativ
29,1.0,0.0,1.0,5.0,6.0,7.0,' negativ
30,3.0,4.0,1.0,0.0,5.0,6.0,' negativ
31,7.0,5.0,1.0,6.0,5.0,6.0,' negativ
32,5.0,3.0,1.0,7.0,9.0,9.0,' negativ
33,5.0,3.0,1.0,7.0,2.0,3.0,' negativ
34,2.0,3.0,1.0,5.0,5.0,6.0,' negativ
35,4.0,6.0,1.0,5.0,7.0,5.0,' negativ
36,3.0,0.0,1.0,5.0,0.0,1.0,' negativ
37,6.0,5.0,1.0,2.0,2.0,3.0,' negativ
38,6.0,5.0,1.0,3.0,5.0,6.0,' negativ
39,6.0,4.0,1.0,4.0,6.0,7.0,' negativ
40,1.0,3.0,1.0,5.0,5.0,6.0,' negativ
41,5.0,3.0,1.0,0.0,5.0,6.0,' negativ
42,6.0,3.0,1.0,5.0,4.0,5.0,' negativ
43,6.0,2.0,1.0,6.0,5.0,6.0,' negativ
44,3.0,4.0,1.0,7.0,8.0,9.0,' negativ
45,3.0,4.0,1.0,5.0,5.0,6.0,' negativ
46,6.0,6.0,1.0,5.0,8.0,8.0,' negativ
47,3.0,4.0,1.0,5.0,4.0,5.0,' negativ
48,4.0,5.0,1.0,7.0,0.0,7.0,' negativ
49,3.0,2.0,1.0,4.0,4.0,4.0,' negativ
50,5.0,5.0,1.0,6.0,4.0,5.0,' negativ
51,4.0,0.0,1.0,5.0,6.0,7.0,' negativ
52,5.0,4.0,1.0,5.0,4.0,0.0,' negativ
53,3.0,4.0,1.0,4.0,4.0,5.0,' negativ
54,5.0,0.0,1.0,6.0,4.0,5.0,' negativ
55,6.0,4.0,1.0,5.0,4.0,4.0,' negativ
56,5.0,5.0,1.0,6.0,7.0,8.0,' negativ
57,3.0,4.0,1.0,6.0,6.0,7.0,' negativ
58,4.0,2.0,1.0,5.0,5.0,7.0,' negativ
59,5.0,4.0,1.0,5.0,5.0,6.0,' negativ
60,3.0,5.0,1.0,5.0,3.0,4.0,' negativ
61,4.0,6.0,1.0,7.0,5.0,6.0,' negativ
62,4.0,6.0,1.0,5.0,7.0,8.0,' negativ
63,1.0,5.0,1.0,6.0,8.0,9.0,' negativ
64,1.0,5.0,1.0,6.0,7.0,8.0,' negativ
65,6.0,5.0,1.0,4.0,6.0,6.0,' negativ
66,1.0,5.0,1.0,3.0,3.0,4.0,' negativ
67,6.0,4.0,1.0,1.0,4.0,5.0,' negativ
68,4.0,5.0,1.0,6.0,5.0,7.0,' negativ
69,1.0,4.0,1.0,4.0,4.0,3.0,' negativ
70,1.0,5.0,1.0,4.0,3.0,4.0,' negativ
71,4.0,4.0,1.0,0.0,5.0,6.0,' negativ
72,7.0,6.0,1.0,4.0,4.0,4.0,' negativ
73,8.0,6.0,1.0,4.0,6.0,3.0,' negativ
74,6.0,5.0,1.0,7.0,5.0,6.0,' negativ
75,3.0,6.0,1.0,8.0,5.0,6.0,' negativ
76,4.0,2.0,1.0,7.0,2.0,3.0,' negativ
77,4.0,5.0,1.0,7.0,2.0,3.0,' negativ
