@relation ./ML-assignments/Assignment6/databases_disc/databases_EFQ3_arff/glass0/EFQ1glass0-5-3tra.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute Class {' negative'}
@data
0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,' negativ
1,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,' negativ
2,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,' negativ
3,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,' negativ
4,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,' negativ
5,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,' negativ
6,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,' negativ
7,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,' negativ
8,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,' negativ
9,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,' negativ
10,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,' negativ
11,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,' negativ
12,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,' negativ
13,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,' negativ
14,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,' negativ
15,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,' negativ
16,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,' negativ
17,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,' negativ
18,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,' negativ
19,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,' negativ
20,2.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,' negativ
21,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,' negativ
22,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,' negativ
23,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,' negativ
24,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,' negativ
25,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,' negativ
26,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,' negativ
27,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,' negativ
28,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,' negativ
29,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,' negativ
30,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,' negativ
31,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,' negativ
32,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,' negativ
33,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,' negativ
34,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,' negativ
35,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,' negativ
36,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,' negativ
37,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,' negativ
38,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,' negativ
39,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,' negativ
40,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,' negativ
41,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,' negativ
42,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,' negativ
43,1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,' negativ
44,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,' negativ
45,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,' negativ
46,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,' negativ
47,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,' negativ
48,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,' negativ
49,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,' negativ
50,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,' negativ
51,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,' negativ
52,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,' negativ
53,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,' negativ
