@relation ./ML-assignments/Assignment6/databases_disc/databases_KBN3_arff/vehicle1/KBN3vehicle1-5-5tst.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute Class {' negative',' positive'}
@data
0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,6.0,0.0,4.0,1.0,0.0,3.0,1.0,1.0,0.0,5.0,6.0,' negativ
1,2.0,3.0,6.0,2.0,2.0,5.0,2.0,5.0,1.0,4.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,5.0,' negativ
2,5.0,3.0,5.0,5.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,7.0,5.0,' negativ
3,1.0,1.0,1.0,0.0,2.0,2.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,' negativ
4,5.0,7.0,9.0,6.0,4.0,5.0,6.0,1.0,4.0,7.0,4.0,5.0,7.0,1.0,0.0,1.0,4.0,6.0,' positiv
5,1.0,4.0,5.0,2.0,3.0,4.0,2.0,5.0,1.0,4.0,1.0,1.0,4.0,2.0,0.0,0.0,3.0,5.0,' negativ
6,1.0,1.0,1.0,0.0,2.0,2.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,' positiv
7,0.0,1.0,3.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,1.0,1.0,' positiv
8,2.0,3.0,6.0,3.0,3.0,5.0,2.0,4.0,1.0,5.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,' negativ
9,2.0,1.0,6.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,6.0,7.0,7.0,' negativ
10,3.0,5.0,6.0,8.0,7.0,7.0,2.0,5.0,1.0,5.0,7.0,1.0,5.0,7.0,0.0,3.0,2.0,4.0,' negativ
11,3.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,' positiv
12,3.0,5.0,5.0,2.0,2.0,5.0,3.0,4.0,2.0,6.0,2.0,2.0,5.0,3.0,0.0,0.0,2.0,4.0,' negativ
13,3.0,4.0,5.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,0.0,0.0,2.0,7.0,8.0,' positiv
14,5.0,9.0,8.0,4.0,1.0,2.0,9.0,0.0,9.0,7.0,7.0,9.0,8.0,4.0,2.0,6.0,1.0,0.0,' negativ
15,3.0,4.0,6.0,5.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,0.0,0.0,5.0,5.0,' negativ
16,4.0,6.0,6.0,6.0,5.0,3.0,5.0,2.0,4.0,5.0,4.0,4.0,6.0,3.0,1.0,1.0,6.0,4.0,' negativ
17,5.0,7.0,8.0,5.0,3.0,4.0,5.0,2.0,4.0,6.0,4.0,4.0,6.0,1.0,2.0,1.0,4.0,5.0,' negativ
18,2.0,1.0,2.0,0.0,1.0,2.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,' negativ
19,2.0,3.0,5.0,2.0,3.0,2.0,2.0,5.0,1.0,3.0,1.0,1.0,3.0,3.0,7.0,3.0,2.0,2.0,' positiv
20,4.0,5.0,9.0,6.0,4.0,4.0,5.0,1.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,9.0,4.0,6.0,' negativ
21,2.0,2.0,5.0,3.0,4.0,4.0,2.0,5.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,4.0,6.0,' negativ
22,0.0,1.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,7.0,4.0,1.0,1.0,' negativ
23,4.0,5.0,6.0,3.0,3.0,5.0,3.0,4.0,2.0,6.0,2.0,2.0,4.0,2.0,5.0,3.0,4.0,5.0,' negativ
24,3.0,6.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,6.0,3.0,3.0,5.0,2.0,2.0,2.0,6.0,6.0,' negativ
25,1.0,3.0,3.0,2.0,4.0,6.0,2.0,5.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,' negativ
26,5.0,5.0,7.0,5.0,4.0,3.0,5.0,1.0,4.0,4.0,4.0,5.0,5.0,2.0,3.0,2.0,5.0,4.0,' negativ
27,5.0,5.0,8.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,3.0,4.0,5.0,' positiv
