%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 11     Instances: 2613
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute '6' numeric
@attribute '7' numeric
@attribute '8' numeric
@attribute 'y' {' negative'}

@data
0,7.0,0.0,9.0,9.0,4.0,7.0,9.0,6.0,6.0,' negative'
1,3.0,0.0,6.0,9.0,2.0,7.0,9.0,7.0,7.0,' negative'
2,2.0,0.0,6.0,9.0,2.0,7.0,9.0,7.0,7.0,' negative'
3,6.0,0.0,9.0,9.0,4.0,7.0,9.0,6.0,6.0,' negative'
4,3.0,0.0,6.0,9.0,2.0,7.0,9.0,7.0,7.0,' negative'
5,3.0,0.0,6.0,9.0,2.0,7.0,9.0,7.0,7.0,' negative'
6,3.0,0.0,6.0,9.0,2.0,7.0,9.0,7.0,7.0,' negative'
7,7.0,0.0,9.0,9.0,4.0,7.0,9.0,6.0,6.0,' negative'
8,3.0,0.0,6.0,9.0,2.0,7.0,9.0,7.0,7.0,' negative'
9,3.0,0.0,7.0,9.0,2.0,7.0,9.0,7.0,7.0,' negative'
10,3.0,0.0,7.0,9.0,2.0,7.0,9.0,7.0,7.0,' negative'
11,4.0,0.0,7.0,9.0,3.0,7.0,9.0,7.0,6.0,' negative'
12,3.0,0.0,6.0,9.0,2.0,7.0,9.0,7.0,7.0,' negative'
13,4.0,0.0,7.0,9.0,3.0,7.0,9.0,6.0,7.0,' negative'
14,7.0,0.0,9.0,9.0,4.0,7.0,9.0,6.0,6.0,' negative'
15,6.0,0.0,9.0,9.0,4.0,7.0,9.0,6.0,6.0,' negative'
16,7.0,0.0,9.0,9.0,4.0,7.0,9.0,6.0,6.0,' negative'
17,4.0,0.0,7.0,9.0,2.0,7.0,9.0,7.0,7.0,' negative'
18,7.0,0.0,9.0,9.0,4.0,7.0,9.0,6.0,6.0,' negative'
