%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 9     Instances: 67
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute '6' numeric
@attribute 'y' {' negative',' positive'}

@data
0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,' negative'
1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,' negative'
2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,' negative'
3,0.0,1.0,1.0,1.0,0.0,1.0,1.0,' negative'
4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negative'
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negative'
6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negative'
7,1.0,1.0,1.0,1.0,1.0,0.0,1.0,' negative'
8,1.0,0.0,1.0,1.0,1.0,0.0,1.0,' negative'
9,0.0,1.0,1.0,1.0,1.0,1.0,1.0,' negative'
10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negative'
11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negative'
12,0.0,1.0,1.0,1.0,1.0,1.0,1.0,' negative'
13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negative'
14,0.0,1.0,1.0,1.0,0.0,0.0,1.0,' negative'
15,2.0,1.0,1.0,1.0,1.0,1.0,0.0,' negative'
16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,' negative'
17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negative'
18,1.0,1.0,1.0,1.0,1.0,0.0,0.0,' negative'
19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negative'
20,1.0,1.0,1.0,1.0,0.0,1.0,0.0,' negative'
21,0.0,1.0,1.0,1.0,1.0,1.0,1.0,' negative'
22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negative'
23,0.0,1.0,1.0,1.0,1.0,1.0,1.0,' negative'
24,0.0,1.0,1.0,1.0,1.0,0.0,1.0,' negative'
25,0.0,0.0,1.0,1.0,2.0,0.0,1.0,' negative'
26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negative'
27,0.0,1.0,1.0,1.0,1.0,0.0,1.0,' negative'
28,0.0,2.0,1.0,1.0,1.0,2.0,1.0,' negative'
29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negative'
30,0.0,1.0,1.0,1.0,1.0,2.0,2.0,' negative'
31,1.0,1.0,1.0,1.0,2.0,2.0,2.0,' negative'
32,1.0,1.0,1.0,1.0,2.0,2.0,2.0,' negative'
33,0.0,2.0,1.0,1.0,2.0,1.0,2.0,' negative'
34,1.0,1.0,1.0,1.0,0.0,2.0,2.0,' negative'
35,1.0,1.0,1.0,1.0,1.0,2.0,2.0,' negative'
36,2.0,0.0,1.0,1.0,1.0,2.0,2.0,' negative'
37,1.0,0.0,1.0,1.0,2.0,2.0,2.0,' negative'
38,2.0,0.0,1.0,1.0,2.0,0.0,2.0,' negative'
39,0.0,0.0,0.0,1.0,1.0,2.0,0.0,' negative'
40,0.0,1.0,1.0,1.0,1.0,2.0,2.0,' negative'
41,0.0,0.0,1.0,1.0,1.0,2.0,2.0,' negative'
42,1.0,1.0,1.0,1.0,2.0,2.0,2.0,' negative'
43,2.0,1.0,1.0,1.0,1.0,1.0,1.0,' positive'
44,0.0,1.0,0.0,1.0,1.0,2.0,2.0,' positive'
45,2.0,2.0,1.0,1.0,2.0,0.0,0.0,' positive'
46,2.0,1.0,1.0,1.0,2.0,1.0,1.0,' positive'
47,2.0,1.0,1.0,1.0,2.0,1.0,0.0,' positive'
48,2.0,1.0,1.0,1.0,1.0,2.0,2.0,' positive'
49,2.0,1.0,0.0,0.0,0.0,1.0,0.0,' positive'
50,2.0,2.0,1.0,1.0,2.0,1.0,0.0,' positive'
51,2.0,2.0,1.0,1.0,2.0,0.0,0.0,' positive'
52,2.0,2.0,1.0,1.0,1.0,1.0,1.0,' positive'
53,2.0,2.0,1.0,1.0,2.0,1.0,1.0,' positive'
54,2.0,0.0,1.0,1.0,1.0,1.0,0.0,' positive'
55,2.0,2.0,1.0,1.0,2.0,1.0,0.0,' positive'
56,2.0,2.0,1.0,1.0,2.0,1.0,0.0,' positive'
57,2.0,1.0,1.0,1.0,2.0,1.0,0.0,' positive'
58,2.0,2.0,1.0,1.0,2.0,1.0,0.0,' positive'
59,2.0,2.0,1.0,1.0,2.0,1.0,0.0,' positive'
60,1.0,2.0,1.0,1.0,2.0,1.0,1.0,' positive'
61,1.0,2.0,1.0,1.0,2.0,1.0,1.0,' positive'
62,2.0,1.0,1.0,1.0,0.0,1.0,0.0,' positive'
63,0.0,2.0,0.0,1.0,2.0,1.0,1.0,' positive'
64,2.0,1.0,1.0,1.0,2.0,1.0,0.0,' positive'
65,2.0,2.0,1.0,1.0,2.0,1.0,1.0,' positive'
66,2.0,2.0,1.0,1.0,2.0,0.0,0.0,' positive'
