,0,1,2,3,4,5,6,7,8,9,10,Class
0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0, negative
1,1.0,2.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,3.0,1.0, negative
2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0, negative
3,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0, negative
4,2.0,2.0,1.0,0.0,2.0,1.0,4.0,3.0,0.0,4.0,1.0, negative
5,1.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0, negative
6,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0, negative
7,1.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0, negative
8,2.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0, negative
9,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0, negative
10,0.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,0.0,0.0, negative
11,2.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0, negative
12,1.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0, negative
13,4.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0, negative
14,2.0,0.0,3.0,0.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0, negative
15,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0, negative
16,2.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,2.0,2.0,1.0, negative
17,3.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0, negative
18,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0, negative
19,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0, negative
20,2.0,2.0,1.0,3.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0, negative
21,3.0,1.0,3.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,1.0, negative
22,3.0,3.0,3.0,0.0,1.0,0.0,1.0,4.0,0.0,2.0,2.0, negative
23,2.0,3.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0,1.0, negative
24,3.0,3.0,1.0,0.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0, negative
25,3.0,1.0,4.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0, negative
26,2.0,1.0,3.0,1.0,2.0,0.0,0.0,3.0,1.0,3.0,3.0, negative
27,1.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0, negative
28,1.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0, negative
29,1.0,2.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0, negative
30,3.0,1.0,4.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0, negative
31,3.0,3.0,3.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0, negative
32,3.0,1.0,4.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,2.0, negative
33,2.0,1.0,2.0,0.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0, negative
34,2.0,1.0,3.0,2.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0, negative
35,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,2.0, negative
36,2.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0, negative
37,3.0,1.0,4.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0, negative
38,3.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0, negative
39,3.0,1.0,4.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0, negative
