%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 9     Instances: 67
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute '6' numeric
@attribute 'y' {' negative',' positive'}

@data
0,2.0,3.0,9.0,9.0,6.0,2.0,3.0,' negative'
1,3.0,2.0,9.0,9.0,4.0,2.0,3.0,' negative'
2,4.0,2.0,9.0,9.0,6.0,2.0,3.0,' negative'
3,2.0,5.0,9.0,9.0,4.0,1.0,3.0,' negative'
4,0.0,4.0,9.0,9.0,4.0,2.0,0.0,' negative'
5,4.0,4.0,9.0,9.0,5.0,3.0,4.0,' negative'
6,6.0,4.0,9.0,9.0,4.0,2.0,3.0,' negative'
7,2.0,3.0,9.0,9.0,3.0,1.0,3.0,' negative'
8,3.0,4.0,9.0,9.0,5.0,3.0,4.0,' negative'
9,0.0,3.0,9.0,9.0,6.0,4.0,5.0,' negative'
10,4.0,3.0,9.0,9.0,6.0,1.0,2.0,' negative'
11,2.0,3.0,9.0,9.0,3.0,3.0,5.0,' negative'
12,5.0,3.0,9.0,9.0,0.0,3.0,4.0,' negative'
13,6.0,3.0,9.0,9.0,4.0,2.0,4.0,' negative'
14,2.0,4.0,9.0,9.0,6.0,5.0,6.0,' negative'
15,2.0,2.0,9.0,9.0,3.0,2.0,3.0,' negative'
16,4.0,0.0,9.0,9.0,4.0,3.0,4.0,' negative'
17,4.0,5.0,9.0,9.0,5.0,4.0,5.0,' negative'
18,3.0,6.0,9.0,9.0,6.0,3.0,4.0,' negative'
19,0.0,5.0,9.0,9.0,5.0,4.0,5.0,' negative'
20,7.0,8.0,9.0,9.0,4.0,3.0,4.0,' negative'
21,5.0,5.0,9.0,9.0,6.0,3.0,4.0,' negative'
22,5.0,5.0,9.0,9.0,4.0,3.0,0.0,' negative'
23,2.0,4.0,9.0,9.0,5.0,2.0,3.0,' negative'
24,2.0,3.0,9.0,9.0,4.0,2.0,3.0,' negative'
25,4.0,3.0,9.0,9.0,4.0,3.0,4.0,' negative'
26,2.0,0.0,9.0,9.0,3.0,2.0,3.0,' negative'
27,0.0,4.0,9.0,9.0,6.0,2.0,3.0,' negative'
28,5.0,3.0,9.0,9.0,4.0,5.0,6.0,' negative'
29,2.0,5.0,9.0,9.0,6.0,9.0,9.0,' negative'
30,5.0,6.0,9.0,9.0,5.0,9.0,9.0,' negative'
31,0.0,0.0,9.0,9.0,7.0,8.0,8.0,' negative'
32,8.0,3.0,9.0,9.0,5.0,9.0,9.0,' negative'
33,9.0,4.0,9.0,9.0,5.0,7.0,7.0,' negative'
34,0.0,6.0,9.0,9.0,6.0,7.0,7.0,' negative'
35,1.0,5.0,9.0,9.0,3.0,3.0,5.0,' negative'
36,0.0,5.0,9.0,9.0,6.0,8.0,8.0,' negative'
37,7.0,7.0,9.0,9.0,7.0,7.0,7.0,' negative'
38,4.0,5.0,9.0,9.0,4.0,8.0,8.0,' negative'
39,6.0,6.0,9.0,9.0,6.0,0.0,7.0,' negative'
40,4.0,5.0,9.0,9.0,5.0,7.0,7.0,' negative'
41,3.0,4.0,9.0,9.0,0.0,8.0,8.0,' negative'
42,3.0,3.0,9.0,9.0,6.0,9.0,9.0,' negative'
43,8.0,0.0,9.0,9.0,6.0,5.0,3.0,' positive'
44,8.0,8.0,9.0,9.0,9.0,5.0,0.0,' positive'
45,7.0,8.0,9.0,9.0,9.0,4.0,2.0,' positive'
46,0.0,8.0,0.0,9.0,8.0,6.0,5.0,' positive'
47,8.0,7.0,9.0,9.0,7.0,4.0,3.0,' positive'
48,9.0,5.0,9.0,9.0,5.0,5.0,3.0,' positive'
49,7.0,5.0,9.0,9.0,6.0,8.0,8.0,' positive'
50,8.0,6.0,0.0,0.0,0.0,4.0,0.0,' positive'
51,0.0,4.0,0.0,9.0,5.0,8.0,8.0,' positive'
52,9.0,7.0,9.0,9.0,9.0,0.0,3.0,' positive'
53,7.0,7.0,9.0,9.0,7.0,4.0,2.0,' positive'
54,7.0,9.0,9.0,9.0,8.0,0.0,2.0,' positive'
55,7.0,8.0,9.0,9.0,5.0,3.0,3.0,' positive'
56,7.0,9.0,9.0,9.0,8.0,5.0,3.0,' positive'
57,8.0,9.0,9.0,9.0,9.0,6.0,3.0,' positive'
58,9.0,6.0,9.0,9.0,9.0,5.0,0.0,' positive'
59,8.0,8.0,9.0,9.0,8.0,5.0,1.0,' positive'
60,6.0,7.0,9.0,9.0,8.0,3.0,4.0,' positive'
61,7.0,5.0,9.0,9.0,7.0,5.0,3.0,' positive'
62,6.0,9.0,9.0,9.0,8.0,3.0,4.0,' positive'
63,7.0,6.0,9.0,9.0,0.0,3.0,2.0,' positive'
64,8.0,6.0,9.0,9.0,8.0,3.0,2.0,' positive'
65,7.0,5.0,9.0,9.0,8.0,4.0,2.0,' positive'
66,7.0,7.0,9.0,9.0,8.0,0.0,0.0,' positive'
