@relation ./ML-assignments/Assignment6/databases_disc/databases_KBN3_arff/shuttle-c2-vs-c4/KBN3shuttle-c2-vs-c4-5-3tra.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute Class {' negative'}
@data
0,6.0,2.0,5.0,1.0,7.0,6.0,1.0,0.0,1.0,' negativ
1,3.0,3.0,1.0,4.0,0.0,0.0,2.0,9.0,9.0,' negativ
2,5.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,' negativ
3,6.0,3.0,4.0,4.0,7.0,6.0,1.0,0.0,0.0,' negativ
4,6.0,3.0,6.0,9.0,6.0,4.0,1.0,1.0,2.0,' negativ
5,7.0,0.0,7.0,0.0,6.0,4.0,1.0,1.0,2.0,' negativ
6,6.0,3.0,5.0,4.0,6.0,0.0,1.0,1.0,2.0,' negativ
7,4.0,3.0,1.0,4.0,2.0,8.0,2.0,5.0,5.0,' negativ
8,4.0,3.0,1.0,4.0,0.0,4.0,2.0,7.0,7.0,' negativ
9,4.0,3.0,2.0,4.0,2.0,3.0,2.0,5.0,4.0,' negativ
10,6.0,3.0,4.0,4.0,7.0,9.0,1.0,0.0,0.0,' negativ
11,5.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,' negativ
12,4.0,3.0,1.0,5.0,0.0,0.0,3.0,8.0,8.0,' negativ
13,5.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,' negativ
14,2.0,0.0,0.0,4.0,0.0,4.0,2.0,7.0,7.0,' negativ
15,4.0,2.0,2.0,4.0,3.0,8.0,2.0,3.0,3.0,' negativ
16,7.0,3.0,9.0,8.0,6.0,0.0,1.0,1.0,2.0,' negativ
17,7.0,2.0,9.0,4.0,6.0,4.0,1.0,1.0,2.0,' negativ
18,2.0,3.0,0.0,4.0,0.0,4.0,2.0,7.0,7.0,' negativ
19,5.0,3.0,3.0,4.0,3.0,1.0,2.0,4.0,4.0,' negativ
20,4.0,3.0,2.0,4.0,0.0,5.0,3.0,8.0,8.0,' negativ
21,3.0,3.0,1.0,6.0,0.0,4.0,2.0,8.0,8.0,' negativ
22,3.0,3.0,0.0,4.0,0.0,4.0,2.0,7.0,8.0,' negativ
23,5.0,3.0,2.0,4.0,3.0,7.0,2.0,4.0,4.0,' negativ
24,6.0,3.0,5.0,5.0,7.0,8.0,1.0,0.0,1.0,' negativ
25,5.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,' negativ
26,4.0,3.0,2.0,7.0,0.0,5.0,3.0,8.0,8.0,' negativ
27,5.0,3.0,2.0,0.0,3.0,4.0,2.0,3.0,3.0,' negativ
28,5.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,' negativ
29,6.0,3.0,5.0,6.0,6.0,4.0,1.0,1.0,2.0,' negativ
30,4.0,0.0,1.0,0.0,0.0,4.0,2.0,8.0,8.0,' negativ
31,7.0,3.0,9.0,4.0,7.0,5.0,1.0,1.0,2.0,' negativ
32,2.0,3.0,0.0,4.0,0.0,4.0,2.0,7.0,8.0,' negativ
33,2.0,1.0,0.0,4.0,0.0,7.0,3.0,7.0,7.0,' negativ
34,7.0,3.0,9.0,3.0,6.0,4.0,1.0,1.0,2.0,' negativ
35,4.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,' negativ
36,6.0,3.0,5.0,5.0,6.0,3.0,1.0,1.0,2.0,' negativ
37,5.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,' negativ
38,7.0,3.0,7.0,8.0,6.0,4.0,1.0,1.0,2.0,' negativ
39,3.0,2.0,1.0,4.0,0.0,4.0,2.0,7.0,7.0,' negativ
40,5.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,' negativ
41,4.0,3.0,2.0,4.0,0.0,4.0,2.0,8.0,8.0,' negativ
42,6.0,3.0,5.0,4.0,7.0,6.0,1.0,0.0,1.0,' negativ
43,3.0,3.0,1.0,4.0,0.0,4.0,2.0,7.0,7.0,' negativ
44,5.0,1.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,' negativ
45,4.0,3.0,2.0,5.0,0.0,5.0,3.0,8.0,8.0,' negativ
46,5.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,' negativ
47,6.0,3.0,5.0,5.0,6.0,4.0,1.0,1.0,2.0,' negativ
