,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,y
0,5.0,5.0,6.0,3.0,2.0,1.0,3.0,4.0,2.0,5.0,2.0,2.0,4.0,1.0,2.0,4.0,3.0,5.0, negative
1,4.0,2.0,5.0,2.0,1.0,1.0,1.0,6.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,7.0,8.0, negative
2,2.0,4.0,4.0,4.0,6.0,9.0,2.0,5.0,1.0,3.0,5.0,1.0,4.0,8.0,4.0,2.0,1.0,0.0, negative
3,8.0,9.0,9.0,2.0,0.0,0.0,9.0,0.0,9.0,7.0,7.0,9.0,9.0,3.0,2.0,2.0,1.0,0.0, negative
4,5.0,3.0,4.0,2.0,1.0,0.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,0.0,5.0,0.0,8.0,7.0, negative
5,4.0,3.0,3.0,2.0,1.0,1.0,1.0,6.0,0.0,4.0,1.0,1.0,3.0,0.0,1.0,0.0,5.0,7.0, negative
6,3.0,0.0,2.0,1.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,9.0, negative
7,3.0,4.0,4.0,2.0,2.0,0.0,2.0,5.0,1.0,4.0,2.0,1.0,5.0,1.0,2.0,2.0,4.0,4.0, negative
8,3.0,3.0,6.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,5.0, negative
9,5.0,6.0,5.0,4.0,2.0,0.0,3.0,3.0,3.0,5.0,3.0,3.0,6.0,1.0,2.0,0.0,7.0,6.0, negative
10,5.0,8.0,8.0,4.0,1.0,1.0,5.0,1.0,5.0,7.0,5.0,5.0,8.0,1.0,2.0,0.0,3.0,4.0, negative
11,6.0,2.0,5.0,3.0,2.0,0.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,7.0,6.0, negative
12,2.0,5.0,4.0,1.0,1.0,0.0,2.0,5.0,1.0,3.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,3.0, negative
13,2.0,1.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0, negative
14,5.0,3.0,3.0,2.0,2.0,0.0,2.0,5.0,1.0,3.0,2.0,1.0,4.0,0.0,4.0,0.0,7.0,8.0, negative
15,3.0,2.0,4.0,1.0,1.0,0.0,1.0,6.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,6.0, negative
16,2.0,4.0,5.0,1.0,1.0,1.0,2.0,5.0,1.0,4.0,2.0,1.0,4.0,1.0,0.0,1.0,4.0,6.0, negative
17,7.0,4.0,6.0,3.0,1.0,0.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,6.0,4.0, negative
18,3.0,3.0,6.0,2.0,1.0,1.0,2.0,5.0,1.0,4.0,2.0,1.0,4.0,1.0,2.0,2.0,3.0,5.0, negative
19,3.0,1.0,6.0,3.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,6.0,7.0,8.0, negative
20,6.0,4.0,7.0,2.0,2.0,1.0,2.0,5.0,2.0,4.0,2.0,2.0,4.0,0.0,7.0,1.0,5.0,6.0, negative
