@relation ./ML-assignments/Assignment6/databases_disc/databases_EWD2_arff/ecoli-0-1-4-6_vs_5/EWD2ecoli-0-1-4-6_vs_5-5-5tra.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute Class {' negative'}
@data
0,0.0,0.0,4.0,3.0,1.0,2.0,' negativ
1,3.0,3.0,4.0,3.0,2.0,1.0,' negativ
2,1.0,1.0,4.0,3.0,1.0,1.0,' negativ
3,1.0,1.0,4.0,2.0,1.0,1.0,' negativ
4,1.0,2.0,4.0,3.0,1.0,2.0,' negativ
5,0.0,2.0,4.0,3.0,2.0,3.0,' negativ
6,2.0,0.0,4.0,3.0,0.0,0.0,' negativ
7,2.0,1.0,4.0,3.0,1.0,1.0,' negativ
8,1.0,3.0,4.0,2.0,0.0,1.0,' negativ
9,2.0,1.0,4.0,3.0,1.0,1.0,' negativ
10,2.0,0.0,4.0,3.0,1.0,1.0,' negativ
11,1.0,2.0,4.0,3.0,0.0,1.0,' negativ
12,1.0,2.0,4.0,2.0,1.0,1.0,' negativ
13,2.0,1.0,4.0,3.0,2.0,3.0,' negativ
14,1.0,0.0,4.0,2.0,1.0,2.0,' negativ
15,2.0,3.0,4.0,2.0,1.0,1.0,' negativ
16,0.0,2.0,4.0,2.0,1.0,0.0,' negativ
17,1.0,1.0,4.0,4.0,0.0,0.0,' negativ
18,2.0,3.0,4.0,2.0,1.0,2.0,' negativ
19,0.0,0.0,4.0,3.0,0.0,1.0,' negativ
20,2.0,2.0,4.0,3.0,1.0,1.0,' negativ
21,1.0,2.0,4.0,3.0,2.0,2.0,' negativ
22,1.0,0.0,4.0,3.0,1.0,2.0,' negativ
23,2.0,2.0,4.0,3.0,1.0,2.0,' negativ
24,1.0,2.0,4.0,2.0,1.0,2.0,' negativ
25,3.0,3.0,4.0,2.0,1.0,2.0,' negativ
26,0.0,1.0,4.0,2.0,1.0,2.0,' negativ
27,1.0,2.0,4.0,2.0,0.0,1.0,' negativ
28,1.0,3.0,4.0,2.0,1.0,2.0,' negativ
29,3.0,3.0,4.0,3.0,0.0,0.0,' negativ
30,1.0,2.0,4.0,2.0,1.0,2.0,' negativ
31,0.0,2.0,4.0,3.0,2.0,2.0,' negativ
32,0.0,0.0,4.0,3.0,2.0,2.0,' negativ
33,3.0,2.0,4.0,3.0,1.0,2.0,' negativ
34,0.0,2.0,4.0,3.0,2.0,0.0,' negativ
35,2.0,2.0,4.0,3.0,2.0,3.0,' negativ
36,2.0,0.0,4.0,2.0,1.0,2.0,' negativ
37,2.0,2.0,4.0,3.0,0.0,1.0,' negativ
38,2.0,3.0,4.0,2.0,2.0,1.0,' negativ
39,1.0,0.0,4.0,3.0,0.0,0.0,' negativ
40,1.0,2.0,4.0,2.0,2.0,2.0,' negativ
41,1.0,3.0,4.0,2.0,2.0,3.0,' negativ
42,2.0,3.0,4.0,1.0,0.0,1.0,' negativ
43,3.0,3.0,4.0,1.0,1.0,2.0,' negativ
44,2.0,2.0,4.0,2.0,1.0,2.0,' negativ
45,0.0,2.0,4.0,3.0,1.0,2.0,' negativ
46,2.0,2.0,4.0,0.0,1.0,2.0,' negativ
47,2.0,2.0,4.0,3.0,1.0,2.0,' negativ
48,2.0,3.0,4.0,0.0,2.0,2.0,' negativ
49,2.0,2.0,4.0,2.0,1.0,2.0,' negativ
50,1.0,0.0,4.0,3.0,1.0,1.0,' negativ
51,2.0,1.0,4.0,3.0,1.0,2.0,' negativ
52,1.0,2.0,4.0,3.0,2.0,3.0,' negativ
53,1.0,2.0,4.0,2.0,1.0,1.0,' negativ
54,2.0,3.0,4.0,3.0,1.0,1.0,' negativ
55,2.0,0.0,4.0,2.0,1.0,2.0,' negativ
56,2.0,2.0,4.0,2.0,1.0,0.0,' negativ
57,1.0,2.0,4.0,2.0,1.0,2.0,' negativ
58,2.0,2.0,4.0,3.0,1.0,1.0,' negativ
59,2.0,3.0,4.0,3.0,2.0,2.0,' negativ
60,1.0,2.0,4.0,3.0,1.0,2.0,' negativ
61,1.0,1.0,4.0,2.0,1.0,2.0,' negativ
62,1.0,3.0,4.0,2.0,1.0,1.0,' negativ
63,1.0,3.0,4.0,3.0,1.0,2.0,' negativ
64,2.0,3.0,4.0,2.0,2.0,2.0,' negativ
65,0.0,2.0,4.0,3.0,2.0,2.0,' negativ
66,0.0,3.0,4.0,3.0,2.0,2.0,' negativ
67,2.0,2.0,4.0,2.0,1.0,2.0,' negativ
68,0.0,3.0,4.0,1.0,1.0,1.0,' negativ
69,2.0,2.0,4.0,1.0,1.0,2.0,' negativ
70,1.0,2.0,4.0,3.0,1.0,2.0,' negativ
71,0.0,2.0,4.0,2.0,1.0,1.0,' negativ
