@relation ./ML-assignments/Assignment6/databases_disc/databases_EWD3_arff/winequality-white-3-9_vs_5/EWD3winequality-white-3-9_vs_5-5-4tra.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute Class {' negative'}
@data
0,5.0,0.0,4.0,0.0,0.0,1.0,1.0,3.0,3.0,5.0,5.0,' negativ
1,6.0,3.0,7.0,8.0,0.0,3.0,4.0,8.0,1.0,6.0,3.0,' negativ
2,3.0,2.0,1.0,3.0,0.0,2.0,3.0,5.0,4.0,3.0,2.0,' negativ
3,5.0,7.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,3.0,2.0,' negativ
4,2.0,1.0,2.0,6.0,0.0,1.0,5.0,5.0,5.0,1.0,3.0,' negativ
5,3.0,3.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,' negativ
6,4.0,1.0,4.0,7.0,1.0,3.0,4.0,8.0,4.0,1.0,1.0,' negativ
7,4.0,1.0,4.0,7.0,1.0,3.0,4.0,8.0,4.0,1.0,1.0,' negativ
8,2.0,4.0,3.0,1.0,1.0,4.0,5.0,4.0,4.0,4.0,3.0,' negativ
9,4.0,0.0,4.0,2.0,1.0,2.0,4.0,5.0,5.0,3.0,3.0,' negativ
10,4.0,4.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,1.0,4.0,' negativ
11,2.0,2.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,4.0,1.0,' negativ
12,3.0,1.0,1.0,0.0,0.0,6.0,4.0,3.0,3.0,2.0,3.0,' negativ
13,5.0,1.0,3.0,4.0,1.0,1.0,2.0,5.0,3.0,1.0,2.0,' negativ
14,2.0,1.0,3.0,1.0,1.0,2.0,5.0,6.0,9.0,7.0,3.0,' negativ
15,5.0,1.0,3.0,4.0,1.0,1.0,2.0,5.0,3.0,1.0,2.0,' negativ
16,5.0,0.0,3.0,3.0,1.0,1.0,2.0,5.0,1.0,4.0,2.0,' negativ
17,3.0,5.0,3.0,2.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,' negativ
18,4.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,3.0,2.0,3.0,' negativ
19,4.0,3.0,7.0,5.0,0.0,4.0,4.0,6.0,3.0,2.0,1.0,' negativ
20,2.0,1.0,2.0,5.0,1.0,4.0,4.0,6.0,5.0,1.0,2.0,' negativ
21,5.0,2.0,4.0,8.0,1.0,3.0,4.0,8.0,2.0,3.0,1.0,' negativ
22,5.0,1.0,4.0,5.0,1.0,3.0,5.0,6.0,2.0,2.0,1.0,' negativ
23,4.0,0.0,3.0,4.0,1.0,4.0,4.0,5.0,6.0,2.0,2.0,' negativ
24,4.0,1.0,5.0,8.0,1.0,3.0,7.0,8.0,2.0,4.0,1.0,' negativ
25,4.0,2.0,6.0,5.0,1.0,5.0,5.0,7.0,2.0,3.0,2.0,' negativ
26,3.0,3.0,4.0,3.0,1.0,2.0,4.0,6.0,4.0,3.0,1.0,' negativ
27,3.0,3.0,4.0,3.0,1.0,2.0,4.0,6.0,4.0,3.0,1.0,' negativ
28,4.0,2.0,6.0,5.0,1.0,5.0,5.0,7.0,2.0,3.0,2.0,' negativ
29,4.0,2.0,5.0,5.0,1.0,4.0,5.0,7.0,2.0,3.0,2.0,' negativ
30,2.0,3.0,0.0,2.0,0.0,1.0,2.0,4.0,4.0,3.0,3.0,' negativ
31,5.0,1.0,3.0,5.0,1.0,3.0,3.0,7.0,2.0,4.0,1.0,' negativ
32,5.0,3.0,2.0,2.0,0.0,2.0,3.0,4.0,3.0,2.0,4.0,' negativ
33,2.0,1.0,3.0,4.0,0.0,0.0,1.0,4.0,6.0,1.0,4.0,' negativ
34,3.0,3.0,4.0,5.0,0.0,4.0,6.0,7.0,4.0,4.0,1.0,' negativ
35,3.0,1.0,2.0,3.0,0.0,4.0,5.0,5.0,4.0,4.0,1.0,' negativ
36,3.0,1.0,3.0,6.0,0.0,3.0,5.0,7.0,4.0,4.0,2.0,' negativ
37,4.0,3.0,8.0,4.0,0.0,3.0,4.0,6.0,3.0,2.0,1.0,' negativ
38,4.0,3.0,8.0,4.0,0.0,3.0,4.0,6.0,3.0,2.0,1.0,' negativ
39,4.0,0.0,5.0,0.0,0.0,3.0,2.0,3.0,3.0,2.0,4.0,' negativ
40,3.0,1.0,6.0,6.0,1.0,1.0,4.0,7.0,1.0,2.0,1.0,' negativ
41,3.0,1.0,4.0,5.0,1.0,4.0,5.0,6.0,3.0,3.0,2.0,' negativ
42,4.0,1.0,4.0,5.0,1.0,5.0,5.0,6.0,3.0,3.0,3.0,' negativ
43,5.0,2.0,3.0,3.0,1.0,1.0,4.0,6.0,2.0,4.0,2.0,' negativ
44,9.0,3.0,5.0,4.0,0.0,0.0,3.0,5.0,0.0,0.0,3.0,' negativ
45,5.0,1.0,3.0,7.0,1.0,2.0,4.0,7.0,3.0,6.0,3.0,' negativ
46,2.0,1.0,3.0,5.0,1.0,4.0,4.0,6.0,4.0,1.0,2.0,' negativ
47,4.0,2.0,1.0,0.0,1.0,4.0,5.0,4.0,3.0,2.0,2.0,' negativ
48,3.0,2.0,4.0,9.0,0.0,3.0,4.0,9.0,1.0,3.0,1.0,' negativ
49,3.0,2.0,6.0,5.0,0.0,5.0,6.0,6.0,2.0,5.0,2.0,' negativ
50,2.0,2.0,2.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,5.0,' negativ
51,3.0,2.0,4.0,9.0,0.0,3.0,4.0,9.0,1.0,3.0,1.0,' negativ
52,3.0,2.0,5.0,1.0,5.0,5.0,5.0,4.0,2.0,2.0,1.0,' negativ
53,3.0,1.0,2.0,3.0,1.0,4.0,6.0,5.0,3.0,3.0,1.0,' negativ
54,3.0,1.0,2.0,3.0,1.0,4.0,6.0,5.0,3.0,3.0,1.0,' negativ
55,3.0,1.0,3.0,7.0,1.0,4.0,5.0,7.0,3.0,3.0,2.0,' negativ
56,4.0,2.0,2.0,5.0,1.0,3.0,5.0,7.0,3.0,3.0,1.0,' negativ
57,4.0,5.0,3.0,5.0,1.0,4.0,6.0,6.0,4.0,3.0,2.0,' negativ
58,3.0,5.0,3.0,0.0,0.0,0.0,2.0,4.0,5.0,7.0,3.0,' negativ
59,1.0,1.0,3.0,4.0,0.0,0.0,1.0,4.0,5.0,1.0,4.0,' negativ
60,4.0,0.0,3.0,3.0,0.0,2.0,3.0,5.0,4.0,1.0,2.0,' negativ
61,2.0,1.0,2.0,3.0,0.0,4.0,4.0,5.0,5.0,1.0,2.0,' negativ
62,5.0,1.0,4.0,2.0,0.0,3.0,4.0,4.0,2.0,0.0,5.0,' negativ
63,5.0,1.0,4.0,2.0,0.0,3.0,4.0,4.0,2.0,0.0,5.0,' negativ
64,5.0,2.0,3.0,3.0,0.0,1.0,2.0,4.0,3.0,3.0,4.0,' negativ
65,4.0,3.0,6.0,4.0,0.0,2.0,3.0,6.0,3.0,3.0,1.0,' negativ
66,4.0,2.0,4.0,8.0,0.0,2.0,4.0,8.0,1.0,3.0,1.0,' negativ
67,4.0,2.0,4.0,3.0,0.0,0.0,2.0,4.0,3.0,0.0,3.0,' negativ
68,4.0,2.0,4.0,8.0,0.0,2.0,4.0,8.0,1.0,3.0,1.0,' negativ
69,1.0,5.0,0.0,2.0,0.0,2.0,4.0,4.0,5.0,4.0,3.0,' negativ
70,1.0,6.0,0.0,2.0,0.0,2.0,4.0,4.0,5.0,5.0,3.0,' negativ
71,2.0,1.0,3.0,5.0,1.0,3.0,4.0,6.0,5.0,1.0,2.0,' negativ
72,3.0,5.0,3.0,2.0,1.0,2.0,3.0,5.0,4.0,1.0,1.0,' negativ
73,4.0,2.0,6.0,4.0,0.0,4.0,6.0,6.0,2.0,5.0,2.0,' negativ
74,5.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,4.0,' negativ
75,3.0,2.0,3.0,6.0,1.0,3.0,5.0,7.0,4.0,3.0,2.0,' negativ
76,4.0,2.0,2.0,6.0,1.0,3.0,5.0,7.0,3.0,3.0,1.0,' negativ
77,4.0,2.0,3.0,3.0,1.0,3.0,5.0,5.0,2.0,3.0,1.0,' negativ
78,6.0,3.0,8.0,4.0,0.0,2.0,4.0,6.0,3.0,4.0,2.0,' negativ
79,4.0,3.0,2.0,2.0,1.0,2.0,4.0,5.0,4.0,2.0,3.0,' negativ
80,2.0,2.0,2.0,2.0,0.0,3.0,4.0,4.0,5.0,5.0,3.0,' negativ
81,3.0,1.0,4.0,3.0,0.0,2.0,3.0,4.0,4.0,1.0,4.0,' negativ
82,6.0,3.0,6.0,0.0,0.0,0.0,5.0,3.0,2.0,4.0,6.0,' negativ
83,4.0,1.0,5.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,4.0,' negativ
84,3.0,1.0,4.0,1.0,0.0,2.0,3.0,3.0,4.0,1.0,4.0,' negativ
85,3.0,2.0,4.0,4.0,0.0,2.0,3.0,5.0,3.0,2.0,3.0,' negativ
86,1.0,1.0,3.0,2.0,0.0,0.0,2.0,3.0,4.0,1.0,5.0,' negativ
87,2.0,1.0,4.0,0.0,0.0,0.0,3.0,4.0,6.0,4.0,4.0,' negativ
88,5.0,0.0,5.0,4.0,1.0,4.0,3.0,6.0,3.0,3.0,3.0,' negativ
89,4.0,3.0,1.0,0.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,' negativ
90,4.0,3.0,4.0,5.0,0.0,1.0,1.0,4.0,3.0,0.0,6.0,' negativ
91,3.0,9.0,2.0,0.0,0.0,1.0,5.0,4.0,5.0,4.0,3.0,' negativ
92,3.0,3.0,4.0,2.0,0.0,6.0,7.0,4.0,3.0,6.0,3.0,' negativ
93,3.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,' negativ
94,3.0,3.0,6.0,5.0,0.0,4.0,4.0,6.0,4.0,2.0,1.0,' negativ
