,0,1,2,3,4,5,6,7,8,Class
0,2.0,3.0,7.0,3.0,5.0,4.0,3.0,0.0,5.0, negative
1,2.0,3.0,7.0,2.0,5.0,4.0,3.0,1.0,6.0, negative
2,1.0,4.0,7.0,2.0,5.0,4.0,2.0,0.0,0.0, negative
3,2.0,2.0,7.0,2.0,6.0,4.0,2.0,0.0,0.0, negative
4,3.0,4.0,8.0,2.0,4.0,4.0,2.0,0.0,0.0, negative
5,3.0,4.0,8.0,2.0,5.0,4.0,2.0,0.0,0.0, negative
6,1.0,4.0,7.0,3.0,6.0,3.0,2.0,0.0,0.0, negative
7,4.0,3.0,8.0,1.0,4.0,2.0,4.0,0.0,5.0, negative
8,2.0,3.0,7.0,4.0,5.0,4.0,2.0,0.0,3.0, negative
9,3.0,3.0,7.0,2.0,4.0,4.0,3.0,0.0,4.0, negative
10,2.0,5.0,7.0,3.0,5.0,3.0,2.0,0.0,0.0, negative
11,1.0,3.0,7.0,3.0,6.0,4.0,2.0,0.0,0.0, negative
12,2.0,4.0,6.0,2.0,5.0,4.0,3.0,0.0,3.0, negative
13,5.0,1.0,0.0,4.0,4.0,4.0,7.0,0.0,8.0, negative
14,2.0,4.0,7.0,4.0,4.0,4.0,2.0,0.0,0.0, negative
15,2.0,2.0,7.0,3.0,6.0,4.0,3.0,0.0,2.0, negative
16,2.0,2.0,7.0,2.0,6.0,4.0,3.0,0.0,0.0, negative
17,1.0,3.0,7.0,5.0,5.0,4.0,2.0,0.0,0.0, negative
18,1.0,3.0,7.0,3.0,6.0,3.0,2.0,0.0,0.0, negative
19,4.0,3.0,7.0,1.0,4.0,2.0,4.0,0.0,5.0, negative
20,9.0,2.0,0.0,1.0,0.0,2.0,9.0,0.0,6.0, negative
21,2.0,3.0,7.0,2.0,5.0,4.0,3.0,0.0,0.0, negative
22,2.0,4.0,7.0,3.0,5.0,4.0,2.0,0.0,0.0, negative
23,2.0,2.0,7.0,2.0,6.0,4.0,3.0,0.0,0.0, negative
24,1.0,2.0,7.0,3.0,6.0,4.0,2.0,0.0,0.0, negative
25,4.0,4.0,8.0,1.0,3.0,2.0,4.0,0.0,3.0, negative
26,2.0,2.0,7.0,2.0,6.0,4.0,3.0,0.0,4.0, negative
27,2.0,6.0,0.0,5.0,6.0,0.0,3.0,5.0,3.0, negative
28,4.0,6.0,0.0,1.0,5.0,1.0,5.0,0.0,3.0, negative
29,7.0,0.0,0.0,1.0,6.0,0.0,8.0,0.0,0.0, negative
30,3.0,4.0,8.0,2.0,4.0,4.0,2.0,0.0,0.0, negative
31,1.0,4.0,7.0,2.0,5.0,4.0,3.0,0.0,0.0, negative
32,2.0,5.0,8.0,3.0,3.0,4.0,2.0,0.0,4.0, negative
33,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0, negative
34,3.0,6.0,0.0,4.0,5.0,5.0,1.0,8.0,0.0, negative
35,3.0,3.0,8.0,2.0,4.0,4.0,3.0,0.0,6.0, negative
36,3.0,3.0,7.0,2.0,5.0,4.0,2.0,0.0,0.0, negative
37,4.0,5.0,9.0,2.0,3.0,1.0,3.0,0.0,0.0, negative
38,2.0,3.0,7.0,2.0,6.0,4.0,2.0,0.0,0.0, negative
39,1.0,4.0,7.0,3.0,5.0,3.0,2.0,0.0,0.0, negative
40,2.0,2.0,6.0,4.0,6.0,4.0,3.0,0.0,0.0, negative
41,1.0,4.0,7.0,3.0,6.0,4.0,2.0,0.0,0.0, negative
42,1.0,4.0,7.0,3.0,4.0,4.0,2.0,0.0,0.0, negative
43,3.0,5.0,5.0,2.0,5.0,0.0,4.0,0.0,0.0, negative
44,2.0,2.0,7.0,2.0,5.0,4.0,3.0,0.0,0.0, negative
45,6.0,5.0,8.0,1.0,2.0,0.0,4.0,0.0,3.0, negative
46,1.0,3.0,7.0,3.0,6.0,1.0,2.0,0.0,5.0, negative
47,3.0,4.0,0.0,4.0,6.0,3.0,5.0,0.0,0.0, negative
48,2.0,2.0,7.0,3.0,5.0,4.0,3.0,0.0,0.0, negative
49,4.0,5.0,5.0,3.0,3.0,3.0,4.0,0.0,5.0, negative
50,4.0,5.0,3.0,4.0,3.0,3.0,4.0,0.0,5.0, negative
51,3.0,5.0,8.0,2.0,3.0,4.0,2.0,0.0,8.0, negative
52,2.0,4.0,7.0,2.0,6.0,4.0,2.0,0.0,0.0, negative
53,8.0,0.0,0.0,5.0,0.0,4.0,7.0,9.0,7.0, negative
54,1.0,5.0,7.0,2.0,5.0,3.0,2.0,0.0,4.0, negative
55,1.0,2.0,6.0,3.0,6.0,4.0,3.0,1.0,6.0, negative
56,3.0,3.0,8.0,2.0,4.0,4.0,2.0,0.0,0.0, negative
57,2.0,2.0,7.0,3.0,6.0,4.0,3.0,0.0,0.0, negative
58,1.0,3.0,7.0,3.0,6.0,4.0,2.0,0.0,0.0, negative
59,0.0,6.0,3.0,3.0,8.0,0.0,2.0,0.0,0.0, negative
60,3.0,3.0,6.0,3.0,5.0,4.0,3.0,1.0,0.0, negative
61,1.0,3.0,0.0,4.0,7.0,4.0,4.0,0.0,0.0, negative
62,3.0,5.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0, negative
63,0.0,3.0,0.0,8.0,1.0,7.0,1.0,0.0,0.0, negative
64,3.0,4.0,8.0,3.0,4.0,4.0,2.0,0.0,3.0, negative
65,1.0,6.0,0.0,7.0,6.0,1.0,3.0,3.0,2.0, negative
