@relation ./ML-assignments/Assignment6/databases_disc/databases_EWD3_arff/ecoli-0-6-7_vs_5/EWD3ecoli-0-6-7_vs_5-5-2tra.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute Class {' negative'}
@data
0,7.0,0.0,9.0,6.0,4.0,5.0,' negativ
1,2.0,3.0,9.0,7.0,2.0,4.0,' negativ
2,3.0,3.0,9.0,6.0,2.0,4.0,' negativ
3,2.0,3.0,9.0,7.0,3.0,4.0,' negativ
4,0.0,5.0,9.0,6.0,5.0,6.0,' negativ
5,5.0,0.0,9.0,7.0,1.0,0.0,' negativ
6,5.0,2.0,9.0,7.0,3.0,4.0,' negativ
7,3.0,5.0,9.0,6.0,1.0,3.0,' negativ
8,5.0,3.0,9.0,6.0,2.0,4.0,' negativ
9,6.0,0.0,9.0,6.0,3.0,4.0,' negativ
10,2.0,4.0,9.0,6.0,1.0,3.0,' negativ
11,4.0,5.0,9.0,5.0,2.0,4.0,' negativ
12,5.0,3.0,9.0,7.0,6.0,6.0,' negativ
13,2.0,0.0,9.0,5.0,3.0,4.0,' negativ
14,5.0,6.0,9.0,5.0,2.0,3.0,' negativ
15,0.0,5.0,9.0,5.0,2.0,0.0,' negativ
16,6.0,6.0,9.0,5.0,3.0,5.0,' negativ
17,0.0,1.0,9.0,7.0,1.0,2.0,' negativ
18,4.0,4.0,9.0,6.0,2.0,2.0,' negativ
19,3.0,4.0,9.0,6.0,5.0,6.0,' negativ
20,3.0,0.0,9.0,6.0,3.0,4.0,' negativ
21,2.0,5.0,9.0,0.0,3.0,4.0,' negativ
22,5.0,4.0,9.0,7.0,4.0,5.0,' negativ
23,5.0,4.0,9.0,6.0,3.0,4.0,' negativ
24,6.0,4.0,9.0,6.0,2.0,4.0,' negativ
25,4.0,3.0,9.0,5.0,4.0,5.0,' negativ
26,7.0,5.0,9.0,4.0,4.0,5.0,' negativ
27,0.0,3.0,9.0,5.0,4.0,5.0,' negativ
28,4.0,6.0,9.0,5.0,4.0,5.0,' negativ
29,3.0,6.0,9.0,5.0,3.0,4.0,' negativ
30,8.0,5.0,9.0,8.0,0.0,0.0,' negativ
31,4.0,4.0,9.0,4.0,3.0,4.0,' negativ
32,4.0,5.0,9.0,6.0,2.0,3.0,' negativ
33,4.0,5.0,9.0,7.0,3.0,4.0,' negativ
34,0.0,0.0,9.0,6.0,4.0,5.0,' negativ
35,7.0,5.0,9.0,6.0,4.0,4.0,' negativ
36,2.0,4.0,9.0,6.0,4.0,0.0,' negativ
37,5.0,4.0,9.0,7.0,6.0,7.0,' negativ
38,5.0,0.0,9.0,5.0,3.0,4.0,' negativ
39,5.0,4.0,9.0,8.0,1.0,3.0,' negativ
40,4.0,6.0,9.0,5.0,4.0,4.0,' negativ
41,3.0,0.0,9.0,6.0,0.0,2.0,' negativ
42,2.0,4.0,9.0,4.0,4.0,5.0,' negativ
43,2.0,6.0,9.0,5.0,6.0,6.0,' negativ
44,7.0,5.0,9.0,3.0,3.0,4.0,' negativ
45,0.0,4.0,9.0,6.0,3.0,4.0,' negativ
46,5.0,3.0,9.0,0.0,3.0,5.0,' negativ
47,5.0,4.0,9.0,7.0,3.0,5.0,' negativ
48,5.0,6.0,9.0,0.0,5.0,6.0,' negativ
49,6.0,4.0,9.0,5.0,3.0,4.0,' negativ
50,4.0,4.0,9.0,6.0,5.0,6.0,' negativ
51,2.0,0.0,9.0,6.0,2.0,4.0,' negativ
52,6.0,3.0,9.0,7.0,3.0,5.0,' negativ
53,3.0,4.0,9.0,5.0,3.0,4.0,' negativ
54,6.0,6.0,9.0,5.0,5.0,6.0,' negativ
55,3.0,4.0,9.0,5.0,2.0,4.0,' negativ
56,4.0,5.0,9.0,7.0,0.0,5.0,' negativ
57,3.0,2.0,9.0,4.0,2.0,4.0,' negativ
58,5.0,5.0,9.0,6.0,2.0,4.0,' negativ
59,4.0,0.0,9.0,5.0,4.0,5.0,' negativ
60,5.0,4.0,9.0,5.0,2.0,0.0,' negativ
61,3.0,4.0,9.0,5.0,3.0,4.0,' negativ
62,6.0,4.0,9.0,6.0,2.0,4.0,' negativ
63,5.0,3.0,9.0,5.0,3.0,4.0,' negativ
64,3.0,4.0,9.0,6.0,4.0,5.0,' negativ
65,4.0,3.0,9.0,5.0,4.0,5.0,' negativ
66,5.0,4.0,9.0,6.0,3.0,4.0,' negativ
67,3.0,5.0,9.0,5.0,2.0,4.0,' negativ
68,4.0,6.0,9.0,8.0,3.0,4.0,' negativ
69,0.0,5.0,9.0,7.0,5.0,6.0,' negativ
70,6.0,5.0,9.0,5.0,4.0,4.0,' negativ
71,6.0,4.0,9.0,1.0,3.0,4.0,' negativ
72,4.0,5.0,9.0,7.0,4.0,5.0,' negativ
73,5.0,4.0,9.0,0.0,2.0,2.0,' negativ
74,0.0,5.0,9.0,4.0,2.0,3.0,' negativ
75,4.0,5.0,9.0,3.0,3.0,4.0,' negativ
76,8.0,8.0,9.0,6.0,4.0,4.0,' negativ
77,8.0,6.0,9.0,4.0,4.0,3.0,' negativ
78,6.0,5.0,9.0,8.0,3.0,4.0,' negativ
79,4.0,0.0,9.0,8.0,2.0,4.0,' negativ
80,4.0,2.0,9.0,7.0,1.0,3.0,' negativ
81,4.0,5.0,9.0,7.0,1.0,3.0,' negativ
82,3.0,3.0,9.0,5.0,0.0,0.0,' negativ
83,3.0,0.0,9.0,6.0,3.0,4.0,' negativ
84,5.0,3.0,9.0,4.0,5.0,6.0,' negativ
85,4.0,3.0,9.0,0.0,0.0,0.0,' negativ
86,4.0,3.0,9.0,6.0,0.0,3.0,' negativ
