@relation ./ML-assignments/Assignment6/databases_disc/databases_EWD2_arff/ecoli-0-1-4-6_vs_5/EWD2ecoli-0-1-4-6_vs_5-5-1tst.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute Class {' negative',' positive'}
@data
0,2.0,1.0,4.0,3.0,1.0,2.0,' negativ
1,1.0,2.0,4.0,2.0,0.0,1.0,' negativ
2,1.0,2.0,4.0,2.0,0.0,1.0,' negativ
3,2.0,1.0,4.0,3.0,3.0,3.0,' negativ
4,0.0,2.0,4.0,2.0,1.0,0.0,' negativ
5,2.0,2.0,4.0,2.0,1.0,1.0,' negativ
6,3.0,2.0,4.0,1.0,2.0,2.0,' negativ
7,1.0,1.0,4.0,1.0,1.0,1.0,' negativ
8,1.0,2.0,4.0,2.0,1.0,2.0,' negativ
9,4.0,2.0,4.0,3.0,0.0,0.0,' negativ
10,3.0,2.0,4.0,2.0,2.0,2.0,' negativ
11,2.0,1.0,4.0,3.0,3.0,3.0,' negativ
12,2.0,0.0,4.0,2.0,1.0,2.0,' negativ
13,1.0,0.0,4.0,2.0,0.0,1.0,' negativ
14,1.0,1.0,4.0,1.0,2.0,2.0,' negativ
15,2.0,1.0,4.0,0.0,1.0,2.0,' negativ
16,1.0,0.0,4.0,2.0,1.0,2.0,' negativ
17,1.0,2.0,4.0,2.0,1.0,2.0,' negativ
18,2.0,2.0,4.0,2.0,2.0,2.0,' negativ
19,0.0,2.0,4.0,1.0,1.0,1.0,' negativ
20,3.0,2.0,4.0,3.0,1.0,2.0,' negativ
21,1.0,3.0,4.0,3.0,2.0,2.0,' negativ
22,2.0,1.0,4.0,3.0,0.0,1.0,' negativ
23,1.0,1.0,4.0,2.0,0.0,0.0,' negativ
24,2.0,0.0,4.0,2.0,1.0,2.0,' negativ
25,1.0,1.0,4.0,0.0,2.0,0.0,' negativ
26,0.0,2.0,4.0,2.0,0.0,2.0,' negativ
27,1.0,1.0,4.0,2.0,1.0,2.0,' negativ
28,1.0,0.0,4.0,4.0,1.0,2.0,' negativ
29,0.0,2.0,4.0,2.0,2.0,2.0,' negativ
30,0.0,2.0,4.0,3.0,1.0,2.0,' negativ
31,1.0,1.0,4.0,2.0,1.0,2.0,' negativ
32,2.0,1.0,4.0,2.0,3.0,3.0,' negativ
33,0.0,2.0,4.0,3.0,1.0,2.0,' negativ
34,2.0,2.0,4.0,2.0,2.0,3.0,' negativ
35,1.0,2.0,4.0,4.0,4.0,4.0,' negativ
36,3.0,2.0,4.0,3.0,4.0,0.0,' negativ
37,3.0,2.0,4.0,0.0,4.0,0.0,' negativ
38,2.0,3.0,4.0,3.0,4.0,4.0,' negativ
39,2.0,0.0,4.0,3.0,4.0,4.0,' negativ
40,2.0,2.0,4.0,3.0,0.0,0.0,' negativ
41,3.0,3.0,4.0,3.0,0.0,4.0,' negativ
42,2.0,2.0,4.0,2.0,4.0,4.0,' negativ
43,1.0,2.0,4.0,0.0,4.0,4.0,' negativ
44,4.0,2.0,4.0,4.0,4.0,4.0,' negativ
45,2.0,3.0,4.0,1.0,4.0,1.0,' negativ
46,2.0,2.0,4.0,2.0,4.0,1.0,' negativ
47,4.0,2.0,4.0,3.0,4.0,4.0,' negativ
48,4.0,2.0,4.0,2.0,4.0,0.0,' negativ
49,4.0,2.0,4.0,3.0,4.0,4.0,' negativ
50,4.0,3.0,0.0,3.0,3.0,0.0,' negativ
51,4.0,4.0,4.0,4.0,0.0,1.0,' positiv
52,3.0,4.0,4.0,2.0,1.0,2.0,' positiv
53,4.0,4.0,4.0,4.0,3.0,2.0,' positiv
54,4.0,0.0,4.0,3.0,3.0,1.0,' positiv
55,4.0,3.0,4.0,4.0,0.0,1.0,' positiv
56,4.0,3.0,4.0,3.0,2.0,1.0,' positiv
57,4.0,4.0,4.0,4.0,3.0,1.0,' positiv
58,4.0,4.0,4.0,4.0,3.0,0.0,' positiv
59,4.0,3.0,4.0,4.0,3.0,0.0,' positiv
60,4.0,4.0,4.0,4.0,3.0,0.0,' positiv
61,4.0,4.0,4.0,4.0,2.0,1.0,' positiv
62,3.0,3.0,4.0,4.0,2.0,2.0,' positiv
63,4.0,2.0,4.0,3.0,3.0,2.0,' positiv
64,3.0,4.0,4.0,4.0,2.0,2.0,' positiv
65,4.0,3.0,4.0,0.0,1.0,1.0,' positiv
66,0.0,4.0,0.0,4.0,3.0,3.0,' positiv
67,4.0,3.0,4.0,4.0,2.0,1.0,' positiv
68,4.0,2.0,4.0,4.0,2.0,1.0,' positiv
69,4.0,4.0,4.0,3.0,2.0,2.0,' positiv
70,4.0,3.0,4.0,4.0,0.0,0.0,' positiv
