@relation ./ML-assignments/Assignment6/databases_disc/databases_EFQ2_arff/glass6/EFQ1glass6-5-3tst.dat

@attribute attr0 numeric
@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attrClass {' negative',' positive'}
@data
2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,' negativ
1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,' negativ
1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,' negativ
2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,' negativ
0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,' negativ
1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,' negativ
0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,' negativ
1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,' negativ
2.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,' negativ
2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,' negativ
2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,' negativ
2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,' negativ
0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,' negativ
1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,' negativ
1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,' negativ
1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,' negativ
2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,' negativ
0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,' negativ
1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,' negativ
2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,' negativ
2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,' negativ
1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,' negativ
2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,' negativ
1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,' negativ
0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,' negativ
2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,' negativ
2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,' negativ
2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,' negativ
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,' negativ
2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,' negativ
1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,' negativ
2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,' negativ
2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,' negativ
1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,' negativ
0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,' negativ
0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,' negativ
1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,' positiv
0.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,' positiv
1.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,' positiv
0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,' positiv
1.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,' positiv
0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,' positiv
0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,' positiv
0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,' positiv
2.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,' positiv
2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,' positiv
0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,' positiv
0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,' positiv
2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,' positiv
0.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,' positiv
1.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,' positiv
1.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,' positiv
1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,' positiv
0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,' positiv
1.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,' positiv
2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,' positiv
0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,' positiv
0.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,' positiv
0.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,' positiv
2.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,' positiv
0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,' positiv
1.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,' positiv
2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,' positiv
1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,' positiv
1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,' positiv
