@relation ./ML-assignments/Assignment6/databases_disc/databases_EWD2_arff/vehicle0/EWD2vehicle0-5-2tra.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute Class {' negative'}
@data
0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,0.0,3.0,4.0,3.0,3.0,3.0,2.0,0.0,1.0,1.0,2.0,' negativ
1,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,' negativ
2,2.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,' negativ
3,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,' negativ
4,1.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,4.0,' negativ
5,3.0,3.0,4.0,2.0,1.0,2.0,3.0,0.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,' negativ
6,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,' negativ
7,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,' negativ
8,1.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,' negativ
9,3.0,3.0,4.0,2.0,1.0,2.0,3.0,0.0,2.0,3.0,2.0,3.0,2.0,1.0,0.0,2.0,2.0,3.0,' negativ
10,2.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,3.0,2.0,' negativ
11,1.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,3.0,' negativ
12,2.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,' negativ
13,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,' negativ
14,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,' negativ
15,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,' negativ
16,3.0,3.0,4.0,2.0,1.0,2.0,3.0,0.0,2.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,2.0,' negativ
17,3.0,3.0,4.0,2.0,0.0,1.0,3.0,0.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,' negativ
18,2.0,1.0,2.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,2.0,' negativ
19,3.0,4.0,4.0,2.0,0.0,0.0,4.0,0.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,' negativ
20,2.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,3.0,2.0,' negativ
21,3.0,4.0,4.0,3.0,1.0,1.0,3.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,' negativ
22,3.0,3.0,4.0,4.0,4.0,1.0,3.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,' negativ
23,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,' negativ
24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,' negativ
25,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,' negativ
26,3.0,3.0,4.0,3.0,2.0,2.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,' negativ
27,2.0,4.0,4.0,4.0,4.0,1.0,3.0,0.0,2.0,3.0,3.0,2.0,4.0,2.0,0.0,0.0,2.0,2.0,' negativ
28,2.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,' negativ
29,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,' negativ
30,2.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,' negativ
31,2.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,' negativ
32,3.0,3.0,4.0,3.0,2.0,2.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,' negativ
33,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,' negativ
34,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,' negativ
35,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,' negativ
36,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,' negativ
37,3.0,4.0,3.0,3.0,3.0,2.0,3.0,0.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0,2.0,' negativ
38,3.0,4.0,4.0,2.0,1.0,2.0,3.0,0.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,' negativ
39,2.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,' negativ
40,2.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,4.0,3.0,' negativ
41,0.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,' negativ
42,2.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,' negativ
43,3.0,4.0,4.0,4.0,3.0,2.0,3.0,0.0,2.0,3.0,2.0,2.0,3.0,1.0,0.0,3.0,2.0,3.0,' negativ
44,0.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,' negativ
45,0.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,' negativ
46,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,3.0,' negativ
47,3.0,3.0,4.0,2.0,1.0,1.0,3.0,0.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,' negativ
48,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,' negativ
49,2.0,4.0,4.0,4.0,4.0,1.0,3.0,0.0,2.0,4.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,' negativ
50,3.0,4.0,4.0,2.0,2.0,1.0,3.0,0.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,' negativ
51,2.0,2.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,' negativ
52,1.0,2.0,2.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,' negativ
53,1.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,3.0,' negativ
54,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,2.0,' negativ
55,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,' negativ
56,1.0,1.0,2.0,2.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,' negativ
57,1.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,' negativ
58,0.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,' negativ
59,0.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,' negativ
60,2.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,3.0,4.0,' negativ
61,1.0,0.0,2.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,4.0,' negativ
62,3.0,3.0,4.0,3.0,3.0,2.0,3.0,0.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,' negativ
63,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,' negativ
64,4.0,3.0,4.0,4.0,3.0,2.0,3.0,0.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,4.0,' negativ
65,2.0,0.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,' negativ
66,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,4.0,4.0,' negativ
67,2.0,1.0,2.0,2.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0,3.0,' negativ
68,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,' negativ
69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,' negativ
70,1.0,2.0,2.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,' negativ
71,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,' negativ
72,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,4.0,' negativ
73,3.0,4.0,4.0,3.0,2.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,' negativ
74,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,' negativ
75,0.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,' negativ
76,1.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,' negativ
77,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,' negativ
78,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,' negativ
79,3.0,3.0,4.0,4.0,4.0,0.0,4.0,0.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,2.0,1.0,0.0,' negativ
80,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,' negativ
81,4.0,3.0,4.0,3.0,2.0,1.0,3.0,0.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,' negativ
82,3.0,4.0,4.0,4.0,4.0,1.0,3.0,0.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0,' negativ
83,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,' negativ
84,3.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,' negativ
85,3.0,4.0,4.0,4.0,3.0,2.0,3.0,0.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,0.0,1.0,2.0,' negativ
86,2.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,' negativ
87,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,' negativ
88,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,' negativ
89,3.0,4.0,4.0,2.0,1.0,1.0,3.0,0.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,' negativ
90,4.0,3.0,4.0,4.0,3.0,2.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,' negativ
91,1.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,' negativ
92,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,' negativ
93,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,' negativ
94,3.0,4.0,4.0,3.0,3.0,2.0,3.0,0.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,0.0,2.0,2.0,' negativ
95,0.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,' negativ
96,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,' negativ
97,2.0,3.0,4.0,2.0,2.0,0.0,3.0,0.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,' negativ
98,3.0,3.0,4.0,4.0,3.0,2.0,3.0,0.0,2.0,3.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,3.0,' negativ
99,1.0,2.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,' negativ
100,1.0,0.0,2.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,' negativ
101,2.0,4.0,4.0,2.0,1.0,1.0,3.0,0.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,' negativ
102,3.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,3.0,' negativ
103,1.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,' negativ
104,4.0,4.0,4.0,2.0,0.0,0.0,4.0,0.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,2.0,1.0,0.0,' negativ
105,2.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,3.0,3.0,' negativ
106,3.0,4.0,4.0,4.0,4.0,1.0,3.0,0.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,0.0,1.0,2.0,' negativ
107,2.0,4.0,4.0,3.0,2.0,2.0,3.0,0.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,' negativ
108,3.0,3.0,4.0,3.0,2.0,2.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,' negativ
109,2.0,2.0,3.0,3.0,4.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,3.0,2.0,' negativ
110,2.0,2.0,2.0,2.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,' negativ
111,3.0,3.0,4.0,3.0,2.0,2.0,3.0,0.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,4.0,2.0,4.0,' negativ
112,2.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,' negativ
113,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,' negativ
114,3.0,4.0,4.0,3.0,3.0,2.0,3.0,0.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,0.0,2.0,2.0,' negativ
115,3.0,4.0,4.0,3.0,3.0,2.0,3.0,0.0,3.0,4.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,3.0,' negativ
116,3.0,4.0,3.0,4.0,4.0,2.0,3.0,0.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,' negativ
117,1.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,' negativ
118,2.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,' negativ
119,3.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,4.0,' negativ
120,2.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,4.0,' negativ
121,3.0,4.0,4.0,3.0,2.0,2.0,3.0,0.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,4.0,1.0,3.0,' negativ
122,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,' negativ
123,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,' negativ
124,3.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,' negativ
125,3.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,0.0,2.0,3.0,' negativ
126,2.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,' negativ
127,3.0,4.0,4.0,3.0,3.0,1.0,3.0,0.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,' negativ
128,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,' negativ
129,2.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,' negativ
130,1.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,' negativ
131,1.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,' negativ
132,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,' negativ
133,3.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,4.0,' negativ
134,1.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,' negativ
135,3.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,3.0,3.0,4.0,3.0,3.0,3.0,0.0,2.0,1.0,0.0,' negativ
136,2.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,2.0,3.0,' negativ
137,3.0,4.0,4.0,3.0,3.0,2.0,3.0,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,' negativ
138,4.0,4.0,4.0,3.0,3.0,2.0,3.0,0.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,' negativ
139,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,4.0,' negativ
140,1.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0,' negativ
141,4.0,4.0,4.0,3.0,2.0,2.0,3.0,0.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,' negativ
142,3.0,4.0,4.0,3.0,2.0,1.0,4.0,0.0,3.0,3.0,4.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0,' negativ
143,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,' negativ
144,3.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,4.0,' negativ
145,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,4.0,0.0,1.0,1.0,' negativ
