%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 8     Instances: 159
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute 'y' {' negative'}

@data
0,0.0,0.0,9.0,7.0,4.0,5.0,' negative'
1,7.0,0.0,9.0,6.0,4.0,5.0,' negative'
2,7.0,5.0,9.0,7.0,5.0,4.0,' negative'
3,2.0,3.0,9.0,7.0,2.0,4.0,' negative'
4,8.0,4.0,9.0,4.0,4.0,5.0,' negative'
5,3.0,3.0,9.0,5.0,2.0,4.0,' negative'
6,0.0,5.0,9.0,6.0,5.0,6.0,' negative'
7,5.0,0.0,9.0,7.0,1.0,0.0,' negative'
8,5.0,2.0,9.0,7.0,3.0,4.0,' negative'
9,5.0,3.0,9.0,6.0,2.0,4.0,' negative'
10,6.0,0.0,9.0,6.0,3.0,4.0,' negative'
11,2.0,4.0,9.0,6.0,1.0,3.0,' negative'
12,3.0,0.0,9.0,6.0,5.0,6.0,' negative'
13,4.0,5.0,9.0,5.0,2.0,4.0,' negative'
14,5.0,3.0,9.0,7.0,6.0,6.0,' negative'
15,2.0,0.0,9.0,5.0,3.0,4.0,' negative'
16,5.0,6.0,9.0,5.0,2.0,3.0,' negative'
17,0.0,5.0,9.0,5.0,2.0,0.0,' negative'
18,4.0,2.0,9.0,9.0,0.0,1.0,' negative'
19,6.0,6.0,9.0,5.0,3.0,5.0,' negative'
20,0.0,1.0,9.0,7.0,1.0,2.0,' negative'
21,4.0,4.0,9.0,6.0,2.0,2.0,' negative'
22,3.0,4.0,9.0,6.0,5.0,6.0,' negative'
23,3.0,0.0,9.0,6.0,3.0,4.0,' negative'
24,5.0,4.0,9.0,7.0,4.0,5.0,' negative'
25,5.0,4.0,9.0,6.0,3.0,4.0,' negative'
26,6.0,4.0,9.0,5.0,2.0,4.0,' negative'
27,4.0,3.0,9.0,5.0,4.0,5.0,' negative'
28,7.0,5.0,9.0,4.0,4.0,5.0,' negative'
29,0.0,3.0,9.0,5.0,4.0,5.0,' negative'
30,3.0,4.0,9.0,4.0,2.0,3.0,' negative'
31,4.0,6.0,9.0,5.0,4.0,5.0,' negative'
32,3.0,6.0,9.0,5.0,3.0,4.0,' negative'
33,8.0,5.0,9.0,8.0,0.0,0.0,' negative'
34,4.0,4.0,9.0,4.0,3.0,4.0,' negative'
35,4.0,5.0,9.0,7.0,3.0,4.0,' negative'
