%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 8     Instances: 59
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute 'y' {' negative',' positive'}

@data
0,0.0,4.0,9.0,4.0,8.0,9.0,' negative'
1,5.0,0.0,9.0,6.0,2.0,0.0,' negative'
2,4.0,4.0,9.0,3.0,3.0,5.0,' negative'
3,0.0,1.0,9.0,6.0,1.0,3.0,' negative'
4,4.0,4.0,9.0,5.0,3.0,3.0,' negative'
5,3.0,0.0,9.0,5.0,5.0,6.0,' negative'
6,5.0,4.0,9.0,5.0,5.0,6.0,' negative'
7,0.0,2.0,9.0,4.0,5.0,7.0,' negative'
8,4.0,5.0,9.0,4.0,6.0,7.0,' negative'
9,3.0,5.0,9.0,4.0,4.0,6.0,' negative'
10,4.0,4.0,9.0,3.0,4.0,6.0,' negative'
11,5.0,3.0,9.0,6.0,9.0,9.0,' negative'
12,5.0,3.0,9.0,6.0,2.0,4.0,' negative'
13,4.0,5.0,9.0,4.0,7.0,5.0,' negative'
14,0.0,3.0,9.0,4.0,5.0,6.0,' negative'
15,6.0,2.0,9.0,5.0,5.0,7.0,' negative'
16,3.0,3.0,9.0,4.0,4.0,5.0,' negative'
17,4.0,5.0,9.0,6.0,0.0,7.0,' negative'
18,5.0,5.0,9.0,5.0,4.0,5.0,' negative'
19,4.0,2.0,9.0,4.0,5.0,7.0,' negative'
20,0.0,5.0,9.0,5.0,8.0,9.0,' negative'
21,6.0,4.0,9.0,3.0,5.0,6.0,' negative'
22,6.0,5.0,9.0,6.0,5.0,6.0,' negative'
23,4.0,4.0,9.0,4.0,0.0,5.0,' negative'
24,4.0,4.0,9.0,4.0,5.0,7.0,' negative'
25,3.0,2.0,9.0,0.0,7.0,0.0,' negative'
26,3.0,2.0,9.0,4.0,5.0,6.0,' negative'
27,0.0,4.0,9.0,4.0,8.0,9.0,' negative'
28,5.0,3.0,9.0,3.0,5.0,7.0,' negative'
29,2.0,5.0,9.0,5.0,6.0,7.0,' negative'
30,9.0,6.0,0.0,3.0,9.0,0.0,' negative'
31,0.0,6.0,9.0,6.0,8.0,7.0,' negative'
32,8.0,8.0,9.0,5.0,7.0,3.0,' negative'
33,4.0,4.0,9.0,5.0,4.0,6.0,' negative'
34,9.0,9.0,9.0,5.0,8.0,6.0,' negative'
35,9.0,5.0,9.0,0.0,9.0,6.0,' negative'
36,8.0,0.0,9.0,4.0,5.0,4.0,' negative'
37,7.0,8.0,9.0,5.0,8.0,8.0,' negative'
38,5.0,6.0,9.0,5.0,8.0,9.0,' negative'
39,8.0,7.0,9.0,7.0,6.0,4.0,' positive'
40,7.0,7.0,9.0,8.0,5.0,7.0,' positive'
41,8.0,5.0,9.0,7.0,9.0,5.0,' positive'
42,8.0,6.0,9.0,0.0,5.0,4.0,' positive'
43,9.0,7.0,9.0,9.0,0.0,4.0,' positive'
44,8.0,9.0,9.0,8.0,0.0,4.0,' positive'
45,7.0,8.0,9.0,5.0,5.0,5.0,' positive'
46,8.0,9.0,9.0,8.0,9.0,6.0,' positive'
47,9.0,0.0,9.0,6.0,8.0,4.0,' positive'
48,9.0,9.0,9.0,9.0,9.0,4.0,' positive'
49,9.0,8.0,9.0,9.0,9.0,0.0,' positive'
50,9.0,6.0,9.0,9.0,8.0,0.0,' positive'
51,9.0,8.0,9.0,8.0,9.0,2.0,' positive'
52,8.0,8.0,9.0,9.0,7.0,4.0,' positive'
53,6.0,9.0,9.0,8.0,6.0,6.0,' positive'
54,0.0,8.0,0.0,8.0,9.0,8.0,' positive'
55,8.0,6.0,9.0,8.0,6.0,3.0,' positive'
56,8.0,5.0,9.0,8.0,7.0,4.0,' positive'
57,9.0,7.0,9.0,7.0,7.0,5.0,' positive'
58,8.0,7.0,9.0,8.0,0.0,0.0,' positive'
