@relation ./ML-assignments/Assignment6/databases_disc/databases_EWD3_arff/winequality-red-8_vs_6/EWD3winequality-red-8_vs_6-5-2tra.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute Class {' negative'}
@data
0,3.0,1.0,6.0,0.0,8.0,2.0,3.0,5.0,1.0,4.0,1.0,' negativ
1,4.0,0.0,6.0,0.0,1.0,3.0,3.0,4.0,4.0,0.0,1.0,' negativ
2,2.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,1.0,2.0,' negativ
3,2.0,5.0,0.0,1.0,1.0,2.0,1.0,4.0,5.0,1.0,3.0,' negativ
4,2.0,5.0,1.0,6.0,0.0,5.0,4.0,6.0,5.0,0.0,1.0,' negativ
5,3.0,5.0,0.0,3.0,1.0,0.0,0.0,6.0,4.0,0.0,2.0,' negativ
6,2.0,3.0,2.0,1.0,7.0,0.0,0.0,4.0,3.0,3.0,3.0,' negativ
7,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,' negativ
8,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,' negativ
9,2.0,2.0,3.0,1.0,0.0,1.0,2.0,4.0,4.0,0.0,1.0,' negativ
10,3.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,3.0,' negativ
11,3.0,5.0,1.0,0.0,1.0,1.0,1.0,4.0,4.0,0.0,1.0,' negativ
12,2.0,7.0,0.0,1.0,1.0,1.0,1.0,4.0,5.0,0.0,4.0,' negativ
13,1.0,1.0,6.0,0.0,0.0,2.0,3.0,4.0,5.0,2.0,3.0,' negativ
14,4.0,3.0,3.0,0.0,1.0,2.0,8.0,5.0,0.0,9.0,2.0,' negativ
15,4.0,3.0,3.0,0.0,1.0,2.0,8.0,5.0,0.0,9.0,2.0,' negativ
16,0.0,5.0,2.0,0.0,0.0,2.0,6.0,2.0,8.0,1.0,8.0,' negativ
17,3.0,4.0,2.0,0.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,' negativ
18,3.0,5.0,3.0,0.0,1.0,1.0,2.0,5.0,4.0,1.0,3.0,' negativ
19,3.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,3.0,' negativ
20,3.0,4.0,2.0,0.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,' negativ
21,3.0,1.0,6.0,1.0,1.0,2.0,4.0,5.0,4.0,2.0,2.0,' negativ
22,5.0,1.0,5.0,0.0,1.0,2.0,2.0,6.0,4.0,1.0,2.0,' negativ
23,4.0,2.0,3.0,0.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,' negativ
24,3.0,4.0,1.0,0.0,1.0,0.0,1.0,5.0,4.0,0.0,1.0,' negativ
25,4.0,4.0,0.0,0.0,2.0,1.0,3.0,4.0,3.0,1.0,4.0,' negativ
26,2.0,6.0,1.0,0.0,1.0,2.0,5.0,4.0,4.0,0.0,1.0,' negativ
27,4.0,4.0,0.0,0.0,2.0,1.0,3.0,4.0,3.0,1.0,4.0,' negativ
28,1.0,3.0,0.0,0.0,0.0,2.0,1.0,3.0,4.0,1.0,2.0,' negativ
29,3.0,9.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,0.0,2.0,' negativ
30,0.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,7.0,2.0,9.0,' negativ
31,0.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,7.0,2.0,9.0,' negativ
32,3.0,2.0,5.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,3.0,' negativ
33,2.0,1.0,6.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,3.0,' negativ
34,2.0,5.0,2.0,0.0,1.0,2.0,5.0,4.0,6.0,1.0,1.0,' negativ
35,3.0,4.0,0.0,0.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,' negativ
36,3.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,1.0,' negativ
37,3.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,1.0,' negativ
38,2.0,4.0,5.0,0.0,1.0,0.0,2.0,5.0,6.0,1.0,3.0,' negativ
39,7.0,1.0,7.0,0.0,0.0,1.0,1.0,5.0,2.0,3.0,3.0,' negativ
40,2.0,3.0,4.0,0.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,' negativ
41,5.0,4.0,7.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,7.0,' negativ
42,3.0,6.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,2.0,' negativ
43,7.0,3.0,8.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,3.0,' negativ
44,3.0,2.0,4.0,0.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,' negativ
45,4.0,4.0,6.0,0.0,7.0,3.0,4.0,4.0,1.0,7.0,1.0,' negativ
46,3.0,3.0,3.0,1.0,0.0,3.0,3.0,4.0,4.0,1.0,3.0,' negativ
47,3.0,2.0,0.0,0.0,1.0,1.0,2.0,4.0,4.0,0.0,2.0,' negativ
48,3.0,2.0,2.0,1.0,1.0,2.0,3.0,5.0,4.0,1.0,2.0,' negativ
49,3.0,9.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,' negativ
50,2.0,5.0,0.0,0.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,' negativ
51,2.0,5.0,0.0,0.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,' negativ
52,2.0,5.0,0.0,0.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,' negativ
53,7.0,2.0,7.0,0.0,1.0,0.0,1.0,6.0,2.0,2.0,4.0,' negativ
54,3.0,4.0,1.0,0.0,1.0,3.0,6.0,4.0,1.0,0.0,2.0,' negativ
55,2.0,5.0,0.0,0.0,1.0,0.0,1.0,6.0,6.0,3.0,2.0,' negativ
56,3.0,4.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,0.0,2.0,' negativ
57,2.0,5.0,0.0,0.0,1.0,0.0,1.0,6.0,6.0,3.0,2.0,' negativ
58,6.0,1.0,5.0,0.0,0.0,2.0,1.0,6.0,3.0,2.0,2.0,' negativ
59,2.0,5.0,0.0,0.0,0.0,2.0,1.0,5.0,5.0,1.0,2.0,' negativ
60,2.0,5.0,0.0,0.0,0.0,2.0,1.0,5.0,5.0,1.0,2.0,' negativ
61,7.0,0.0,6.0,2.0,1.0,0.0,1.0,7.0,3.0,3.0,3.0,' negativ
62,3.0,4.0,0.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,4.0,' negativ
63,7.0,0.0,6.0,2.0,1.0,0.0,1.0,7.0,3.0,3.0,3.0,' negativ
64,3.0,4.0,0.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,4.0,' negativ
65,2.0,4.0,0.0,1.0,1.0,0.0,1.0,6.0,7.0,3.0,1.0,' negativ
66,7.0,0.0,6.0,2.0,1.0,0.0,1.0,7.0,3.0,3.0,3.0,' negativ
