@relation ./ML-assignments/Assignment6/databases_disc/databases_EFQ1_arff/shuttle-c2-vs-c4/EFQ1shuttle-c2-vs-c4-5-4tst.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute Class {' negative',' positive'}
@data
0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,' negativ
1,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,' negativ
2,0.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,' negativ
3,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,' negativ
4,1.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,' negativ
5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
6,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,' negativ
7,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,' negativ
8,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,' negativ
9,0.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,' negativ
10,0.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,' negativ
11,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,' negativ
12,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,' negativ
13,2.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,' negativ
14,1.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,' negativ
15,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,' negativ
16,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,' negativ
17,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,' negativ
18,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,' negativ
19,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,' negativ
20,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,' negativ
21,0.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,' negativ
22,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,' negativ
23,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,' negativ
24,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,' negativ
25,2.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,' positiv
26,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,' positiv
27,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,' positiv
28,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,' positiv
29,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,' positiv
