@relation ./ML-assignments/Assignment6/databases_disc/databases_KBN3_arff/winequality-red-8_vs_6/KBN3winequality-red-8_vs_6-5-1tst.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute Class {' negative',' positive'}
@data
0,1.0,6.0,0.0,2.0,4.0,4.0,2.0,5.0,6.0,1.0,3.0,' negativ
1,1.0,5.0,1.0,7.0,2.0,7.0,5.0,7.0,6.0,1.0,1.0,' negativ
2,1.0,4.0,0.0,2.0,1.0,2.0,0.0,4.0,5.0,2.0,1.0,' negativ
3,1.0,7.0,0.0,2.0,4.0,3.0,1.0,5.0,7.0,1.0,4.0,' negativ
4,3.0,4.0,3.0,1.0,4.0,4.0,8.0,5.0,0.0,8.0,2.0,' negativ
5,3.0,5.0,4.0,1.0,3.0,3.0,3.0,5.0,5.0,1.0,3.0,' negativ
6,2.0,4.0,1.0,1.0,3.0,2.0,1.0,5.0,5.0,0.0,1.0,' negativ
7,1.0,4.0,0.0,1.0,1.0,4.0,1.0,3.0,5.0,1.0,2.0,' negativ
8,3.0,2.0,5.0,2.0,3.0,3.0,3.0,6.0,7.0,1.0,3.0,' negativ
9,2.0,4.0,5.0,2.0,3.0,2.0,2.0,5.0,8.0,1.0,3.0,' negativ
10,4.0,4.0,8.0,1.0,0.0,1.0,0.0,4.0,4.0,4.0,7.0,' negativ
11,2.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0,5.0,1.0,3.0,' negativ
12,2.0,4.0,0.0,1.0,2.0,2.0,2.0,4.0,5.0,0.0,2.0,' negativ
13,1.0,5.0,0.0,1.0,2.0,3.0,2.0,5.0,6.0,2.0,2.0,' negativ
14,6.0,0.0,6.0,3.0,4.0,1.0,1.0,7.0,4.0,4.0,3.0,' negativ
15,6.0,0.0,6.0,3.0,4.0,1.0,1.0,7.0,4.0,4.0,3.0,' negativ
16,7.0,3.0,7.0,1.0,2.0,5.0,3.0,8.0,2.0,3.0,3.0,' negativ
17,5.0,4.0,2.0,2.0,3.0,4.0,3.0,7.0,3.0,2.0,3.0,' negativ
18,8.0,2.0,7.0,2.0,3.0,4.0,3.0,9.0,2.0,3.0,1.0,' negativ
19,2.0,4.0,0.0,2.0,3.0,4.0,3.0,5.0,5.0,1.0,4.0,' negativ
20,5.0,4.0,6.0,2.0,1.0,2.0,1.0,8.0,2.0,1.0,1.0,' negativ
21,5.0,3.0,5.0,2.0,7.0,1.0,0.0,7.0,3.0,2.0,1.0,' negativ
22,4.0,3.0,4.0,2.0,3.0,4.0,6.0,6.0,4.0,2.0,1.0,' negativ
23,4.0,7.0,1.0,2.0,3.0,5.0,5.0,7.0,4.0,2.0,3.0,' negativ
24,5.0,5.0,5.0,2.0,3.0,6.0,5.0,7.0,4.0,2.0,1.0,' negativ
25,5.0,2.0,8.0,2.0,5.0,3.0,2.0,6.0,3.0,2.0,7.0,' negativ
26,7.0,2.0,6.0,2.0,1.0,3.0,1.0,8.0,2.0,6.0,1.0,' negativ
27,7.0,5.0,6.0,2.0,3.0,2.0,2.0,8.0,2.0,3.0,4.0,' negativ
28,3.0,3.0,5.0,2.0,3.0,5.0,4.0,6.0,4.0,2.0,4.0,' negativ
29,3.0,1.0,5.0,1.0,2.0,3.0,1.0,6.0,3.0,3.0,1.0,' negativ
30,3.0,1.0,5.0,1.0,2.0,3.0,1.0,6.0,3.0,3.0,1.0,' negativ
31,3.0,1.0,5.0,1.0,2.0,3.0,1.0,6.0,3.0,3.0,1.0,' negativ
32,0.0,8.0,0.0,1.0,0.0,3.0,6.0,1.0,8.0,3.0,8.0,' positiv
33,9.0,3.0,9.0,2.0,3.0,4.0,3.0,9.0,2.0,3.0,2.0,' negativ
34,5.0,4.0,8.0,2.0,4.0,2.0,0.0,5.0,4.0,2.0,5.0,' negativ
35,5.0,3.0,7.0,2.0,2.0,4.0,3.0,7.0,3.0,4.0,2.0,' negativ
36,3.0,6.0,4.0,1.0,1.0,7.0,4.0,4.0,4.0,1.0,3.0,' negativ
37,3.0,2.0,7.0,1.0,8.0,2.0,1.0,6.0,2.0,5.0,1.0,' negativ
38,6.0,5.0,9.0,4.0,3.0,2.0,0.0,7.0,3.0,2.0,8.0,' positiv
39,6.0,1.0,7.0,1.0,3.0,1.0,0.0,7.0,1.0,2.0,1.0,' negativ
40,4.0,3.0,6.0,2.0,1.0,2.0,0.0,3.0,4.0,3.0,9.0,' negativ
41,5.0,5.0,4.0,1.0,0.0,1.0,0.0,6.0,3.0,0.0,2.0,' negativ
42,4.0,2.0,5.0,2.0,2.0,3.0,1.0,6.0,5.0,3.0,3.0,' negativ
43,4.0,7.0,3.0,2.0,2.0,5.0,4.0,6.0,4.0,2.0,3.0,' negativ
44,3.0,6.0,4.0,2.0,3.0,4.0,5.0,8.0,6.0,3.0,5.0,' negativ
45,5.0,2.0,6.0,1.0,5.0,3.0,3.0,6.0,1.0,3.0,2.0,' negativ
46,6.0,6.0,3.0,2.0,3.0,3.0,3.0,7.0,2.0,2.0,4.0,' negativ
47,9.0,1.0,9.0,1.0,2.0,2.0,0.0,8.0,0.0,3.0,0.0,' negativ
48,5.0,1.0,6.0,2.0,1.0,2.0,1.0,7.0,4.0,4.0,4.0,' negativ
49,8.0,3.0,6.0,3.0,3.0,2.0,3.0,9.0,4.0,2.0,7.0,' negativ
50,6.0,2.0,6.0,3.0,1.0,3.0,2.0,8.0,4.0,4.0,4.0,' negativ
51,7.0,1.0,6.0,2.0,2.0,5.0,3.0,7.0,3.0,3.0,3.0,' negativ
52,8.0,3.0,7.0,2.0,2.0,3.0,2.0,8.0,2.0,1.0,1.0,' negativ
53,2.0,3.0,1.0,2.0,3.0,4.0,3.0,5.0,4.0,1.0,3.0,' negativ
54,4.0,1.0,8.0,2.0,2.0,2.0,1.0,6.0,2.0,1.0,6.0,' negativ
55,2.0,4.0,1.0,1.0,2.0,1.0,0.0,5.0,4.0,3.0,2.0,' negativ
