@relation ./ML-assignments/Assignment6/databases_disc/databases_EFQ2_arff/ecoli-0-1_vs_2-3-5/EFQ1ecoli-0-1_vs_2-3-5-5-2tra.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute Class {' negative'}
@data
0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,' negativ
1,2.0,2.0,0.0,0.0,2.0,1.0,0.0,' negativ
2,2.0,1.0,0.0,0.0,0.0,1.0,1.0,' negativ
3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,' negativ
4,0.0,1.0,0.0,0.0,1.0,2.0,2.0,' negativ
5,1.0,0.0,0.0,0.0,2.0,0.0,0.0,' negativ
6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,' negativ
7,2.0,0.0,0.0,0.0,1.0,1.0,0.0,' negativ
8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,' negativ
9,0.0,0.0,0.0,0.0,1.0,1.0,1.0,' negativ
10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
11,2.0,0.0,0.0,0.0,2.0,2.0,2.0,' negativ
12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,' negativ
13,1.0,2.0,0.0,0.0,0.0,0.0,0.0,' negativ
14,1.0,0.0,0.0,0.0,2.0,0.0,0.0,' negativ
15,2.0,2.0,0.0,0.0,0.0,1.0,1.0,' negativ
16,0.0,0.0,0.0,0.0,2.0,0.0,0.0,' negativ
17,1.0,1.0,0.0,0.0,1.0,0.0,0.0,' negativ
18,1.0,1.0,0.0,0.0,1.0,1.0,1.0,' negativ
19,0.0,0.0,0.0,0.0,1.0,1.0,1.0,' negativ
20,0.0,2.0,0.0,0.0,0.0,1.0,1.0,' negativ
21,1.0,1.0,0.0,0.0,2.0,1.0,1.0,' negativ
22,1.0,0.0,0.0,0.0,0.0,1.0,1.0,' negativ
23,2.0,2.0,0.0,0.0,0.0,1.0,1.0,' negativ
24,0.0,0.0,0.0,0.0,1.0,1.0,1.0,' negativ
25,1.0,2.0,0.0,0.0,0.0,1.0,1.0,' negativ
26,1.0,2.0,0.0,0.0,1.0,1.0,1.0,' negativ
27,2.0,2.0,0.0,0.0,2.0,0.0,0.0,' negativ
28,1.0,1.0,0.0,0.0,0.0,0.0,1.0,' negativ
29,1.0,1.0,0.0,0.0,1.0,0.0,0.0,' negativ
30,0.0,0.0,0.0,0.0,1.0,1.0,1.0,' negativ
31,0.0,1.0,0.0,0.0,0.0,1.0,1.0,' negativ
32,2.0,1.0,0.0,0.0,1.0,1.0,1.0,' negativ
33,0.0,1.0,0.0,0.0,1.0,1.0,0.0,' negativ
34,2.0,0.0,0.0,0.0,2.0,2.0,2.0,' negativ
35,1.0,0.0,0.0,0.0,0.0,0.0,1.0,' negativ
36,0.0,0.0,0.0,0.0,1.0,1.0,1.0,' negativ
37,1.0,2.0,0.0,0.0,1.0,1.0,0.0,' negativ
38,1.0,0.0,0.0,0.0,1.0,0.0,0.0,' negativ
39,0.0,2.0,0.0,0.0,0.0,2.0,2.0,' negativ
40,2.0,2.0,0.0,0.0,0.0,0.0,0.0,' negativ
41,2.0,2.0,0.0,0.0,0.0,1.0,1.0,' negativ
42,2.0,1.0,0.0,0.0,0.0,1.0,1.0,' negativ
43,0.0,0.0,0.0,0.0,1.0,1.0,1.0,' negativ
44,1.0,1.0,0.0,0.0,2.0,1.0,1.0,' negativ
45,2.0,2.0,0.0,0.0,0.0,1.0,2.0,' negativ
46,1.0,1.0,0.0,0.0,1.0,1.0,2.0,' negativ
47,0.0,0.0,0.0,0.0,1.0,0.0,0.0,' negativ
48,2.0,0.0,0.0,0.0,1.0,1.0,1.0,' negativ
49,0.0,1.0,0.0,0.0,0.0,1.0,1.0,' negativ
50,2.0,2.0,0.0,0.0,1.0,1.0,2.0,' negativ
51,0.0,1.0,0.0,0.0,1.0,0.0,0.0,' negativ
52,1.0,2.0,0.0,0.0,2.0,0.0,1.0,' negativ
53,2.0,2.0,0.0,0.0,1.0,0.0,0.0,' negativ
54,2.0,1.0,0.0,0.0,1.0,0.0,0.0,' negativ
55,0.0,1.0,0.0,0.0,0.0,0.0,1.0,' negativ
56,1.0,0.0,0.0,0.0,1.0,0.0,0.0,' negativ
57,2.0,1.0,0.0,0.0,1.0,0.0,0.0,' negativ
58,2.0,0.0,0.0,0.0,1.0,0.0,1.0,' negativ
59,1.0,1.0,0.0,0.0,1.0,1.0,1.0,' negativ
60,1.0,0.0,0.0,0.0,0.0,1.0,1.0,' negativ
61,1.0,1.0,0.0,0.0,1.0,1.0,1.0,' negativ
62,1.0,2.0,0.0,0.0,0.0,0.0,0.0,' negativ
63,1.0,2.0,0.0,0.0,1.0,1.0,2.0,' negativ
64,0.0,1.0,0.0,0.0,2.0,1.0,2.0,' negativ
65,2.0,1.0,0.0,0.0,0.0,1.0,1.0,' negativ
66,0.0,2.0,0.0,0.0,0.0,0.0,0.0,' negativ
67,2.0,1.0,0.0,0.0,0.0,1.0,1.0,' negativ
68,1.0,1.0,0.0,0.0,2.0,1.0,1.0,' negativ
69,0.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
70,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
71,0.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
72,1.0,2.0,0.0,0.0,0.0,0.0,1.0,' negativ
73,1.0,1.0,0.0,0.0,0.0,1.0,1.0,' negativ
74,2.0,2.0,0.0,0.0,0.0,0.0,0.0,' negativ
75,2.0,2.0,0.0,0.0,0.0,1.0,0.0,' negativ
76,1.0,0.0,0.0,0.0,2.0,0.0,0.0,' negativ
77,0.0,2.0,0.0,0.0,2.0,1.0,1.0,' negativ
78,1.0,0.0,0.0,0.0,2.0,0.0,0.0,' negativ
79,1.0,2.0,0.0,0.0,2.0,0.0,0.0,' negativ
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
81,0.0,0.0,0.0,0.0,1.0,1.0,1.0,' negativ
82,1.0,0.0,0.0,0.0,0.0,1.0,1.0,' negativ
83,2.0,1.0,0.0,0.0,1.0,0.0,0.0,' negativ
84,2.0,0.0,0.0,0.0,2.0,0.0,0.0,' negativ
85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
86,1.0,0.0,0.0,0.0,1.0,1.0,2.0,' negativ
87,1.0,0.0,0.0,0.0,1.0,0.0,0.0,' negativ
88,1.0,0.0,0.0,0.0,1.0,1.0,1.0,' negativ
89,1.0,1.0,0.0,0.0,1.0,0.0,0.0,' negativ
90,1.0,2.0,0.0,0.0,2.0,0.0,0.0,' negativ
91,1.0,1.0,0.0,0.0,0.0,1.0,1.0,' negativ
92,2.0,2.0,0.0,0.0,2.0,0.0,0.0,' negativ
93,0.0,2.0,0.0,0.0,0.0,1.0,0.0,' negativ
94,1.0,0.0,0.0,0.0,0.0,1.0,0.0,' negativ
95,0.0,0.0,0.0,0.0,0.0,1.0,1.0,' negativ
96,0.0,1.0,0.0,0.0,2.0,0.0,1.0,' negativ
97,0.0,0.0,0.0,0.0,0.0,1.0,1.0,' negativ
98,2.0,0.0,0.0,0.0,1.0,1.0,1.0,' negativ
99,1.0,2.0,0.0,0.0,1.0,1.0,1.0,' negativ
100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,' negativ
101,0.0,1.0,0.0,0.0,1.0,1.0,1.0,' negativ
102,1.0,1.0,0.0,0.0,1.0,1.0,1.0,' negativ
103,0.0,1.0,0.0,0.0,1.0,1.0,2.0,' negativ
104,0.0,1.0,0.0,0.0,1.0,0.0,0.0,' negativ
105,0.0,0.0,0.0,0.0,2.0,0.0,1.0,' negativ
106,0.0,2.0,0.0,0.0,1.0,1.0,1.0,' negativ
107,1.0,1.0,0.0,0.0,2.0,1.0,1.0,' negativ
108,0.0,1.0,0.0,0.0,1.0,0.0,0.0,' negativ
109,0.0,0.0,0.0,0.0,1.0,1.0,1.0,' negativ
110,0.0,1.0,0.0,0.0,0.0,1.0,1.0,' negativ
111,0.0,1.0,0.0,0.0,2.0,0.0,1.0,' negativ
112,0.0,2.0,0.0,0.0,1.0,2.0,1.0,' negativ
113,2.0,2.0,0.0,0.0,1.0,1.0,2.0,' negativ
114,2.0,2.0,0.0,0.0,1.0,2.0,2.0,' negativ
115,1.0,2.0,0.0,0.0,2.0,2.0,0.0,' negativ
116,1.0,0.0,0.0,0.0,2.0,2.0,2.0,' negativ
117,0.0,0.0,0.0,0.0,1.0,2.0,2.0,' negativ
118,2.0,1.0,0.0,0.0,2.0,2.0,2.0,' negativ
119,1.0,2.0,0.0,0.0,2.0,2.0,2.0,' negativ
