%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 9     Instances: 56
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute '6' numeric
@attribute 'y' {' negative',' positive'}

@data
0,2.0,3.0,9.0,9.0,5.0,2.0,4.0,' negative'
1,0.0,4.0,9.0,9.0,5.0,5.0,6.0,' negative'
2,3.0,2.0,9.0,9.0,8.0,0.0,1.0,' negative'
3,0.0,1.0,9.0,9.0,6.0,0.0,2.0,' negative'
4,4.0,4.0,9.0,9.0,5.0,2.0,2.0,' negative'
5,4.0,5.0,9.0,9.0,5.0,2.0,3.0,' negative'
6,7.0,4.0,9.0,9.0,5.0,3.0,4.0,' negative'
7,1.0,4.0,9.0,9.0,4.0,4.0,0.0,' negative'
8,3.0,0.0,9.0,9.0,4.0,0.0,1.0,' negative'
9,6.0,3.0,9.0,9.0,4.0,2.0,4.0,' negative'
10,6.0,6.0,9.0,9.0,4.0,4.0,6.0,' negative'
11,4.0,5.0,9.0,9.0,6.0,0.0,5.0,' negative'
12,2.0,2.0,9.0,9.0,3.0,2.0,4.0,' negative'
13,3.0,2.0,9.0,9.0,4.0,3.0,5.0,' negative'
14,3.0,6.0,9.0,9.0,6.0,3.0,4.0,' negative'
15,4.0,6.0,9.0,9.0,4.0,4.0,6.0,' negative'
16,0.0,5.0,9.0,9.0,5.0,5.0,6.0,' negative'
17,0.0,5.0,9.0,9.0,5.0,4.0,6.0,' negative'
18,6.0,4.0,9.0,9.0,4.0,3.0,4.0,' negative'
19,4.0,4.0,9.0,9.0,0.0,3.0,5.0,' negative'
20,6.0,6.0,9.0,9.0,4.0,2.0,3.0,' negative'
21,3.0,5.0,9.0,9.0,5.0,1.0,3.0,' negative'
22,5.0,5.0,9.0,9.0,4.0,3.0,0.0,' negative'
23,4.0,0.0,9.0,9.0,4.0,2.0,4.0,' negative'
24,2.0,4.0,9.0,9.0,5.0,2.0,3.0,' negative'
25,7.0,3.0,9.0,9.0,5.0,3.0,5.0,' negative'
26,4.0,3.0,9.0,9.0,4.0,3.0,5.0,' negative'
27,0.0,4.0,9.0,9.0,5.0,2.0,3.0,' negative'
28,2.0,3.0,9.0,9.0,4.0,2.0,4.0,' negative'
29,3.0,4.0,9.0,9.0,4.0,3.0,5.0,' negative'
30,8.0,6.0,0.0,0.0,0.0,4.0,0.0,' negative'
31,0.0,4.0,0.0,9.0,5.0,8.0,9.0,' negative'
32,9.0,5.0,9.0,9.0,6.0,8.0,8.0,' negative'
33,9.0,4.0,9.0,9.0,4.0,7.0,8.0,' negative'
34,7.0,4.0,9.0,9.0,5.0,8.0,0.0,' negative'
35,9.0,6.0,9.0,9.0,8.0,9.0,0.0,' negative'
36,8.0,0.0,9.0,9.0,6.0,5.0,3.0,' positive'
37,9.0,6.0,9.0,9.0,9.0,5.0,0.0,' positive'
38,6.0,9.0,9.0,9.0,8.0,3.0,4.0,' positive'
39,7.0,6.0,9.0,9.0,0.0,3.0,2.0,' positive'
40,9.0,7.0,9.0,9.0,9.0,0.0,3.0,' positive'
41,7.0,7.0,9.0,9.0,7.0,4.0,3.0,' positive'
42,7.0,9.0,9.0,9.0,8.0,0.0,2.0,' positive'
43,7.0,8.0,9.0,9.0,5.0,3.0,3.0,' positive'
44,7.0,9.0,9.0,9.0,8.0,5.0,4.0,' positive'
45,8.0,9.0,9.0,9.0,9.0,6.0,3.0,' positive'
46,8.0,8.0,9.0,9.0,9.0,6.0,0.0,' positive'
47,8.0,8.0,9.0,9.0,8.0,5.0,1.0,' positive'
48,8.0,8.0,9.0,9.0,9.0,4.0,3.0,' positive'
49,6.0,7.0,9.0,9.0,8.0,3.0,5.0,' positive'
50,7.0,5.0,9.0,9.0,7.0,5.0,3.0,' positive'
51,0.0,8.0,0.0,9.0,8.0,6.0,6.0,' positive'
52,8.0,6.0,9.0,9.0,8.0,4.0,2.0,' positive'
53,7.0,5.0,9.0,9.0,8.0,4.0,3.0,' positive'
54,8.0,8.0,9.0,9.0,7.0,4.0,4.0,' positive'
55,8.0,7.0,9.0,9.0,8.0,0.0,0.0,' positive'
