@relation ./ML-assignments/Assignment6/databases_disc/databases_KBN3_arff/iris0/KBN3iris0-5-1tst.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute Class {' negative',' positive'}
@data
0,3.0,6.0,1.0,0.0,' positiv
1,3.0,7.0,2.0,0.0,' positiv
2,2.0,7.0,1.0,0.0,' positiv
3,1.0,3.0,1.0,0.0,' positiv
4,1.0,3.0,1.0,0.0,' positiv
5,0.0,3.0,1.0,0.0,' positiv
6,2.0,7.0,2.0,0.0,' positiv
7,1.0,3.0,1.0,0.0,' positiv
8,1.0,5.0,2.0,2.0,' positiv
9,4.0,5.0,5.0,6.0,' negativ
10,7.0,3.0,6.0,5.0,' negativ
11,5.0,4.0,5.0,6.0,' negativ
12,6.0,3.0,5.0,5.0,' negativ
13,4.0,1.0,4.0,3.0,' negativ
14,6.0,3.0,5.0,5.0,' negativ
15,3.0,0.0,4.0,4.0,' negativ
16,4.0,3.0,5.0,5.0,' negativ
17,1.0,0.0,3.0,3.0,' negativ
18,3.0,1.0,4.0,4.0,' negativ
19,8.0,6.0,8.0,9.0,' negativ
20,3.0,0.0,6.0,7.0,' negativ
21,9.0,2.0,9.0,7.0,' negativ
22,6.0,4.0,7.0,8.0,' negativ
23,9.0,7.0,8.0,7.0,' negativ
24,5.0,2.0,7.0,8.0,' negativ
25,6.0,4.0,7.0,9.0,' negativ
26,6.0,3.0,6.0,9.0,' negativ
27,5.0,0.0,6.0,7.0,' negativ
28,4.0,3.0,6.0,7.0,' negativ
29,2.0,5.0,1.0,0.0,' positiv
30,1.0,3.0,1.0,0.0,' positiv
31,0.0,3.0,1.0,0.0,' positiv
32,1.0,6.0,1.0,0.0,' positiv
33,3.0,7.0,2.0,1.0,' positiv
34,1.0,5.0,1.0,0.0,' positiv
35,0.0,2.0,1.0,0.0,' positiv
36,1.0,5.0,2.0,0.0,' positiv
37,1.0,3.0,1.0,0.0,' positiv
38,0.0,3.0,0.0,0.0,' positiv
39,3.0,9.0,1.0,1.0,' positiv
40,3.0,7.0,1.0,1.0,' positiv
41,2.0,5.0,1.0,0.0,' positiv
42,3.0,5.0,2.0,0.0,' positiv
43,2.0,6.0,1.0,1.0,' positiv
44,0.0,6.0,0.0,0.0,' positiv
45,2.0,4.0,2.0,1.0,' positiv
46,1.0,5.0,2.0,0.0,' positiv
47,1.0,3.0,2.0,0.0,' positiv
48,1.0,5.0,2.0,1.0,' positiv
49,2.0,5.0,1.0,0.0,' positiv
50,2.0,5.0,1.0,0.0,' positiv
51,1.0,4.0,2.0,0.0,' positiv
52,1.0,3.0,2.0,0.0,' positiv
53,3.0,5.0,1.0,1.0,' positiv
54,2.0,8.0,1.0,0.0,' positiv
55,3.0,9.0,1.0,0.0,' positiv
56,1.0,4.0,0.0,0.0,' positiv
57,3.0,5.0,1.0,0.0,' positiv
58,2.0,5.0,1.0,0.0,' positiv
59,1.0,5.0,1.0,0.0,' positiv
60,0.0,0.0,1.0,0.0,' positiv
61,2.0,7.0,2.0,1.0,' positiv
62,1.0,3.0,1.0,0.0,' positiv
63,0.0,4.0,1.0,0.0,' positiv
64,2.0,6.0,1.0,0.0,' positiv
65,1.0,4.0,1.0,0.0,' positiv
66,1.0,4.0,1.0,0.0,' positiv
67,4.0,8.0,0.0,0.0,' positiv
68,0.0,4.0,1.0,0.0,' positiv
