@relation ./ML-assignments/Assignment6/databases_disc/databases_EWD2_arff/shuttle-c0-vs-c4/EWD2shuttle-c0-vs-c4-5-3tra.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute Class {' negative'}
@data
0,2.0,4.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,' negativ
1,1.0,4.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,' negativ
2,0.0,4.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,' negativ
3,0.0,4.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,' negativ
4,1.0,4.0,0.0,0.0,3.0,4.0,1.0,1.0,0.0,' negativ
5,1.0,4.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,' negativ
6,1.0,4.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,' negativ
7,1.0,4.0,1.0,0.0,3.0,4.0,1.0,1.0,0.0,' negativ
8,0.0,4.0,0.0,0.0,3.0,4.0,1.0,1.0,0.0,' negativ
9,4.0,4.0,4.0,0.0,4.0,4.0,2.0,1.0,0.0,' negativ
10,2.0,4.0,4.0,0.0,4.0,4.0,3.0,2.0,0.0,' negativ
11,0.0,4.0,4.0,0.0,3.0,4.0,4.0,2.0,0.0,' negativ
12,1.0,4.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,' negativ
13,0.0,4.0,3.0,0.0,2.0,4.0,4.0,4.0,1.0,' negativ
14,2.0,4.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,' negativ
15,4.0,4.0,4.0,0.0,4.0,4.0,2.0,1.0,0.0,' negativ
16,3.0,4.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,' negativ
17,2.0,4.0,4.0,0.0,4.0,4.0,3.0,2.0,0.0,' negativ
18,0.0,4.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,' negativ
19,1.0,4.0,1.0,0.0,3.0,4.0,2.0,1.0,0.0,' negativ
20,0.0,4.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,' negativ
21,3.0,4.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,' negativ
22,3.0,4.0,2.0,0.0,4.0,4.0,1.0,1.0,0.0,' negativ
23,0.0,4.0,4.0,0.0,2.0,4.0,4.0,3.0,1.0,' negativ
24,2.0,4.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,' negativ
25,0.0,4.0,0.0,0.0,3.0,4.0,1.0,1.0,0.0,' negativ
26,0.0,4.0,0.0,0.0,3.0,4.0,1.0,1.0,0.0,' negativ
27,1.0,4.0,4.0,0.0,3.0,4.0,3.0,2.0,0.0,' negativ
28,2.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,' negativ
29,1.0,4.0,2.0,0.0,3.0,4.0,2.0,1.0,0.0,' negativ
30,2.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,' negativ
31,2.0,4.0,1.0,0.0,3.0,4.0,1.0,1.0,0.0,' negativ
32,1.0,4.0,0.0,0.0,3.0,4.0,1.0,1.0,0.0,' negativ
33,2.0,4.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0,' negativ
34,3.0,4.0,2.0,0.0,4.0,4.0,1.0,0.0,0.0,' negativ
35,0.0,4.0,3.0,0.0,2.0,4.0,4.0,4.0,1.0,' negativ
36,0.0,4.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,' negativ
37,0.0,4.0,1.0,0.0,3.0,4.0,2.0,1.0,0.0,' negativ
38,1.0,4.0,4.0,0.0,3.0,4.0,4.0,2.0,0.0,' negativ
39,0.0,4.0,3.0,0.0,2.0,4.0,4.0,2.0,0.0,' negativ
40,1.0,4.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,' negativ
41,0.0,4.0,1.0,0.0,1.0,4.0,2.0,3.0,2.0,' negativ
42,1.0,4.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,' negativ
43,1.0,4.0,1.0,0.0,3.0,4.0,2.0,1.0,0.0,' negativ
44,0.0,4.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,' negativ
45,0.0,4.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,' negativ
