@relation ./ML-assignments/Assignment6/databases_disc/databases_EFQ1_arff/winequality-white-3-9_vs_5/EFQ1winequality-white-3-9_vs_5-5-1tra.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute Class {' negative'}
@data
0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,' negativ
1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,' negativ
2,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,' negativ
3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,' negativ
4,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,' negativ
5,0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,' negativ
6,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,' negativ
7,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,' negativ
8,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,' negativ
9,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,' negativ
10,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,' negativ
11,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,' negativ
12,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,' negativ
13,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,' negativ
14,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,' negativ
15,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,' negativ
16,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,' negativ
17,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,' negativ
18,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,' negativ
19,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,' negativ
20,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,' negativ
21,1.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,' negativ
22,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,' negativ
23,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,' negativ
24,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,' negativ
25,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,' negativ
26,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,' negativ
27,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,' negativ
28,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,' negativ
29,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,' negativ
30,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,' negativ
31,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,' negativ
32,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,' negativ
33,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,' negativ
34,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,' negativ
