,0,1,2,3,4,5,y
0,2.0,0.0,1.0,4.0,4.0,5.0, negative
1,3.0,4.0,1.0,2.0,2.0,3.0, negative
2,4.0,3.0,1.0,4.0,2.0,2.0, negative
3,3.0,2.0,1.0,4.0,4.0,5.0, negative
4,2.0,2.0,1.0,2.0,1.0,3.0, negative
5,4.0,4.0,1.0,4.0,2.0,2.0, negative
6,3.0,2.0,1.0,1.0,3.0,4.0, negative
7,1.0,2.0,1.0,4.0,4.0,0.0, negative
8,2.0,2.0,1.0,3.0,3.0,4.0, negative
9,2.0,2.0,1.0,2.0,3.0,5.0, negative
10,2.0,5.0,1.0,2.0,5.0,6.0, negative
11,4.0,2.0,1.0,5.0,3.0,4.0, negative
12,5.0,1.0,1.0,5.0,3.0,4.0, negative
13,2.0,3.0,1.0,5.0,5.0,6.0, negative
14,3.0,4.0,1.0,6.0,0.0,5.0, negative
15,5.0,3.0,1.0,4.0,2.0,3.0, negative
16,4.0,3.0,1.0,4.0,3.0,4.0, negative
17,3.0,4.0,1.0,5.0,3.0,4.0, negative
18,4.0,3.0,1.0,1.0,2.0,2.0, negative
19,4.0,1.0,1.0,5.0,1.0,2.0, negative
20,4.0,0.0,1.0,3.0,2.0,4.0, negative
21,1.0,3.0,1.0,5.0,0.0,4.0, negative
22,3.0,2.0,1.0,4.0,2.0,3.0, negative
23,2.0,0.0,1.0,8.0,2.0,4.0, negative
24,0.0,2.0,1.0,3.0,1.0,0.0, negative
25,5.0,2.0,1.0,3.0,5.0,6.0, negative
26,9.0,3.0,1.0,4.0,7.0,7.0, negative
27,5.0,4.0,1.0,1.0,8.0,0.0, negative
28,8.0,4.0,1.0,5.0,7.0,0.0, negative
29,7.0,5.0,1.0,4.0,8.0,7.0, negative
30,8.0,3.0,1.0,6.0,9.0,9.0, negative
31,9.0,2.0,1.0,7.0,7.0,7.0, negative
32,0.0,0.0,1.0,6.0,9.0,8.0, negative
33,7.0,6.0,1.0,7.0,7.0,7.0, negative
34,6.0,2.0,1.0,6.0,9.0,8.0, negative
35,0.0,4.0,1.0,4.0,8.0,8.0, negative
36,3.0,2.0,1.0,6.0,9.0,9.0, negative
37,8.0,4.0,1.0,8.0,8.0,8.0, negative
38,8.0,3.0,1.0,6.0,8.0,8.0, negative
39,4.0,4.0,1.0,2.0,8.0,1.0, negative
40,8.0,3.0,1.0,7.0,8.0,8.0, negative
41,9.0,3.0,1.0,7.0,8.0,8.0, negative
42,8.0,3.0,1.0,6.0,7.0,8.0, negative
43,9.0,4.0,1.0,6.0,8.0,7.0, negative
44,9.0,3.0,1.0,3.0,7.0,7.0, negative
45,5.0,4.0,1.0,7.0,7.0,8.0, negative
46,5.0,6.0,0.0,6.0,7.0,7.0, negative
47,7.0,4.0,1.0,7.0,7.0,7.0, negative
48,0.0,6.0,1.0,6.0,5.0,4.0, negative
49,7.0,9.0,1.0,2.0,4.0,3.0, negative
50,8.0,8.0,1.0,6.0,5.0,3.0, negative
51,6.0,5.0,1.0,2.0,4.0,3.0, negative
52,8.0,7.0,1.0,0.0,5.0,4.0, negative
53,0.0,6.0,1.0,4.0,5.0,5.0, negative
54,7.0,5.0,1.0,4.0,0.0,0.0, negative
55,8.0,9.0,1.0,0.0,5.0,3.0, negative
56,8.0,8.0,1.0,3.0,4.0,4.0, negative
57,8.0,4.0,1.0,1.0,6.0,4.0, negative
58,7.0,8.0,1.0,4.0,5.0,5.0, negative
59,8.0,5.0,1.0,4.0,7.0,0.0, negative
60,7.0,7.0,1.0,7.0,4.0,2.0, positive
61,7.0,9.0,1.0,8.0,0.0,2.0, positive
62,7.0,8.0,1.0,5.0,3.0,3.0, positive
63,7.0,9.0,1.0,8.0,5.0,3.0, positive
64,8.0,6.0,1.0,8.0,0.0,0.0, positive
65,9.0,7.0,1.0,9.0,0.0,2.0, positive
66,8.0,0.0,1.0,6.0,5.0,2.0, positive
67,8.0,9.0,1.0,9.0,6.0,2.0, positive
68,8.0,8.0,1.0,9.0,6.0,0.0, positive
69,9.0,5.0,1.0,9.0,5.0,0.0, positive
70,8.0,8.0,1.0,8.0,5.0,1.0, positive
71,8.0,8.0,1.0,9.0,4.0,2.0, positive
72,6.0,7.0,1.0,8.0,3.0,4.0, positive
73,7.0,4.0,1.0,7.0,5.0,3.0, positive
74,6.0,9.0,1.0,8.0,3.0,4.0, positive
75,7.0,5.0,1.0,1.0,3.0,2.0, positive
76,0.0,8.0,0.0,8.0,6.0,5.0, positive
77,8.0,5.0,1.0,8.0,3.0,1.0, positive
78,7.0,4.0,1.0,8.0,4.0,2.0, positive
79,8.0,7.0,1.0,7.0,4.0,3.0, positive
80,9.0,5.0,0.0,2.0,5.0,0.0, positive
81,7.0,4.0,0.0,5.0,6.0,3.0, positive
82,8.0,4.0,0.0,5.0,6.0,0.0, positive
83,7.0,5.0,0.0,7.0,6.0,1.0, positive
84,8.0,4.0,0.0,7.0,5.0,2.0, positive
