,0,1,2,3,4,5,y
0,6.0,0.0,9.0,6.0,3.0,4.0, negative
1,6.0,5.0,9.0,6.0,4.0,3.0, negative
2,2.0,3.0,9.0,7.0,2.0,3.0, negative
3,3.0,3.0,9.0,5.0,2.0,3.0, negative
4,2.0,3.0,9.0,6.0,2.0,4.0, negative
5,0.0,5.0,9.0,5.0,5.0,5.0, negative
6,4.0,0.0,9.0,7.0,1.0,0.0, negative
7,4.0,2.0,9.0,7.0,2.0,3.0, negative
8,2.0,5.0,9.0,5.0,1.0,2.0, negative
9,4.0,3.0,9.0,5.0,2.0,3.0, negative
10,5.0,0.0,9.0,5.0,3.0,3.0, negative
11,2.0,4.0,9.0,6.0,1.0,2.0, negative
12,2.0,0.0,9.0,5.0,4.0,5.0, negative
13,3.0,5.0,9.0,4.0,2.0,3.0, negative
14,4.0,6.0,9.0,5.0,2.0,3.0, negative
15,3.0,2.0,9.0,9.0,0.0,1.0, negative
16,0.0,1.0,9.0,7.0,0.0,2.0, negative
17,4.0,4.0,9.0,6.0,2.0,2.0, negative
18,3.0,4.0,9.0,6.0,4.0,5.0, negative
19,2.0,5.0,9.0,0.0,3.0,4.0, negative
20,4.0,4.0,9.0,6.0,3.0,4.0, negative
21,4.0,4.0,9.0,6.0,3.0,4.0, negative
22,6.0,4.0,9.0,5.0,2.0,3.0, negative
23,3.0,3.0,9.0,4.0,3.0,4.0, negative
24,6.0,5.0,9.0,4.0,3.0,4.0, negative
25,0.0,3.0,9.0,5.0,3.0,4.0, negative
26,2.0,4.0,9.0,3.0,1.0,3.0, negative
27,3.0,6.0,9.0,5.0,2.0,4.0, negative
28,7.0,5.0,9.0,7.0,0.0,0.0, negative
29,3.0,4.0,9.0,4.0,2.0,3.0, negative
30,4.0,5.0,9.0,6.0,2.0,2.0, negative
31,3.0,5.0,9.0,6.0,3.0,4.0, negative
32,0.0,4.0,9.0,7.0,4.0,5.0, negative
33,0.0,0.0,9.0,5.0,4.0,4.0, negative
34,3.0,4.0,9.0,0.0,3.0,4.0, negative
35,6.0,5.0,9.0,6.0,3.0,4.0, negative
36,1.0,4.0,9.0,5.0,4.0,0.0, negative
37,5.0,4.0,9.0,7.0,5.0,6.0, negative
38,4.0,0.0,9.0,5.0,2.0,4.0, negative
39,4.0,4.0,9.0,7.0,1.0,2.0, negative
40,2.0,3.0,9.0,5.0,3.0,4.0, negative
41,4.0,6.0,9.0,5.0,4.0,3.0, negative
42,3.0,0.0,9.0,5.0,0.0,1.0, negative
43,2.0,4.0,9.0,4.0,4.0,4.0, negative
44,2.0,6.0,9.0,4.0,5.0,6.0, negative
45,5.0,5.0,9.0,2.0,1.0,2.0, negative
46,6.0,5.0,9.0,3.0,3.0,4.0, negative
47,5.0,4.0,9.0,4.0,3.0,4.0, negative
48,0.0,4.0,9.0,5.0,3.0,4.0, negative
49,5.0,3.0,9.0,0.0,3.0,4.0, negative
50,4.0,4.0,9.0,7.0,3.0,4.0, negative
51,5.0,6.0,9.0,0.0,4.0,5.0, negative
52,5.0,4.0,9.0,5.0,2.0,3.0, negative
53,4.0,4.0,9.0,6.0,4.0,5.0, negative
54,2.0,0.0,9.0,5.0,2.0,3.0, negative
55,5.0,3.0,9.0,6.0,3.0,4.0, negative
56,2.0,4.0,9.0,7.0,5.0,6.0, negative
57,2.0,4.0,9.0,5.0,3.0,4.0, negative
58,5.0,6.0,9.0,5.0,4.0,5.0, negative
59,2.0,4.0,9.0,5.0,2.0,3.0, negative
60,3.0,5.0,9.0,7.0,0.0,5.0, negative
61,5.0,5.0,9.0,6.0,2.0,3.0, negative
62,4.0,0.0,9.0,5.0,3.0,4.0, negative
63,2.0,4.0,9.0,4.0,2.0,3.0, negative
64,4.0,0.0,9.0,6.0,2.0,3.0, negative
65,5.0,4.0,9.0,5.0,2.0,3.0, negative
66,4.0,5.0,9.0,6.0,4.0,5.0, negative
67,5.0,3.0,9.0,5.0,2.0,3.0, negative
68,3.0,4.0,9.0,6.0,3.0,4.0, negative
69,4.0,4.0,9.0,5.0,3.0,4.0, negative
70,3.0,5.0,9.0,5.0,2.0,3.0, negative
71,3.0,6.0,9.0,7.0,3.0,4.0, negative
72,4.0,6.0,9.0,5.0,4.0,5.0, negative
73,0.0,5.0,9.0,6.0,4.0,5.0, negative
74,0.0,5.0,9.0,3.0,2.0,3.0, negative
75,3.0,5.0,9.0,6.0,3.0,4.0, negative
76,0.0,4.0,9.0,4.0,2.0,2.0, negative
77,4.0,4.0,9.0,0.0,2.0,2.0, negative
78,0.0,5.0,9.0,4.0,2.0,3.0, negative
79,3.0,5.0,9.0,3.0,2.0,4.0, negative
80,7.0,8.0,9.0,5.0,3.0,3.0, negative
81,3.0,4.0,9.0,0.0,3.0,4.0, negative
82,6.0,6.0,9.0,4.0,2.0,3.0, negative
83,5.0,5.0,9.0,7.0,3.0,4.0, negative
84,2.0,6.0,9.0,8.0,3.0,4.0, negative
85,4.0,2.0,9.0,7.0,1.0,2.0, negative
86,3.0,5.0,9.0,6.0,1.0,2.0, negative
87,2.0,0.0,9.0,5.0,3.0,4.0, negative
88,5.0,5.0,9.0,5.0,3.0,0.0, negative
89,4.0,3.0,9.0,4.0,4.0,5.0, negative
90,5.0,4.0,9.0,6.0,0.0,0.0, negative
91,5.0,3.0,9.0,7.0,0.0,2.0, negative
92,3.0,3.0,9.0,0.0,0.0,0.0, negative
93,3.0,4.0,9.0,6.0,5.0,5.0, negative
94,3.0,3.0,9.0,5.0,0.0,2.0, negative
95,4.0,0.0,9.0,5.0,2.0,4.0, negative
96,4.0,5.0,9.0,5.0,0.0,3.0, negative
97,5.0,5.0,9.0,6.0,1.0,2.0, negative
98,3.0,3.0,9.0,0.0,4.0,0.0, negative
99,2.0,2.0,9.0,5.0,3.0,4.0, negative
100,2.0,4.0,9.0,6.0,2.0,3.0, negative
