,0,1,2,3,4,5,y
0,6.0,0.0,9.0,5.0,3.0,4.0, negative
1,2.0,3.0,9.0,5.0,2.0,4.0, negative
2,4.0,2.0,9.0,6.0,2.0,3.0, negative
3,2.0,4.0,9.0,5.0,1.0,2.0, negative
4,5.0,4.0,9.0,4.0,2.0,3.0, negative
5,6.0,5.0,9.0,3.0,3.0,4.0, negative
6,0.0,3.0,9.0,4.0,3.0,4.0, negative
7,7.0,5.0,9.0,6.0,0.0,0.0, negative
8,3.0,4.0,9.0,5.0,3.0,4.0, negative
9,0.0,4.0,9.0,6.0,4.0,5.0, negative
10,6.0,4.0,9.0,5.0,3.0,4.0, negative
11,4.0,3.0,9.0,6.0,5.0,6.0, negative
12,4.0,0.0,9.0,4.0,2.0,4.0, negative
13,4.0,5.0,9.0,4.0,4.0,3.0, negative
14,6.0,5.0,9.0,2.0,3.0,4.0, negative
15,5.0,4.0,9.0,3.0,3.0,4.0, negative
16,4.0,3.0,9.0,0.0,3.0,4.0, negative
17,5.0,3.0,9.0,4.0,2.0,4.0, negative
18,1.0,0.0,9.0,5.0,2.0,3.0, negative
19,4.0,0.0,9.0,4.0,3.0,4.0, negative
20,4.0,0.0,9.0,5.0,2.0,3.0, negative
21,4.0,2.0,9.0,4.0,2.0,3.0, negative
22,3.0,4.0,9.0,5.0,4.0,4.0, negative
23,3.0,6.0,9.0,4.0,4.0,5.0, negative
24,0.0,4.0,9.0,4.0,2.0,2.0, negative
25,0.0,4.0,9.0,3.0,2.0,3.0, negative
26,3.0,5.0,9.0,3.0,2.0,4.0, negative
27,5.0,5.0,9.0,6.0,3.0,4.0, negative
28,5.0,4.0,9.0,5.0,0.0,0.0, negative
29,3.0,3.0,9.0,0.0,0.0,0.0, negative
30,4.0,4.0,9.0,4.0,0.0,3.0, negative
31,2.0,2.0,9.0,4.0,3.0,4.0, negative
32,2.0,4.0,9.0,5.0,2.0,3.0, negative
33,0.0,3.0,9.0,4.0,3.0,4.0, negative
34,2.0,3.0,9.0,4.0,2.0,3.0, negative
35,1.0,5.0,9.0,5.0,3.0,4.0, negative
36,0.0,4.0,9.0,6.0,2.0,3.0, negative
37,4.0,5.0,9.0,4.0,5.0,5.0, negative
38,2.0,3.0,9.0,5.0,8.0,8.0, negative
39,3.0,5.0,9.0,8.0,7.0,7.0, negative
40,8.0,3.0,9.0,5.0,9.0,9.0, negative
41,7.0,0.0,9.0,6.0,9.0,9.0, negative
42,5.0,4.0,9.0,5.0,8.0,8.0, negative
43,1.0,5.0,9.0,3.0,4.0,5.0, negative
44,8.0,0.0,9.0,7.0,7.0,7.0, negative
45,0.0,5.0,9.0,6.0,8.0,7.0, negative
46,3.0,4.0,9.0,5.0,7.0,7.0, negative
47,4.0,5.0,9.0,5.0,8.0,8.0, negative
48,0.0,6.0,9.0,8.0,6.0,7.0, negative
49,4.0,4.0,9.0,5.0,7.0,8.0, negative
50,8.0,4.0,9.0,7.0,0.0,8.0, negative
51,7.0,5.0,9.0,5.0,7.0,8.0, negative
52,9.0,4.0,9.0,5.0,7.0,8.0, negative
53,7.0,6.0,9.0,5.0,5.0,5.0, negative
54,7.0,9.0,9.0,2.0,4.0,2.0, negative
55,7.0,9.0,9.0,4.0,5.0,3.0, negative
56,7.0,0.0,9.0,5.0,6.0,2.0, negative
57,7.0,9.0,9.0,4.0,4.0,4.0, negative
58,6.0,6.0,9.0,4.0,3.0,0.0, negative
59,7.0,7.0,9.0,7.0,5.0,4.0, negative
60,4.0,6.0,9.0,5.0,5.0,6.0, negative
61,8.0,8.0,9.0,3.0,5.0,5.0, negative
62,8.0,9.0,9.0,9.0,6.0,3.0, positive
63,8.0,8.0,9.0,8.0,5.0,1.0, positive
64,6.0,7.0,9.0,8.0,3.0,4.0, positive
65,7.0,6.0,9.0,0.0,3.0,2.0, positive
66,7.0,5.0,9.0,8.0,4.0,2.0, positive
67,8.0,7.0,9.0,9.0,0.0,3.0, positive
68,7.0,7.0,9.0,7.0,4.0,2.0, positive
69,7.0,9.0,9.0,8.0,0.0,2.0, positive
70,6.0,8.0,9.0,5.0,3.0,3.0, positive
71,7.0,9.0,9.0,8.0,5.0,3.0, positive
72,8.0,0.0,9.0,6.0,5.0,3.0, positive
73,8.0,8.0,9.0,9.0,6.0,0.0, positive
74,8.0,6.0,9.0,9.0,5.0,0.0, positive
75,7.0,8.0,9.0,9.0,4.0,2.0, positive
76,7.0,5.0,9.0,7.0,5.0,3.0, positive
77,5.0,9.0,9.0,8.0,4.0,4.0, positive
78,0.0,8.0,0.0,8.0,6.0,5.0, positive
79,7.0,6.0,9.0,8.0,4.0,2.0, positive
80,8.0,8.0,9.0,7.0,4.0,3.0, positive
81,7.0,7.0,9.0,8.0,0.0,0.0, positive
82,8.0,6.0,0.0,4.0,5.0,0.0, positive
83,7.0,5.0,0.0,6.0,6.0,3.0, positive
84,8.0,5.0,0.0,5.0,6.0,0.0, positive
85,7.0,6.0,0.0,7.0,6.0,1.0, positive
86,7.0,5.0,0.0,6.0,5.0,2.0, positive
