,0,1,2,3,4,5,y
0,1.0,0.0,0.0,6.0,4.0,5.0, negative
1,7.0,0.0,0.0,5.0,4.0,5.0, negative
2,1.0,1.0,0.0,7.0,2.0,2.0, negative
3,8.0,4.0,0.0,1.0,4.0,5.0, negative
4,3.0,1.0,0.0,3.0,1.0,2.0, negative
5,5.0,0.0,0.0,7.0,1.0,0.0, negative
6,5.0,1.0,0.0,7.0,2.0,3.0, negative
7,2.0,7.0,0.0,3.0,1.0,2.0, negative
8,5.0,1.0,0.0,4.0,1.0,2.0, negative
9,1.0,5.0,0.0,4.0,1.0,1.0, negative
10,2.0,0.0,0.0,4.0,5.0,5.0, negative
11,6.0,1.0,0.0,7.0,5.0,6.0, negative
12,5.0,9.0,0.0,2.0,1.0,2.0, negative
13,0.0,5.0,0.0,1.0,1.0,0.0, negative
14,3.0,1.0,0.0,9.0,0.0,1.0, negative
15,4.0,4.0,0.0,4.0,1.0,1.0, negative
16,3.0,3.0,0.0,4.0,5.0,5.0, negative
17,1.0,8.0,0.0,0.0,3.0,4.0, negative
18,5.0,3.0,0.0,6.0,4.0,5.0, negative
19,7.0,3.0,0.0,3.0,2.0,3.0, negative
20,7.0,8.0,0.0,1.0,4.0,5.0, negative
21,0.0,1.0,0.0,2.0,4.0,5.0, negative
22,2.0,2.0,0.0,0.0,1.0,2.0, negative
23,4.0,8.0,0.0,2.0,4.0,5.0, negative
24,3.0,8.0,0.0,2.0,3.0,3.0, negative
25,8.0,6.0,0.0,8.0,0.0,0.0, negative
26,3.0,4.0,0.0,1.0,2.0,3.0, negative
27,4.0,6.0,0.0,4.0,1.0,2.0, negative
28,3.0,5.0,0.0,5.0,3.0,4.0, negative
29,0.0,3.0,0.0,8.0,4.0,5.0, negative
30,2.0,3.0,0.0,0.0,3.0,4.0, negative
31,7.0,5.0,0.0,4.0,4.0,4.0, negative
32,1.0,3.0,0.0,3.0,5.0,0.0, negative
33,6.0,2.0,0.0,7.0,5.0,6.0, negative
