@relation ./ML-assignments/Assignment6/databases_disc/databases_EWD3_arff/winequality-red-8_vs_6-7/EWD3winequality-red-8_vs_6-7-5-2tra.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute Class {' negative'}
@data
0,3.0,5.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,1.0,1.0,' negativ
1,4.0,1.0,6.0,0.0,1.0,3.0,1.0,4.0,4.0,0.0,1.0,' negativ
2,2.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,' negativ
3,3.0,5.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,2.0,' negativ
4,2.0,6.0,0.0,1.0,2.0,2.0,1.0,4.0,5.0,1.0,3.0,' negativ
5,2.0,5.0,1.0,6.0,1.0,5.0,2.0,6.0,5.0,0.0,1.0,' negativ
6,3.0,5.0,0.0,3.0,1.0,0.0,0.0,6.0,4.0,1.0,2.0,' negativ
7,3.0,5.0,1.0,1.0,1.0,0.0,0.0,5.0,4.0,1.0,4.0,' negativ
8,2.0,4.0,2.0,1.0,7.0,0.0,0.0,4.0,3.0,3.0,3.0,' negativ
9,1.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,1.0,' negativ
10,1.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,1.0,1.0,' negativ
11,2.0,4.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,1.0,3.0,' negativ
12,2.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,1.0,' negativ
13,2.0,4.0,2.0,0.0,1.0,1.0,0.0,4.0,4.0,1.0,1.0,' negativ
14,3.0,6.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,3.0,3.0,' negativ
15,2.0,5.0,1.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,1.0,' negativ
16,2.0,7.0,0.0,1.0,2.0,1.0,0.0,4.0,5.0,1.0,4.0,' negativ
17,1.0,1.0,6.0,0.0,1.0,2.0,1.0,4.0,5.0,2.0,3.0,' negativ
18,3.0,4.0,3.0,0.0,2.0,2.0,4.0,5.0,0.0,9.0,2.0,' negativ
19,3.0,4.0,3.0,0.0,2.0,2.0,4.0,5.0,0.0,9.0,2.0,' negativ
20,0.0,5.0,2.0,0.0,1.0,2.0,3.0,2.0,8.0,1.0,8.0,' negativ
21,3.0,4.0,2.0,0.0,1.0,1.0,0.0,5.0,3.0,1.0,1.0,' negativ
