,0,1,2,3,4,5,6,7,8,9,10,Class
0,1.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0, negative
1,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0, negative
2,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0, negative
3,1.0,1.0,2.0,2.0,0.0,1.0,3.0,2.0,2.0,2.0,1.0, negative
4,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0, negative
5,1.0,1.0,2.0,2.0,0.0,1.0,3.0,2.0,2.0,2.0,1.0, negative
6,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,1.0, negative
7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0, negative
8,2.0,2.0,1.0,2.0,1.0,3.0,4.0,3.0,1.0,2.0,0.0, negative
9,2.0,2.0,1.0,2.0,1.0,3.0,4.0,3.0,1.0,2.0,0.0, negative
10,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0, negative
11,1.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,4.0,1.0,0.0, negative
12,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0, negative
13,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0, negative
14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0, negative
15,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0, negative
16,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0, negative
17,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0, negative
18,0.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0, negative
19,1.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0, negative
20,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0, negative
21,0.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,2.0,2.0,1.0, negative
22,0.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,2.0,2.0,1.0, negative
23,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0, negative
24,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0, negative
25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0, negative
26,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0, negative
27,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0, negative
28,1.0,0.0,2.0,1.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0, negative
29,2.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0, negative
30,1.0,2.0,0.0,2.0,0.0,3.0,3.0,2.0,2.0,2.0,0.0, negative
31,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0, negative
32,2.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0, negative
33,1.0,2.0,3.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0, negative
34,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0, negative
35,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0, negative
36,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0, negative
37,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0, negative
38,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0, negative
39,2.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0, negative
40,1.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0, negative
41,1.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0, negative
42,2.0,0.0,3.0,1.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0, negative
43,2.0,0.0,4.0,1.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0, negative
44,2.0,0.0,4.0,1.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0, negative
45,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0, negative
46,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0, negative
47,1.0,0.0,4.0,0.0,3.0,1.0,2.0,2.0,1.0,3.0,0.0, negative
48,1.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0, negative
49,0.0,2.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,3.0,0.0, negative
50,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0, negative
51,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0, negative
52,2.0,0.0,3.0,0.0,0.0,2.0,4.0,2.0,1.0,3.0,0.0, negative
53,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0, negative
54,1.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0, negative
55,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0, negative
56,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0, negative
57,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0, negative
58,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0, negative
59,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0, negative
60,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0, negative
61,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0, negative
62,1.0,0.0,4.0,0.0,3.0,1.0,2.0,2.0,0.0,3.0,0.0, negative
63,0.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,0.0, negative
64,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0, negative
65,0.0,3.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0, negative
66,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0, negative
67,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0, negative
68,2.0,2.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0, negative
69,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0, negative
70,1.0,2.0,4.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,0.0, negative
71,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,4.0,1.0,3.0, negative
72,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0, negative
73,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0, negative
74,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0, negative
75,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0, negative
76,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0, negative
77,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0, negative
78,1.0,2.0,3.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,0.0, negative
79,1.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0, negative
80,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,1.0, negative
81,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,1.0, negative
82,0.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,3.0,1.0,1.0, negative
83,0.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,3.0,1.0,1.0, negative
84,0.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,3.0,1.0,1.0, negative
85,0.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,3.0,1.0,1.0, negative
86,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0, negative
87,1.0,1.0,1.0,3.0,0.0,2.0,4.0,2.0,3.0,0.0,0.0, negative
88,0.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0, negative
89,1.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,4.0,0.0, negative
90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0, negative
91,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0, negative
92,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0, negative
93,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0, negative
94,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0, negative
95,2.0,1.0,3.0,0.0,2.0,1.0,3.0,2.0,1.0,3.0,0.0, negative
96,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0, negative
97,2.0,0.0,4.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0, negative
98,1.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0, negative
99,1.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0, negative
100,1.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0, negative
101,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0, negative
102,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0, negative
103,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0, negative
104,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0, negative
