@relation ./ML-assignments/Assignment6/databases_disc/databases_EWD2_arff/vowel0/EWD2vowel0-5-1tst.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute Class {' negative',' positive'}
@data
0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,0.0,2.0,3.0,2.0,3.0,1.0,' negativ
1,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,3.0,1.0,1.0,' negativ
2,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,' negativ
3,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,' negativ
4,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,3.0,2.0,2.0,3.0,1.0,' negativ
5,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,2.0,2.0,3.0,4.0,1.0,' negativ
6,0.0,0.0,0.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,' negativ
7,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,' negativ
8,0.0,0.0,0.0,1.0,2.0,0.0,3.0,2.0,3.0,2.0,2.0,3.0,0.0,' negativ
9,0.0,0.0,0.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,' negativ
10,0.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,0.0,' positiv
11,0.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,1.0,' negativ
12,0.0,0.0,0.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,' negativ
13,0.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,' negativ
14,0.0,0.0,0.0,4.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,' negativ
15,0.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,' negativ
16,0.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,' negativ
17,0.0,0.0,0.0,1.0,1.0,4.0,3.0,3.0,2.0,3.0,1.0,0.0,1.0,' positiv
18,0.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,' negativ
19,0.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,' negativ
20,0.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,0.0,' negativ
21,0.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,' negativ
22,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,' negativ
23,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,4.0,3.0,3.0,' negativ
24,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,4.0,3.0,3.0,0.0,1.0,' positiv
25,0.0,0.0,0.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,' negativ
26,0.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,' negativ
27,0.0,0.0,0.0,1.0,4.0,2.0,3.0,0.0,1.0,3.0,3.0,3.0,2.0,' negativ
28,0.0,0.0,0.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,' negativ
29,0.0,0.0,0.0,1.0,4.0,2.0,3.0,0.0,0.0,3.0,3.0,4.0,2.0,' negativ
30,0.0,0.0,0.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,4.0,1.0,' negativ
31,0.0,0.0,0.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,0.0,' negativ
32,0.0,0.0,0.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,' negativ
33,0.0,0.0,0.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,' negativ
34,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,4.0,3.0,4.0,0.0,1.0,' positiv
35,0.0,0.0,0.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,' negativ
36,0.0,1.0,0.0,4.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,' positiv
37,0.0,1.0,0.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,' negativ
38,0.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,' negativ
39,0.0,1.0,0.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,' negativ
40,0.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,' negativ
41,0.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,' negativ
42,0.0,1.0,0.0,3.0,0.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,' positiv
43,0.0,1.0,0.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,' negativ
44,0.0,1.0,0.0,1.0,2.0,4.0,4.0,0.0,1.0,0.0,2.0,4.0,4.0,' negativ
45,0.0,1.0,0.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,4.0,4.0,' negativ
46,0.0,1.0,0.0,2.0,1.0,3.0,2.0,0.0,3.0,3.0,3.0,2.0,3.0,' negativ
47,0.0,1.0,4.0,2.0,0.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,' positiv
48,0.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,' negativ
49,0.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,' negativ
50,0.0,1.0,4.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,0.0,' negativ
51,0.0,1.0,4.0,1.0,4.0,3.0,0.0,1.0,1.0,3.0,3.0,3.0,2.0,' negativ
52,0.0,1.0,4.0,0.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,0.0,' negativ
53,0.0,1.0,4.0,0.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,0.0,' negativ
54,0.0,1.0,4.0,2.0,3.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,' negativ
55,0.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,' negativ
56,0.0,1.0,4.0,0.0,3.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,0.0,' negativ
57,0.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,0.0,' negativ
58,0.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,' negativ
59,0.0,1.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,' negativ
60,0.0,1.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,' negativ
61,0.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,0.0,' negativ
62,0.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,0.0,' negativ
63,0.0,1.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,0.0,1.0,' negativ
64,0.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,' negativ
65,0.0,2.0,4.0,3.0,3.0,2.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,' negativ
66,0.0,2.0,4.0,2.0,3.0,4.0,1.0,0.0,0.0,2.0,4.0,2.0,1.0,' negativ
67,0.0,2.0,4.0,2.0,0.0,2.0,3.0,4.0,2.0,3.0,0.0,2.0,2.0,' positiv
68,0.0,2.0,4.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,' negativ
69,0.0,2.0,4.0,0.0,4.0,2.0,0.0,2.0,2.0,4.0,3.0,2.0,0.0,' negativ
70,0.0,2.0,4.0,0.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,0.0,1.0,' negativ
71,0.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,' negativ
72,0.0,2.0,4.0,1.0,3.0,3.0,0.0,3.0,2.0,3.0,3.0,0.0,2.0,' negativ
73,0.0,2.0,4.0,1.0,3.0,2.0,0.0,3.0,2.0,3.0,3.0,0.0,2.0,' negativ
74,0.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,' negativ
75,0.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,2.0,3.0,' negativ
76,0.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,' negativ
77,0.0,2.0,4.0,3.0,3.0,2.0,1.0,0.0,1.0,3.0,3.0,2.0,1.0,' negativ
78,0.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,' negativ
79,0.0,2.0,4.0,0.0,4.0,1.0,0.0,2.0,1.0,4.0,2.0,2.0,1.0,' negativ
80,0.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,' negativ
81,0.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,' negativ
82,0.0,2.0,4.0,1.0,3.0,2.0,0.0,1.0,1.0,4.0,3.0,0.0,2.0,' negativ
83,0.0,2.0,4.0,0.0,2.0,3.0,4.0,2.0,0.0,1.0,0.0,2.0,4.0,' negativ
84,0.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,' negativ
85,0.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,' negativ
86,0.0,2.0,4.0,1.0,3.0,2.0,0.0,1.0,1.0,3.0,3.0,0.0,2.0,' negativ
87,0.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,' negativ
88,0.0,2.0,4.0,0.0,2.0,4.0,4.0,1.0,0.0,1.0,2.0,3.0,2.0,' positiv
89,0.0,2.0,4.0,1.0,2.0,3.0,4.0,3.0,0.0,1.0,1.0,1.0,4.0,' negativ
90,0.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,' negativ
91,0.0,2.0,4.0,0.0,4.0,2.0,0.0,3.0,2.0,3.0,2.0,0.0,2.0,' negativ
92,0.0,2.0,4.0,0.0,2.0,4.0,4.0,1.0,0.0,1.0,1.0,3.0,2.0,' positiv
93,0.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,' negativ
94,0.0,2.0,4.0,0.0,4.0,2.0,0.0,3.0,2.0,2.0,2.0,0.0,2.0,' negativ
95,0.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,' negativ
96,4.0,2.0,0.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,' negativ
97,4.0,2.0,0.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,' negativ
98,4.0,2.0,0.0,1.0,4.0,3.0,1.0,0.0,1.0,2.0,4.0,3.0,4.0,' negativ
99,4.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,' negativ
100,4.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,' negativ
101,4.0,2.0,0.0,3.0,1.0,4.0,4.0,1.0,1.0,0.0,2.0,3.0,4.0,' negativ
102,4.0,2.0,0.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,' negativ
103,4.0,2.0,0.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,' negativ
104,4.0,2.0,0.0,1.0,4.0,3.0,1.0,1.0,0.0,1.0,3.0,3.0,4.0,' negativ
105,4.0,2.0,0.0,0.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,' negativ
106,4.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,' negativ
107,4.0,2.0,0.0,2.0,2.0,4.0,3.0,1.0,1.0,0.0,2.0,4.0,4.0,' negativ
108,4.0,3.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,' negativ
109,4.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,' negativ
110,4.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,' negativ
111,4.0,3.0,0.0,2.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0,0.0,1.0,' positiv
112,4.0,3.0,0.0,3.0,2.0,1.0,2.0,0.0,1.0,3.0,1.0,2.0,1.0,' negativ
113,4.0,3.0,0.0,2.0,3.0,1.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,' negativ
114,4.0,3.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,' negativ
115,4.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,' negativ
116,4.0,3.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,' negativ
117,4.0,3.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,' negativ
118,4.0,3.0,0.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,2.0,0.0,0.0,' positiv
119,4.0,3.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,' negativ
120,4.0,3.0,0.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,' negativ
121,4.0,3.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,' negativ
122,4.0,3.0,0.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,' negativ
123,4.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,0.0,1.0,' negativ
124,4.0,3.0,0.0,3.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,' negativ
125,4.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,' negativ
126,4.0,3.0,0.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,0.0,' negativ
127,4.0,3.0,0.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,' negativ
