,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Class
0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0, negative
1,2.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0, negative
2,1.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,0.0,1.0,3.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0, negative
3,2.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,4.0,3.0, negative
4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0, negative
5,1.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0, negative
6,1.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0, negative
7,2.0,3.0,2.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,3.0,3.0, negative
8,2.0,4.0,4.0,3.0,1.0,0.0,3.0,0.0,2.0,3.0,3.0,2.0,4.0,0.0,1.0,0.0,1.0,2.0, negative
9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0, negative
10,3.0,4.0,4.0,3.0,1.0,0.0,3.0,0.0,3.0,3.0,3.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0, negative
11,1.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0, negative
12,2.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0, negative
13,1.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0, negative
14,3.0,2.0,3.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0, negative
15,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0, negative
16,3.0,2.0,4.0,3.0,1.0,0.0,3.0,0.0,3.0,2.0,3.0,2.0,2.0,0.0,1.0,4.0,2.0,3.0, negative
17,3.0,2.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,4.0,0.0,2.0,3.0, negative
18,1.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0, negative
19,0.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0, negative
20,2.0,2.0,4.0,3.0,1.0,0.0,3.0,0.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0, negative
21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0, negative
22,2.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0, negative
23,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0, negative
24,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0, negative
25,1.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0, negative
26,3.0,4.0,4.0,4.0,1.0,0.0,3.0,0.0,3.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0, negative
27,3.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0, negative
28,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0, negative
29,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0, negative
30,4.0,3.0,4.0,3.0,1.0,0.0,3.0,0.0,3.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,3.0, negative
31,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0, negative
32,3.0,3.0,4.0,3.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,3.0,3.0, negative
33,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0, negative
34,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0, negative
35,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0, negative
36,1.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0, negative
37,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0, negative
38,3.0,4.0,4.0,3.0,1.0,0.0,3.0,0.0,3.0,4.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,2.0, negative
39,1.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0, negative
40,2.0,4.0,4.0,1.0,0.0,0.0,3.0,0.0,3.0,4.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0, negative
41,2.0,4.0,4.0,4.0,1.0,0.0,3.0,0.0,3.0,4.0,2.0,3.0,3.0,0.0,2.0,3.0,1.0,2.0, negative
42,2.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0, negative
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
44,1.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0, negative
45,3.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0,1.0, negative
46,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0, negative
47,1.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0, negative
48,3.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0, negative
